#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	383872	256472	23843	0	1	256472	256472.0	256472	256472	256472	248375637	248375637.0	248375637	248375637	248375637	280315	222096	201014	0.9149421186879046	0.9050770837835891	248375637
syndip	chr2	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	361186	251482	579	0	1	251482	251482.0	251482	251482	251482	242690911	242690911.0	242690911	242690911	242690911	252061	197869	197348	0.9977029369874753	0.99736694479681	242690911
syndip	chr3	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	310132	215878	0	0	1	215878	215878.0	215878	215878	215878	201098698	201098698.0	201098698	201098698	201098698	215878	172844	172844	1.0	1.0	201098698
syndip	chr4	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	335773	231758	3789	0	1	231758	231758.0	231758	231758	231758	193487794	193487794.0	193487794	193487794	193487794	235547	192140	188718	0.9839140383872433	0.982190069740814	193487794
syndip	chr5	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	278711	196000	1	0	1	196000	196000.0	196000	196000	196000	181994113	181994113.0	181994113	181994113	181994113	196001	157044	157043	0.9999948979852143	0.9999936323578106	181994113
syndip	chr6	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	311094	217310	625	0	1	217310	217310.0	217310	217310	217310	172115959	172115959.0	172115959	172115959	172115959	217935	178373	177806	0.9971321724367357	0.9968212677927714	172115959
syndip	chr7	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	285882	197317	3	0	1	197317	197317.0	197317	197317	197317	160546508	160546508.0	160546508	160546508	160546508	197320	157348	157345	0.9999847962700182	0.9999809339807306	160546508
syndip	chrX	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	134112	134111	1	0	1	134111	134111.0	134111	134111	134111	154238985	154238985.0	154238985	154238985	154238985	134112	100343	100342	0.9999925435456931	0.9999900341827531	154238985
syndip	chr9	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	235291	163215	3126	0	1	163215	163215.0	163215	163215	163215	150610674	150610674.0	150610674	150610674	150610674	166341	128087	125338	0.9812072790232114	0.9785380249361761	150610674
syndip	chr8	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	242249	158059	1363	0	1	158059	158059.0	158059	158059	158059	146233312	146233312.0	146233312	146233312	146233312	159422	128573	127300	0.9914503644415451	0.9900990099009901	146233312
syndip	chr11	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	249033	179881	261	0	1	179881	179881.0	179881	179881	179881	135123648	135123648.0	135123648	135123648	135123648	180142	148874	148625	0.9985511429871989	0.998327444684767	135123648
syndip	chr10	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	224648	157847	672	0	1	157847	157847.0	157847	157847	157847	134719696	134719696.0	134719696	134719696	134719696	158519	125058	124452	0.995760760539746	0.995154248428729	134719696
syndip	chr12	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	209470	146380	0	0	1	146380	146380.0	146380	146380	146380	133318055	133318055.0	133318055	133318055	133318055	146380	113937	113937	1.0	1.0	133318055
syndip	chr13	assembly/variants/T2T00_hifiasm_ont/phased_hifiasm/small_variants.dip.vcf.gz	168917	114554	0	0	1	114554	114554.0	114554	114554	114554	109443313	109443313.0	109443313	109443313	109443313	114554	90781	90781	1.0	1.0	109443313
