#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384169	230242
syndip	chr2	0	3155	242694017	227408
syndip	chr3	0	2645	201086417	214110
syndip	chr4	0	22889	193541420	211639
syndip	chr5	0	2164	182043821	194202
syndip	chr6	0	3417	172123370	209490
syndip	chr7	0	15846	160557075	188176
syndip	chrX	0	5440	154255796	117162
syndip	chr9	0	24781	150613686	155494
syndip	chr8	0	2059	146252314	161789
syndip	chr11	0	2136	135125382	179803
syndip	chr10	0	2227	134754397	143333
syndip	chr12	0	2913	133324401	132052
syndip	chr13	0	5074067	113563415	115231
syndip	chr14	0	5840	101159839	151318
syndip	chr15	0	7231	99750703	133129
syndip	chr16	0	3460	96307947	121272
syndip	chr17	0	2729	84237411	106006
syndip	chr18	0	165121	80538845	94670
syndip	chr20	0	2716	66206697	82762
syndip	chr19	0	3379	61704397	103413
syndip	chr22	0	4431	51322042	104884
syndip	chr21	0	3159	45086435	65169
