sample	category	subcategory	var_type	count	percentage
T2T10	total	all_variants	all	5364074	100.0
T2T10	variant_type	DEL	DEL	607942	11.333587120535622
T2T10	variant_type	INS	INS	546161	10.181831943407193
T2T10	variant_type	MNV	MNV	2195	0.04092038998716274
T2T10	variant_type	SNV	SNV	4207776	78.44366054607002
T2T10	ti_tv	transitions	SNV	2644646	1.6918912694401618
T2T10	ti_tv	transversions	SNV	1563130	1.6918912694401618
T2T10	zygosity	HET	all	3764397	70.17794683667675
T2T10	zygosity	HOM_ALT	all	1599677	29.822053163323247
T2T10	zygosity	HET	DEL	427909	70.38648423698314
T2T10	zygosity	HOM_ALT	DEL	180033	29.613515763016867
T2T10	zygosity	HET	INS	379974	69.57179293285314
T2T10	zygosity	HOM_ALT	INS	166187	30.428207067146868
T2T10	zygosity	HET	MNV	2195	100.0
T2T10	zygosity	HET	SNV	2954319	70.21093803472428
T2T10	zygosity	HOM_ALT	SNV	1253457	29.78906196527572
T2T10	haplotype	both	all	1599677	29.822053163323247
T2T10	haplotype	haplotype1	all	1917010	35.737948432478746
T2T10	haplotype	haplotype2	all	1847387	34.439998404198
T2T10	haplotype	both	DEL	180033	29.613515763016867
T2T10	haplotype	haplotype1	DEL	216012	35.53167900885282
T2T10	haplotype	haplotype2	DEL	211897	34.85480522813032
T2T10	haplotype	both	INS	166187	30.428207067146868
T2T10	haplotype	haplotype1	INS	191670	35.094047359661346
T2T10	haplotype	haplotype2	INS	188304	34.47774557319179
T2T10	haplotype	haplotype1	MNV	1096	49.93166287015946
T2T10	haplotype	haplotype2	MNV	1099	50.06833712984054
T2T10	haplotype	both	SNV	1253457	29.78906196527572
T2T10	haplotype	haplotype1	SNV	1508232	35.84392325066734
T2T10	haplotype	haplotype2	SNV	1446087	34.36701478405695
T2T10	phasing	phased	all	5364074	100.0
T2T10	phasing	phased	DEL	607942	100.0
T2T10	phasing	phased	INS	546161	100.0
T2T10	phasing	phased	MNV	2195	100.0
T2T10	phasing	phased	SNV	4207776	100.0
T2T10	allelic	biallelic	all	4960098	92.4688585578797
T2T10	allelic	multiallelic	all	403976	7.5311414421202985
T2T10	allelic	biallelic	DEL	456064	75.01768260788036
T2T10	allelic	multiallelic	DEL	151878	24.982317392119644
T2T10	allelic	biallelic	INS	435222	79.68749141736595
T2T10	allelic	multiallelic	INS	110939	20.31250858263406
T2T10	allelic	multiallelic	MNV	2195	100.0
T2T10	allelic	biallelic	SNV	4068812	96.69744777288525
T2T10	allelic	multiallelic	SNV	138964	3.3025522271147514
T2T10	filter	PASS	all	5028005	93.73481797603837
T2T10	filter	GAP1	all	126773	2.36337157168227
T2T10	filter	GAP2	all	179845	3.3527688096771224
T2T10	filter	HET1	all	10754	0.20048194711706066
T2T10	filter	HET2	all	18697	0.3485596954851853
