contig	color	chromosome
haplotype1-0000001	#567DE9	chr16
haplotype1-0000002	#338CC2	chr19
haplotype1-0000003	#D57533	chr13
haplotype1-0000004	#1A7FBA	chr12
haplotype1-0000005	#E6B847	chr15
haplotype1-0000006	#00A880	chr10
haplotype1-0000007	#0072B2	chr5
haplotype1-0000008	#5699E9	chr9
haplotype1-0000009	#CC8DB3	chr11
haplotype1-0000010	#5699E9	chr9
haplotype1-0000011	#808080	chr21
haplotype1-0000012	#808080	chr21
haplotype1-0000013	#009E73	chr3
haplotype1-0000014	#CC8DB3	chr11
haplotype1-0000015	#E6B847	chr15
haplotype1-0000016	#808080	chr21
haplotype1-0000017	#567DE9	chr16
haplotype1-0000018	#567DE9	chr16
haplotype1-0000019	#5699E9	chr9
haplotype1-0000020	#9467BD	chrX
haplotype1-0000021	#E6B847	chr15
haplotype1-0000022	#E6C47F	chr22
haplotype1-0000023	#808080	chr21
haplotype1-0000024	#666666	chr7
haplotype1-0000025	#CCA0BF	chr18
haplotype1-0000026	#E69F00	chr1
haplotype1-0000027	#00B28C	chr17
haplotype1-0000028	#D55E00	chr6
haplotype1-0000029	#CC79A7	chr4
haplotype1-0000030	#56B4E9	chr2
haplotype1-0000031	#737373	chr14
haplotype1-0000032	#D58C66	chr20
haplotype1-0000033	#D57533	chr13
haplotype1-0000034	#E6B847	chr15
haplotype1-0000035	#808080	chr21
haplotype1-0000036	#E6AB23	chr8
haplotype1-0000037	#E6B847	chr15
haplotype1-0000038	#5699E9	chr9
haplotype1-0000039	#737373	chr14
haplotype1-0000040	#9467BD	chrX
haplotype1-0000041	#D57533	chr13
haplotype1-0000042	#E69F00	chr1
haplotype1-0000043	#666666	chr7
haplotype1-0000044	#E6B847	chr15
haplotype1-0000045	#E69F00	chr1
haplotype1-0000046	#E69F00	chr1
haplotype1-0000047	#00A880	chr10
haplotype1-0000048	#E6B847	chr15
haplotype1-0000049	#567DE9	chr16
haplotype1-0000050	#E6B847	chr15
haplotype1-0000051	#CCA0BF	chr18
haplotype1-0000052	#CCA0BF	chr18
haplotype1-0000053	#E6B847	chr15
haplotype1-0000054	#D55E00	chr6
haplotype1-0000055	#808080	chr21
haplotype1-0000056	#737373	chr14
haplotype1-0000057	#E6B847	chr15
haplotype1-0000058	#009E73	chr3
haplotype1-0000059	#D55E00	chr6
haplotype1-0000060	#E6B847	chr15
haplotype1-0000061	#E6B847	chr15
haplotype1-0000062	#5699E9	chr9
haplotype1-0000063	#5699E9	chr9
haplotype1-0000064	#5699E9	chr9
haplotype1-0000065	#5699E9	chr9
haplotype1-0000066	#E69F00	chr1
haplotype1-0000067	#E69F00	chr1
haplotype1-0000068	#0072B2	chr5
haplotype1-0000069	#00B28C	chr17
haplotype1-0000070	#E6C47F	chr22
haplotype1-0000071	#E6C47F	chr22
haplotype1-0000072	#E69F00	chr1
haplotype1-0000073	#737373	chr14
haplotype1-0000074	#D55E00	chr6
haplotype1-0000075	#D55E00	chr6
haplotype1-0000076	#0072B2	chr5
haplotype1-0000077	#E6B847	chr15
haplotype1-0000078	#E6C47F	chr22
haplotype1-0000079	#666666	chr7
haplotype1-0000080	#D55E00	chr6
haplotype1-0000081	#338CC2	chr19
haplotype1-0000082	#5699E9	chr9
haplotype1-0000083	#00A880	chr10
haplotype1-0000084	#E6B847	chr15
haplotype1-0000085	#666666	chr7
haplotype1-0000086	#808080	chr21
haplotype1-0000087	#808080	chr21
haplotype1-0000088	#808080	chr21
haplotype1-0000089	#E6B847	chr15
haplotype1-0000090	#E6B847	chr15
haplotype1-0000091	#00A880	chr10
haplotype1-0000092	#D57533	chr13
haplotype1-0000093	#D57533	chr13
haplotype1-0000094	#00B28C	chr17
haplotype1-0000095	#5699E9	chr9
haplotype1-0000096	#338CC2	chr19
haplotype1-0000097	#338CC2	chr19
haplotype1-0000098	#56B4E9	chr2
haplotype1-0000099	#0072B2	chr5
haplotype1-0000100	#666666	chr7
haplotype1-0000101	#009E73	chr3
haplotype1-0000102	#9467BD	chrX
haplotype1-0000103	#9467BD	chrX
haplotype1-0000104	#E69F00	chr1
haplotype1-0000105	#338CC2	chr19
haplotype1-0000106	#9467BD	chrX
haplotype1-0000107	#808080	chr21
haplotype1-0000108	#D55E00	chr6
haplotype1-0000109	#E6B847	chr15
haplotype1-0000110	#D57533	chr13
haplotype1-0000111	#00A880	chr10
haplotype1-0000112	#CC79A7	chr4
haplotype1-0000113	#56B4E9	chr2
haplotype1-0000114	#567DE9	chr16
haplotype1-0000115	#E69F00	chr1
haplotype1-0000116	#0072B2	chr5
haplotype1-0000117	#9467BD	chrX
haplotype1-0000118	#9467BD	chrX
haplotype1-0000119	#9467BD	chrX
haplotype1-0000120	#CC8DB3	chr11
haplotype1-0000121	#0072B2	chr5
haplotype1-0000122	#9467BD	chrX
haplotype1-0000123	#737373	chr14
haplotype1-0000124	#666666	chr7
haplotype1-0000125	#E6C47F	chr22
haplotype1-0000126	#808080	chr21
haplotype1-0000127	#808080	chr21
haplotype1-0000128	#808080	chr21
haplotype1-0000129	#D57533	chr13
haplotype1-0000130	#D55E00	chr6
haplotype1-0000131	#00A880	chr10
haplotype1-0000132	#00A880	chr10
haplotype1-0000133	#00A880	chr10
haplotype1-0000134	#E6B847	chr15
haplotype1-0000135	#E6C47F	chr22
haplotype1-0000136	#E69F00	chr1
haplotype1-0000137	#00A880	chr10
