sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T10	haplotype1-0000009	chr11	134321648	122500	135127769	134321648	4	122500	30625.0	100000	7500	0.03	scaffold
T2T10	haplotype1-0000004	chr12	134078149	302573	133324548	134078149	4	302573	75643.2	100000	52496	0.03	scaffold
T2T10	haplotype1-0000027	chr17	81806711	191184	84276897	81806711	2	191184	95592.0	100000	91184	0.02	scaffold
T2T10	haplotype1-0000025	chr18	80622811	3000	80542538	80622811	2	3000	1500.0	1500	1500	0.02	scaffold
T2T10	haplotype1-0000002	chr19	61366009	217776	61707364	61366009	3	217776	72592.0	100000	17776	0.05	scaffold
T2T10	haplotype1-0000030	chr2	243078873	24000	242696752	243078873	4	24000	6000.0	7500	1500	0.02	scaffold
T2T10	haplotype1-0000032	chr20	63343529	92997	66210255	63343529	1	92997	92997.0	92997	92997	0.02	scaffold
T2T10	haplotype1-0000013	chr3	202436611	109000	201105948	202436611	3	109000	36333.3	100000	1500	0.01	scaffold
T2T10	haplotype1-0000029	chr4	192977477	109000	193574945	192977477	3	109000	36333.3	100000	1500	0.02	scaffold
T2T10	haplotype1-0000028	chr6	171603162	109000	172126628	171603162	3	109000	36333.3	100000	1500	0.02	scaffold
T2T10	haplotype1-0000024	chr7	160048537	416500	160567428	160048537	7	416500	59500.0	100000	1500	0.04	scaffold
T2T10	haplotype1-0000036	chr8	145357114	101500	146259331	145357114	2	101500	50750.0	100000	1500	0.01	scaffold
T2T10	haplotype1-0000020	chrX	153667981	122500	154259566	153667981	4	122500	30625.0	100000	7500	0.03	scaffold
