sample	category	subcategory	sv_type	count	total_length	mean_length
HG03834	total	all_svs	all	60047	57865860	963.676120372375
HG03834	sv_type	BND	BND	12	0	0.0
HG03834	sv_type	DEL	DEL	30087	29218724	971.1411573104663
HG03834	sv_type	DUP:TANDEM	DUP:TANDEM	25	29768	1190.72
HG03834	sv_type	INS	INS	29897	28617368	957.1986486938489
HG03834	sv_type	INV	INV	26	0	0.0
HG03834	zygosity	ALT_HOM	all	10668	0	0
HG03834	zygosity	HET	all	49379	0	0
HG03834	zygosity	HET	BND	12	0	0
HG03834	zygosity	ALT_HOM	DEL	5567	0	0
HG03834	zygosity	HET	DEL	24520	0	0
HG03834	zygosity	HET	DUP:TANDEM	25	0	0
HG03834	zygosity	ALT_HOM	INS	5092	0	0
HG03834	zygosity	HET	INS	24805	0	0
HG03834	zygosity	ALT_HOM	INV	9	0	0
HG03834	zygosity	HET	INV	17	0	0
HG03834	size_class	large (500bp-5kb)	all	13787	0	0
HG03834	size_class	massive (>50kb)	all	144	0	0
HG03834	size_class	medium (50-500bp)	all	30435	0	0
HG03834	size_class	small (<50bp)	all	14048	0	0
HG03834	size_class	very_large (5kb-50kb)	all	1633	0	0
HG03834	size_class	small (<50bp)	BND	12	0	0
HG03834	size_class	large (500bp-5kb)	DEL	7124	0	0
HG03834	size_class	massive (>50kb)	DEL	65	0	0
HG03834	size_class	medium (50-500bp)	DEL	15089	0	0
HG03834	size_class	small (<50bp)	DEL	6959	0	0
HG03834	size_class	very_large (5kb-50kb)	DEL	850	0	0
HG03834	size_class	large (500bp-5kb)	DUP:TANDEM	17	0	0
HG03834	size_class	medium (50-500bp)	DUP:TANDEM	7	0	0
HG03834	size_class	very_large (5kb-50kb)	DUP:TANDEM	1	0	0
HG03834	size_class	large (500bp-5kb)	INS	6646	0	0
HG03834	size_class	massive (>50kb)	INS	79	0	0
HG03834	size_class	medium (50-500bp)	INS	15339	0	0
HG03834	size_class	small (<50bp)	INS	7051	0	0
HG03834	size_class	very_large (5kb-50kb)	INS	782	0	0
HG03834	size_class	small (<50bp)	INV	26	0	0
HG03834	haplotype	both	all	10668	0	0
HG03834	haplotype	haplotype1	all	25478	0	0
HG03834	haplotype	haplotype2	all	23901	0	0
HG03834	haplotype	haplotype1	BND	6	0	0
HG03834	haplotype	haplotype2	BND	6	0	0
HG03834	haplotype	both	DEL	5567	0	0
HG03834	haplotype	haplotype1	DEL	12775	0	0
HG03834	haplotype	haplotype2	DEL	11745	0	0
HG03834	haplotype	haplotype1	DUP:TANDEM	18	0	0
HG03834	haplotype	haplotype2	DUP:TANDEM	7	0	0
HG03834	haplotype	both	INS	5092	0	0
HG03834	haplotype	haplotype1	INS	12670	0	0
HG03834	haplotype	haplotype2	INS	12135	0	0
HG03834	haplotype	both	INV	9	0	0
HG03834	haplotype	haplotype1	INV	9	0	0
HG03834	haplotype	haplotype2	INV	8	0	0
HG03834	phasing	phased	all	60047	0	0
HG03834	chromosome	chr1	all	4966	0	0
HG03834	chromosome	chr2	all	3572	0	0
HG03834	chromosome	chr3	all	2945	0	0
HG03834	chromosome	chr4	all	3219	0	0
HG03834	chromosome	chr5	all	2770	0	0
HG03834	chromosome	chr6	all	2502	0	0
HG03834	chromosome	chr7	all	2905	0	0
HG03834	chromosome	chr8	all	2293	0	0
HG03834	chromosome	chr9	all	4205	0	0
