sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
HG03834	HG03834#1#CM085793.1	chr1	245304333	0	248387328	245304333	0	0	0.0	0	0	0.0	contig
HG03834	HG03834#1#CM085800.1	chr10	135797005	0	134758134	135797005	0	0	0.0	0	0	0.0	contig
HG03834	HG03834#1#CM085801.1	chr11	137305688	1032648	135127769	137305688	1	1032648	1032648.0	1032648	1032648	0.01	scaffold
HG03834	HG03834#1#CM085802.1	chr12	134202832	56080	133324548	134202832	1	56080	56080.0	56080	56080	0.01	scaffold
HG03834	HG03834#1#CM085804.1	chr16	87774352	0	96330374	87774352	0	0	0.0	0	0	0.0	contig
HG03834	HG03834#1#CM085805.1	chr19	61464554	100	61707364	61464554	1	100	100.0	100	100	0.02	scaffold
HG03834	HG03834#1#CM085806.1	chr20	68922572	2013019	66210255	68922572	2	2013019	1006509.5	2012919	100	0.03	scaffold
HG03834	HG03834#1#CM085807.1	chr22	48058156	0	51324926	48058156	0	0	0.0	0	0	0.0	contig
HG03834	HG03834#1#CM085794.1	chr3	200399635	19813	201105948	200399635	3	19813	6604.3	19613	100	0.01	scaffold
HG03834	HG03834#1#CM085795.1	chr4	193422356	1073546	193574945	193422356	1	1073546	1073546.0	1073546	1073546	0.01	scaffold
HG03834	HG03834#1#CM085796.1	chr5	183233635	0	182045439	183233635	0	0	0.0	0	0	0.0	contig
HG03834	HG03834#1#CM085797.1	chr6	172147855	100	172126628	172147855	1	100	100.0	100	100	0.01	scaffold
HG03834	HG03834#1#CM085798.1	chr8	145222850	118110	146259331	145222850	1	118110	118110.0	118110	118110	0.01	scaffold
HG03834	HG03834#1#CM085799.1	chr9	142437275	1732665	150617247	142437275	1	1732665	1732665.0	1732665	1732665	0.01	scaffold
HG03834	HG03834#1#CM085808.1	chrX	154187140	100	154259566	154187140	1	100	100.0	100	100	0.01	scaffold
