#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3139	248384152	236059
syndip	chr2	0	306756	242694019	220038
syndip	chr3	0	2645	201088028	215709
syndip	chr4	0	20138	193542895	210024
syndip	chr5	0	1940	182042928	181669
syndip	chr6	0	3083	172113925	206081
syndip	chr7	0	3799	160564597	185671
syndip	chrX	0	108584	154257178	131177
syndip	chr9	0	3576	150614219	154967
syndip	chr8	0	3071	146253953	170908
syndip	chr11	0	1837	135125311	169146
syndip	chr10	0	117421	134754097	147711
syndip	chr12	0	2779	133322148	136745
syndip	chr13	0	5073924	113562313	111446
syndip	chr14	0	640287	101159256	128964
syndip	chr15	0	3229	99750555	163852
syndip	chr16	0	23607	96327795	128695
syndip	chr17	0	2852	84272854	112944
syndip	chr18	0	164177	80538855	98411
syndip	chr20	0	2983	66207387	89483
syndip	chr19	0	2685	61703957	89307
syndip	chr22	0	4431	51321978	123215
syndip	chr21	0	123764	45086027	50057
