sample	category	subcategory	sv_type	count	total_length	mean_length
T2T06	total	all_svs	all	58067	58260112	1003.3256755127697
T2T06	sv_type	BND	BND	10	0	0.0
T2T06	sv_type	DEL	DEL	29601	29621703	1000.6994020472281
T2T06	sv_type	DUP:TANDEM	DUP:TANDEM	18	22363	1242.388888888889
T2T06	sv_type	INS	INS	28406	28616046	1007.3944237133001
T2T06	sv_type	INV	INV	32	0	0.0
T2T06	zygosity	ALT_HOM	all	9769	0	0
T2T06	zygosity	HET	all	48298	0	0
T2T06	zygosity	HET	BND	10	0	0
T2T06	zygosity	ALT_HOM	DEL	5173	0	0
T2T06	zygosity	HET	DEL	24428	0	0
T2T06	zygosity	HET	DUP:TANDEM	18	0	0
T2T06	zygosity	ALT_HOM	INS	4592	0	0
T2T06	zygosity	HET	INS	23814	0	0
T2T06	zygosity	ALT_HOM	INV	4	0	0
T2T06	zygosity	HET	INV	28	0	0
T2T06	size_class	large (500bp-5kb)	all	14106	0	0
T2T06	size_class	massive (>50kb)	all	148	0	0
T2T06	size_class	medium (50-500bp)	all	29086	0	0
T2T06	size_class	small (<50bp)	all	13109	0	0
T2T06	size_class	very_large (5kb-50kb)	all	1618	0	0
T2T06	size_class	small (<50bp)	BND	10	0	0
T2T06	size_class	large (500bp-5kb)	DEL	7401	0	0
T2T06	size_class	massive (>50kb)	DEL	71	0	0
T2T06	size_class	medium (50-500bp)	DEL	14673	0	0
T2T06	size_class	small (<50bp)	DEL	6589	0	0
T2T06	size_class	very_large (5kb-50kb)	DEL	867	0	0
T2T06	size_class	large (500bp-5kb)	DUP:TANDEM	14	0	0
T2T06	size_class	medium (50-500bp)	DUP:TANDEM	4	0	0
T2T06	size_class	large (500bp-5kb)	INS	6691	0	0
T2T06	size_class	massive (>50kb)	INS	77	0	0
T2T06	size_class	medium (50-500bp)	INS	14409	0	0
T2T06	size_class	small (<50bp)	INS	6478	0	0
T2T06	size_class	very_large (5kb-50kb)	INS	751	0	0
T2T06	size_class	small (<50bp)	INV	32	0	0
T2T06	haplotype	both	all	9769	0	0
T2T06	haplotype	haplotype1	all	24441	0	0
T2T06	haplotype	haplotype2	all	23857	0	0
T2T06	haplotype	haplotype1	BND	10	0	0
T2T06	haplotype	both	DEL	5173	0	0
T2T06	haplotype	haplotype1	DEL	12349	0	0
T2T06	haplotype	haplotype2	DEL	12079	0	0
T2T06	haplotype	haplotype1	DUP:TANDEM	9	0	0
T2T06	haplotype	haplotype2	DUP:TANDEM	9	0	0
T2T06	haplotype	both	INS	4592	0	0
T2T06	haplotype	haplotype1	INS	12058	0	0
T2T06	haplotype	haplotype2	INS	11756	0	0
T2T06	haplotype	both	INV	4	0	0
T2T06	haplotype	haplotype1	INV	15	0	0
T2T06	haplotype	haplotype2	INV	13	0	0
T2T06	phasing	phased	all	58067	0	0
T2T06	chromosome	chr1	all	5340	0	0
T2T06	chromosome	chr2	all	3262	0	0
T2T06	chromosome	chr3	all	2929	0	0
T2T06	chromosome	chr4	all	2570	0	0
T2T06	chromosome	chr5	all	2644	0	0
T2T06	chromosome	chr6	all	2602	0	0
T2T06	chromosome	chr7	all	2686	0	0
T2T06	chromosome	chr8	all	2416	0	0
T2T06	chromosome	chr9	all	5249	0	0
T2T06	chromosome	chrX	all	974	0	0
T2T06	chromosome	chrY	all	976	0	0
T2T06	chromosome	chr10	all	2585	0	0
T2T06	chromosome	chr11	all	1906	0	0
T2T06	chromosome	chr12	all	1802	0	0
T2T06	chromosome	chr13	all	2510	0	0
T2T06	chromosome	chr14	all	1611	0	0
T2T06	chromosome	chr15	all	2288	0	0
T2T06	chromosome	chr16	all	3290	0	0
T2T06	chromosome	chr17	all	1847	0	0
T2T06	chromosome	chr18	all	1784	0	0
T2T06	chromosome	chr19	all	1659	0	0
T2T06	chromosome	chr20	all	1843	0	0
T2T06	chromosome	chr21	all	1076	0	0
T2T06	chromosome	chr22	all	2218	0	0
T2T06	chromosome	chr1	DEL	2676	0	0
T2T06	chromosome	chr2	DEL	1689	0	0
T2T06	chromosome	chr3	DEL	1473	0	0
T2T06	chromosome	chr4	DEL	1224	0	0
T2T06	chromosome	chr5	DEL	1323	0	0
T2T06	chromosome	chr6	DEL	1067	0	0
