#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	2709	248384169	242785
syndip	chr2	0	3264	242693993	228840
syndip	chr3	0	2452	201088840	219153
syndip	chr4	0	22396	193572909	240662
syndip	chr5	0	2439	182044326	182269
syndip	chr6	0	2862	172119794	195143
syndip	chr7	0	3387	160565180	199282
syndip	chrX	0	6210	154255808	122046
syndip	chr9	0	3581	150614827	165509
syndip	chr8	0	7310	146252314	169415
syndip	chr11	0	1498	135124289	194121
syndip	chr10	0	3698	134748301	144995
syndip	chr12	0	2913	133322792	141799
syndip	chr13	0	88	113563474	121237
syndip	chr14	0	6029	101159329	150245
syndip	chr15	0	128767	99750480	160733
syndip	chr16	0	7275	96327847	142787
syndip	chr17	0	47158	84274236	113918
syndip	chr18	0	1545	80537107	103480
syndip	chr20	0	3257	66207316	89547
syndip	chr19	0	2685	61704889	97318
syndip	chr22	0	4599	51321978	108986
syndip	chr21	0	3048	45085789	72585
