sample	category	subcategory	sv_type	count	total_length	mean_length
T2T09	total	all_svs	all	59136	56891014	962.0368979978355
T2T09	sv_type	BND	BND	12	0	0.0
T2T09	sv_type	DEL	DEL	29692	27131184	913.7540078135524
T2T09	sv_type	DUP:TANDEM	DUP:TANDEM	30	45555	1518.5
T2T09	sv_type	INS	INS	29376	29714275	1011.5153526688454
T2T09	sv_type	INV	INV	26	0	0.0
T2T09	zygosity	ALT_HOM	all	9416	0	0
T2T09	zygosity	HET	all	49720	0	0
T2T09	zygosity	ALT_HOM	BND	2	0	0
T2T09	zygosity	HET	BND	10	0	0
T2T09	zygosity	ALT_HOM	DEL	4861	0	0
T2T09	zygosity	HET	DEL	24831	0	0
T2T09	zygosity	HET	DUP:TANDEM	30	0	0
T2T09	zygosity	ALT_HOM	INS	4550	0	0
T2T09	zygosity	HET	INS	24826	0	0
T2T09	zygosity	ALT_HOM	INV	3	0	0
T2T09	zygosity	HET	INV	23	0	0
T2T09	size_class	large (500bp-5kb)	all	13561	0	0
T2T09	size_class	massive (>50kb)	all	156	0	0
T2T09	size_class	medium (50-500bp)	all	30178	0	0
T2T09	size_class	small (<50bp)	all	13815	0	0
T2T09	size_class	very_large (5kb-50kb)	all	1426	0	0
T2T09	size_class	small (<50bp)	BND	12	0	0
T2T09	size_class	large (500bp-5kb)	DEL	7172	0	0
T2T09	size_class	massive (>50kb)	DEL	62	0	0
T2T09	size_class	medium (50-500bp)	DEL	14846	0	0
T2T09	size_class	small (<50bp)	DEL	6922	0	0
T2T09	size_class	very_large (5kb-50kb)	DEL	690	0	0
T2T09	size_class	large (500bp-5kb)	DUP:TANDEM	23	0	0
T2T09	size_class	medium (50-500bp)	DUP:TANDEM	6	0	0
T2T09	size_class	very_large (5kb-50kb)	DUP:TANDEM	1	0	0
T2T09	size_class	large (500bp-5kb)	INS	6366	0	0
T2T09	size_class	massive (>50kb)	INS	94	0	0
T2T09	size_class	medium (50-500bp)	INS	15326	0	0
T2T09	size_class	small (<50bp)	INS	6855	0	0
