sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T09	haplotype1-0000003	chr1	246612773	209000	248387328	246612773	4	209000	52250.0	100000	1500	0.02	scaffold
T2T09	haplotype2-0000097	chr1	250656226	177254	248387328	250656226	5	177254	35450.8	100000	1500	0.02	scaffold
T2T09	haplotype1-0000004	chr10	134178394	7500	134758134	134178394	1	7500	7500.0	7500	7500	0.01	scaffold
T2T09	haplotype2-0000096	chr10	134683900	0	134758134	134683900	0	0	0.0	0	0	0.0	contig
T2T09	haplotype1-0000008	chr11	135469756	0	135127769	135469756	0	0	0.0	0	0	0.0	contig
T2T09	haplotype2-0000089	chr11	133998686	10500	135127769	133998686	3	10500	3500.0	7500	1500	0.02	scaffold
T2T09	haplotype1-0000010	chr12	134078966	100000	133324548	134078966	1	100000	100000.0	100000	100000	0.01	scaffold
T2T09	haplotype2-0000091	chr12	133920674	0	133324548	133920674	0	0	0.0	0	0	0.0	contig
T2T09	haplotype2-0000086	chr16	94328221	14966	96330374	94328221	1	14966	14966.0	14966	14966	0.01	scaffold
T2T09	haplotype2-0000088	chr17	82758906	197102	84276897	82758906	6	197102	32850.3	76641	1500	0.07	scaffold
T2T09	haplotype1-0000013	chr18	81744531	207500	80542538	81744531	3	207500	69166.7	100000	7500	0.04	scaffold
T2T09	haplotype2-0000106	chr18	79923053	100000	80542538	79923053	1	100000	100000.0	100000	100000	0.01	scaffold
T2T09	haplotype1-0000028	chr19	61235359	7500	61707364	61235359	1	7500	7500.0	7500	7500	0.02	scaffold
T2T09	haplotype1-0000017	chr2	241765559	7500	242696752	241765559	1	7500	7500.0	7500	7500	0.0	scaffold
T2T09	haplotype2-0000098	chr2	243409924	0	242696752	243409924	0	0	0.0	0	0	0.0	contig
T2T09	haplotype1-0000002	chr20	66968696	9000	66210255	66968696	2	9000	4500.0	7500	1500	0.03	scaffold
T2T09	haplotype2-0000095	chr20	65909421	0	66210255	65909421	0	0	0.0	0	0	0.0	contig
T2T09	haplotype1-0000015	chr3	200744548	16500	201105948	200744548	3	16500	5500.0	7500	1500	0.01	scaffold
T2T09	haplotype1-0000001	chr4	192917987	0	193574945	192917987	0	0	0.0	0	0	0.0	contig
T2T09	haplotype2-0000085	chr4	194848588	100000	193574945	194848588	1	100000	100000.0	100000	100000	0.01	scaffold
T2T09	haplotype1-0000024	chr5	181707746	15000	182045439	181707746	2	15000	7500.0	7500	7500	0.01	scaffold
T2T09	haplotype2-0000107	chr5	182531062	100000	182045439	182531062	1	100000	100000.0	100000	100000	0.01	scaffold
T2T09	haplotype1-0000005	chr6	171720931	7500	172126628	171720931	1	7500	7500.0	7500	7500	0.01	scaffold
T2T09	haplotype2-0000090	chr6	171321412	107500	172126628	171321412	2	107500	53750.0	100000	7500	0.01	scaffold
T2T09	haplotype1-0000025	chr7	161336277	7500	160567428	161336277	1	7500	7500.0	7500	7500	0.01	scaffold
T2T09	haplotype1-0000020	chr8	145664414	0	146259331	145664414	0	0	0.0	0	0	0.0	contig
T2T09	haplotype2-0000099	chr8	146047862	387867	146259331	146047862	4	387867	96966.8	100000	87867	0.03	scaffold
T2T09	haplotype2-0000113	chrX	154784937	0	154259566	154784937	0	0	0.0	0	0	0.0	contig
T2T09	haplotype1-0000018	chrY	41975848	101500	62460029	41975848	2	101500	50750.0	100000	1500	0.05	scaffold
