Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr1	11044370	11044544	Maternal	PTCHD2	Hernandez	20	0	0	0	0	0.58836	0.5783	Ignored:DidNotMeet_cpg_difference
chr1	21120031	21120143	Maternal	ECE1;LOC100506801	Hernandez	5	0	5	0	0.36348	0.28548	0.64896	Included
chr1	32329102	32329320	Maternal	ZBTB8B	Joshi	9	0	0	0	0	0.76277	0.59918	Ignored:DidNotMeet_cpg_difference
chr1	39384177	39384444	Maternal	BMP8A	Akbari	18	0	0	0	0	0.30512	0.26319	Ignored:DidNotMeet_cpg_difference
chr1	39427318	39428447	Maternal	PPIEL,PABPC4	Akbari,Court,Hernandez,Joshi,Zink	52	45	0	0.4098	0	0.89711	0.52112	Included
chr1	67924206	67929467	Maternal	DIRAS3,DIRAS3_Ex2,GNG12-AS1	Akbari,Court,Hernandez,Joshi,Zink	136	130	0	0.69089	0	0.92279	0.26415	Included
chr1	176387296	176387476	Maternal	ASTN1	Zink	15	0	0	0	0	0.78721	0.82134	Ignored:DidNotMeet_cpg_difference
chr1	227504793	227504903	Maternal	OBSCN	Joshi	8	0	0	0	0	0.94628	0.92603	Ignored:DidNotMeet_cpg_difference
chr10	13172944	13173273	Maternal	BTBD7P1	Akbari	27	0	27	0	0.39412	0.37229	0.7664	Included
chr10	27443798	27444893	Maternal	PTCHD3	Akbari,Hernandez	72	0	72	0	0.60621	0.3082	0.9144	Included
chr10	98458604	98458947	Maternal	ANKRD2	Akbari	19	0	1	0	0.18188	0.5794	0.74653	Ignored:DidNotMeet_cpg_difference
chr10	120716003	120716796	Maternal	INPP5F	Akbari,Court,Hernandez	64	0	64	0	0.36612	0.57687	0.94299	Included
chr10	124869055	124869380	Maternal	YBX2P1	Akbari	32	0	0	0	0	0.05472	0.09751	Ignored:DidNotMeet_cpg_difference
chr11	2085259	2091234	Paternal	H19,H19/IGF2	Akbari,Court,Hernandez	250	0	243	0	0.83198	0.11649	0.92677	Included
chr11	2220004	2221535	Paternal	IGF2_DMR2,IGF2,INS-IGF2	Akbari,Court,Hernandez,Zink	68	0	63	0	0.6496	0.25378	0.8562	Included
chr11	2233014	2236942	Paternal	IGF2_DMR0,IGF2,IGF2-AS,INS-IGF2	Akbari,Court,Hernandez,Zink	100	0	89	0	0.60955	0.22684	0.79246	Included
chr11	2787890	2790647	Maternal	KvDMR1,KCNQ1,KCNQ1OT1	Akbari,Court,Hernandez,Zink	205	203	0	0.89169	0	0.93991	0.05481	Included
chr11	7147542	7148122	Maternal	RBMXL2	Akbari,Hernandez,Zink	55	55	0	0.47266	0	0.91207	0.43941	Included
chr11	132831291	132831483	Maternal	OPCML	Hernandez	10	0	0	0	0	0.90097	0.85724	Ignored:DidNotMeet_cpg_difference
chr11	133121414	133122305	Maternal	OPCML	Akbari	45	44	0	0.48272	0	0.85296	0.37664	Included
chr12	200351	201073	Maternal	SLC6A12,RP11-283I3.2	Zink	85	0	84	0	0.338	0.09522	0.43185	Included
chr12	3845430	3845920	Paternal	PARP11	Akbari	69	0	0	0	0	0.31382	0.36299	Ignored:DidNotMeet_cpg_difference
chr12	6454803	6455271	Maternal	CD27,CD27-AS1,LOC678655	Hernandez	10	0	0	0	0	0.63155	0.62188	Ignored:DidNotMeet_cpg_difference
chr12	14651159	14651402	Maternal	H2AFJ	Hernandez	13	0	0	0	0	0.14168	0.07608	Ignored:DidNotMeet_cpg_difference
chr12	30992265	30994810	Maternal	AC024940.1	Akbari	143	0	138	0	0.60561	0.07009	0.65915	Included
chr12	30996914	30997274	Maternal	AC024940.1	Akbari	21	0	21	0	0.32668	0.35307	0.67975	Included
chr12	96198127	96198449	Paternal	ELK3	Hernandez	7	0	7	0	0.40412	0.35655	0.76067	Included
chr12	130374845	130375163	Maternal	PIWIL1	Hernandez	39	0	0	0	0	0.44372	0.48818	Ignored:DidNotMeet_cpg_difference
chr13	19317211	19317685	Maternal	GJA3	Akbari	24	24	0	0.29514	0	0.82335	0.52821	Included
chr13	47537482	47542150	Maternal	RB1,PPP1R26P1	Akbari,Court,Hernandez,Joshi,Zink	258	0	225	0	0.77666	0.27349	0.95871	Included
chr13	47630529	47633749	Maternal	LPAR6,RB1	Akbari	29	0	1	0	0.32301	0.556	0.68565	Ignored:DidNotMeet_cpg_difference
chr13	59487091	59488917	Maternal	TARDBPP2	Akbari,Hernandez,Zink	39	0	35	0	0.67404	0.14094	0.76875	Included
chr13	98425642	98426046	Paternal	UBAC2	Akbari	18	0	0	0	0	0.53234	0.52701	Ignored:DidNotMeet_cpg_difference
chr13	100190731	100191002	Maternal	NALCN-AS1	Akbari	21	0	21	0	0.23439	0.34579	0.58018	Included
chr14	27997060	27998007	Maternal	NPAS3	Akbari,Zink	117	0	117	0	0.29735	0.29086	0.58821	Included
chr14	46476152	46476528	Maternal	PTGDR	Akbari	18	0	15	0	0.26332	0.22345	0.47499	Included
chr14	94961427	94961490	Paternal	DLK1	Joshi,Zink	7	0	0	0	0	0.34096	0.27032	Ignored:DidNotMeet_cpg_difference
chr14	95042558	95046625	Paternal	IG-DMR,MEG3,MEG3/DLK1	Akbari,Court,Hernandez,Zink	96	56	0	0.52871	0	0.9281	0.5615	Included
chr14	95058592	95063118	Paternal	MEG3,AL117190.1	Akbari,Court,Hernandez,Joshi,Zink	246	234	0	0.74721	0	0.93282	0.21463	Included
chr14	95135834	95136700	Maternal	MEG8,SNHG23	Zink	27	0	15	0	0.44664	0.15668	0.42584	Included
chr14	95139591	95140676	Maternal	MEG8,SNHG23	Akbari,Court,Hernandez,Zink	52	0	52	0	0.8037	0.09508	0.89879	Included
chr14	100719510	100719614	Maternal	IGHV3-37	Hernandez	10	10	0	0.37996	0	0.82223	0.44226	Included
chr15	21296256	21301762	Maternal	MIR4508,MKRN3	Akbari,Court,Hernandez,Joshi	109	25	0	0.52728	0	0.83834	0.69589	Included
chr15	21341062	21343880	Paternal	MKRN3	Zink	14	0	2	0	0.55745	0.67423	0.85333	Included
chr15	21363464	21363638	Maternal	MKRN3	Zink	10	10	0	0.40417	0	0.67355	0.26937	Included
chr15	21368503	21368715	Maternal	MKRN3	Zink	8	0	0	0	0	0.85239	0.67684	Ignored:DidNotMeet_cpg_difference
chr15	21377299	21377524	Maternal	MAGEL2	Zink	6	1	0	0.27612	0	0.50787	0.26767	Included
chr15	21381510	21383473	Maternal	MAGEL2	Akbari,Court,Hernandez,Joshi,Zink	64	60	0	0.66058	0	0.855	0.22616	Included
chr15	21420762	21422619	Maternal	NDN	Akbari,Court,Hernandez,Joshi,Zink	117	109	0	0.4588	0	0.63449	0.20169	Included
chr15	21532265	21532875	Maternal	RNU6-741P	Zink	22	0	0	0	0	0.8269	0.66419	Ignored:DidNotMeet_cpg_difference
chr15	21563910	21564305	Paternal	RNU6-741P	Zink	6	0	0	0	0	0.80013	0.86023	Ignored:DidNotMeet_cpg_difference
chr15	21589212	21590074	Maternal	RP11-484P15.1	Zink	9	6	0	0.48158	0	0.57532	0.15715	Included
chr15	21591584	21596455	Maternal	RP11-484P15.1	Akbari,Zink,Zink	83	42	0	0.46997	0	0.75442	0.48209	Included
chr15	21603570	21604377	Maternal	RP11-484P15.1	Akbari,Zink	36	35	0	0.49927	0	0.62252	0.12759	Included
chr15	21611867	21613067	Maternal	RP11-484P15.1	Akbari,Zink	40	34	0	0.34041	0	0.44486	0.12339	Included
chr15	21617488	21617845	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.79067	0.88259	Ignored:DidNotMeet_cpg_difference
chr15	21630697	21633011	Maternal	PWRN4,RP11-484P15.1	Akbari,Joshi,Zink	59	31	0	0.53113	0	0.77326	0.48415	Included
chr15	21648478	21650220	Paternal	RP11-484P15.1	Zink	11	0	4	0	0.48949	0.59234	0.8853	Included
chr15	21674147	21675281	Paternal	RP11-484P15.1	Zink	12	0	0	0	0	0.77574	0.82641	Ignored:DidNotMeet_cpg_difference
chr15	21743102	21743985	Paternal	PWRN4	Zink	7	0	0	0	0	0.54891	0.78383	Ignored:DidNotMeet_cpg_difference
chr15	21763297	21763709	Paternal	PWRN4	Zink	5	0	0	0	0	0.61677	0.77808	Ignored:DidNotMeet_cpg_difference
chr15	21784164	21785579	Paternal	PWRN4	Zink	12	0	1	0	0.30996	0.66014	0.85659	Ignored:DidNotMeet_cpg_difference
chr15	21835134	21836136	Maternal	SNRPN_intragenic_CpG32,PWRN2	Akbari,Court,Zink	46	38	0	0.31785	0	0.49356	0.21391	Included
chr15	21890432	21891180	Paternal	PWRN2	Zink	8	0	0	0	0	0.60151	0.70176	Ignored:DidNotMeet_cpg_difference
chr15	21897209	21897954	Paternal	PWRN2	Zink	8	0	2	0	0.37411	0.60201	0.84412	Included
chr15	21908292	21909250	Paternal	PWRN2	Zink	9	0	6	0	0.42155	0.4924	0.83423	Included
chr15	22008923	22009869	Paternal	RP11-580I1.2	Zink	10	0	0	0	0	0.73513	0.83743	Ignored:DidNotMeet_cpg_difference
chr15	22160590	22161837	Maternal	SNRPN_intragenic_CpG29,PWRN3	Akbari,Court,Zink	53	38	0	0.32474	0	0.46242	0.23644	Included
chr15	22211722	22212175	Maternal	SNRPN_intragenic_CpG30	Akbari,Court	31	31	0	0.38144	0	0.47299	0.09154	Included
chr15	22310237	22311050	Paternal	PWRN1	Zink	8	0	1	0	0.34465	0.57241	0.85351	Included
chr15	22312618	22313135	Paternal	PWRN1	Zink	7	0	2	0	0.31776	0.59464	0.86197	Included
chr15	22505473	22506455	Paternal	PWRN1,SNRPN	Hernandez,Zink	14	0	0	0	0	0.74602	0.85922	Ignored:DidNotMeet_cpg_difference
chr15	22508944	22510547	Maternal	SNRPN_intragenic_CpG40,SNRPN	Akbari,Court,Hernandez,Joshi,Zink	81	77	0	0.49747	0	0.59611	0.10992	Included
chr15	22560068	22561411	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	22	15	0	0.70437	0	0.81067	0.28547	Included
chr15	22583384	22585283	Maternal	SNRPN,RP11-385H1.1	Akbari,Court,Hernandez,Joshi,Zink	76	76	0	0.55545	0	0.69857	0.14312	Included
chr15	22593074	22595820	Maternal	SNRPN	Joshi,Zink	37	19	0	0.39443	0	0.81921	0.53301	Included
chr15	22614163	22616870	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	88	56	0	0.3026	0	0.69711	0.51326	Included
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.7304	0.88256	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	121	0	0.88794	0	0.90268	0.19987	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	384	1	18	0.58168	0.45783	0.81607	0.93042	Ignored:DidNotMeet_cpg_difference
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	210	0	19	0	0.38385	0.7624	0.91394	Ignored:DidNotMeet_cpg_difference
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	215	0	3	0	0.39328	0.85821	0.91854	Ignored:DidNotMeet_cpg_difference
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	574	0	11	0	0.35058	0.82178	0.92009	Ignored:DidNotMeet_cpg_difference
chr15	22877695	22880669	Paternal	SNHG14	Akbari	16	0	3	0	0.39755	0.58536	0.81262	Included
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	0	0	0	0	0	0	0	Ignored:No_CpG
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	0	0	0	0	0.35865	0.43736	Ignored:DidNotMeet_cpg_difference
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	4	0	0.1882	0	0.29731	0.11814	Included
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	17	0	0.22869	0	0.76093	0.53777	Included
chr15	60148414	60148894	Paternal	MIR6085	Akbari	19	0	18	0	0.277	0.12513	0.39798	Included
chr15	78982358	78982976	Paternal	CFAP161	Akbari	44	0	0	0	0	0.08445	0.08747	Ignored:DidNotMeet_cpg_difference
chr15	96629415	96631475	Maternal	IGF1R	Akbari,Court,Hernandez,Joshi,Zink	70	66	0	0.75793	0	0.85674	0.12993	Included
chr16	811704	813589	Maternal	PRR25	Akbari,Zink	141	0	83	0	0.21698	0.15381	0.33502	Included
chr16	821900	823268	Maternal	PRR25	Akbari,Zink	83	0	74	0	0.42948	0.30669	0.70105	Included
chr16	3281461	3281826	Paternal	MEFV	Zink	34	34	0	0.26065	0	0.7444	0.48375	Included
chr16	3322511	3322654	Maternal	TIGD7	Joshi	19	0	0	0	0	0.54592	0.56783	Ignored:DidNotMeet_cpg_difference
chr16	3391703	3393524	Paternal	MTRNR2L4,LA16c-306E5.2	Akbari,Joshi,Zink	82	55	0	0.2998	0	0.53799	0.32151	Included
chr16	3441035	3441528	Paternal	LA16c-306E5.2	Zink	27	0	0	0	0	0.49444	0.3305	Ignored:DidNotMeet_cpg_difference
chr16	3458714	3468983	Maternal	ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	129	0	44	0	0.76611	0.61149	0.94727	Included
chr16	3470097	3472038	Paternal	NAA60,ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	78	73	0	0.79588	0	0.8172	0.06326	Included
