Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr1	11044370	11044544	Maternal	PTCHD2	Hernandez	20	0	0	0	0	0.39226	0.26852	Ignored:DidNotMeet_cpg_difference
chr1	21120031	21120143	Maternal	ECE1;LOC100506801	Hernandez	5	0	0	0	0	0.51381	0.50399	Ignored:DidNotMeet_cpg_difference
chr1	32329102	32329320	Maternal	ZBTB8B	Joshi	9	0	9	0	0.35483	0.43616	0.79099	Included
chr1	39384177	39384444	Maternal	BMP8A	Akbari	17	0	0	0	0	0.22109	0.2742	Ignored:DidNotMeet_cpg_difference
chr1	39427318	39428447	Maternal	PPIEL,PABPC4	Akbari,Court,Hernandez,Joshi,Zink	52	0	44	0	0.52997	0.40093	0.87016	Included
chr1	67924206	67929467	Maternal	DIRAS3,DIRAS3_Ex2,GNG12-AS1	Akbari,Court,Hernandez,Joshi,Zink	136	0	131	0	0.70331	0.18162	0.86297	Included
chr1	176387296	176387476	Maternal	ASTN1	Zink	15	0	0	0	0	0.89133	0.90009	Ignored:DidNotMeet_cpg_difference
chr1	227504793	227504903	Maternal	OBSCN	Joshi	8	0	0	0	0	0.94154	0.93581	Ignored:DidNotMeet_cpg_difference
chr10	13172944	13173273	Maternal	BTBD7P1	Akbari	27	0	27	0	0.28495	0.32808	0.61304	Included
chr10	27443798	27444893	Maternal	PTCHD3	Akbari,Hernandez	72	0	72	0	0.6379	0.21016	0.84806	Included
chr10	98458604	98458947	Maternal	ANKRD2	Akbari	19	0	13	0	0.2273	0.48074	0.69691	Included
chr10	120716003	120716796	Maternal	INPP5F	Akbari,Court,Hernandez	64	0	64	0	0.67478	0.26504	0.93982	Included
chr10	124869055	124869380	Maternal	YBX2P1	Akbari	32	0	0	0	0	0.07597	0.06448	Ignored:DidNotMeet_cpg_difference
chr11	2085259	2091234	Paternal	H19,H19/IGF2	Akbari,Court,Hernandez	250	242	0	0.83937	0	0.93334	0.11551	Included
chr11	2220004	2221535	Paternal	IGF2_DMR2,IGF2,INS-IGF2	Akbari,Court,Hernandez,Zink	68	63	0	0.61565	0	0.79587	0.21631	Included
chr11	2233014	2236942	Paternal	IGF2_DMR0,IGF2,IGF2-AS,INS-IGF2	Akbari,Court,Hernandez,Zink	100	89	0	0.53505	0	0.70098	0.20436	Included
chr11	2787890	2790647	Maternal	KvDMR1,KCNQ1,KCNQ1OT1	Akbari,Court,Hernandez,Zink	205	0	203	0	0.90597	0.0528	0.95178	Included
chr11	7147542	7148122	Maternal	RBMXL2	Akbari,Hernandez,Zink	55	0	55	0	0.35157	0.54911	0.90068	Included
chr11	132831291	132831483	Maternal	OPCML	Hernandez	10	0	0	0	0	0.44849	0.62923	Ignored:DidNotMeet_cpg_difference
chr11	133121414	133122305	Maternal	OPCML	Akbari	45	0	43	0	0.26032	0.55085	0.8064	Included
chr12	200351	201073	Maternal	SLC6A12,RP11-283I3.2	Zink	85	0	85	0	0.47823	0.08673	0.56496	Included
chr12	3845430	3845920	Paternal	PARP11	Akbari	69	0	0	0	0	0.36543	0.37074	Ignored:DidNotMeet_cpg_difference
chr12	6454803	6455271	Maternal	CD27,CD27-AS1,LOC678655	Hernandez	8	0	0	0	0	0.52994	0.50517	Ignored:DidNotMeet_cpg_difference
chr12	14651159	14651402	Maternal	H2AFJ	Hernandez	13	0	0	0	0	0.20056	0.13277	Ignored:DidNotMeet_cpg_difference
chr12	30992265	30994810	Maternal	AC024940.1	Akbari	139	0	137	0	0.373	0.02591	0.39544	Included
chr12	30996914	30997274	Maternal	AC024940.1	Akbari	21	0	21	0	0.38684	0.52085	0.90769	Included
chr12	96198127	96198449	Paternal	ELK3	Hernandez	7	0	0	0	0	0.7559	0.81834	Ignored:DidNotMeet_cpg_difference
chr12	130374845	130375163	Maternal	PIWIL1	Hernandez	40	1	0	0.13182	0	0.60392	0.46351	Ignored:DidNotMeet_cpg_difference
chr13	19317211	19317685	Maternal	GJA3	Akbari	24	0	0	0	0	0.65473	0.4996	Ignored:DidNotMeet_cpg_difference
chr13	47537482	47542150	Maternal	RB1,PPP1R26P1	Akbari,Court,Hernandez,Joshi,Zink	258	222	0	0.77648	0	0.95498	0.28034	Included
chr13	47630529	47633749	Maternal	LPAR6,RB1	Akbari	29	8	0	0.314	0	0.68795	0.51126	Included
chr13	59487091	59488917	Maternal	TARDBPP2	Akbari,Hernandez,Zink	38	34	0	0.72285	0	0.77624	0.1222	Included
chr13	98425642	98426046	Paternal	UBAC2	Akbari	18	0	0	0	0	0.59285	0.67856	Ignored:DidNotMeet_cpg_difference
chr13	100190731	100191002	Maternal	NALCN-AS1	Akbari	22	22	0	0.47264	0	0.93843	0.46579	Included
chr14	27997060	27998007	Maternal	NPAS3	Akbari,Zink	117	117	0	0.25224	0	0.38637	0.13412	Included
chr14	46476152	46476528	Maternal	PTGDR	Akbari	18	0	0	0	0	0.26578	0.19553	Ignored:DidNotMeet_cpg_difference
chr14	94961427	94961490	Paternal	DLK1	Joshi,Zink	7	0	0	0	0	0.22436	0.32689	Ignored:DidNotMeet_cpg_difference
chr14	95042558	95046625	Paternal	IG-DMR,MEG3,MEG3/DLK1	Akbari,Court,Hernandez,Zink	96	0	58	0	0.59297	0.51863	0.93188	Included
chr14	95058592	95063118	Paternal	MEG3,AL117190.1	Akbari,Court,Hernandez,Joshi,Zink	246	0	245	0	0.76686	0.17633	0.94102	Included
chr14	95135834	95136700	Maternal	MEG8,SNHG23	Zink	26	10	0	0.37244	0	0.41651	0.21768	Included
chr14	95139591	95140676	Maternal	MEG8,SNHG23	Akbari,Court,Hernandez,Zink	52	49	0	0.73366	0	0.80666	0.10157	Included
chr14	100719510	100719614	Maternal	IGHV3-37	Hernandez	10	0	0	0	0	0.69697	0.70384	Ignored:DidNotMeet_cpg_difference
chr15	21296256	21301762	Maternal	MIR4508,MKRN3	Akbari,Court,Hernandez,Joshi	109	25	0	0.52384	0	0.80949	0.70301	Included
chr15	21341062	21343880	Paternal	MKRN3	Zink	14	0	0	0	0	0.59369	0.82662	Ignored:DidNotMeet_cpg_difference
chr15	21363464	21363638	Maternal	MKRN3	Zink	10	10	0	0.41898	0	0.62139	0.20242	Included
chr15	21368503	21368715	Maternal	MKRN3	Zink	8	0	0	0	0	0.88829	0.69798	Ignored:DidNotMeet_cpg_difference
chr15	21377299	21377524	Maternal	MAGEL2	Zink	6	4	0	0.31879	0	0.52624	0.24407	Included
chr15	21381510	21383473	Maternal	MAGEL2	Akbari,Court,Hernandez,Joshi,Zink	64	60	0	0.69453	0	0.86757	0.1976	Included
chr15	21420762	21422619	Maternal	NDN	Akbari,Court,Hernandez,Joshi,Zink	117	111	0	0.57447	0	0.70194	0.15235	Included
chr15	21532265	21532875	Maternal	RNU6-741P	Zink	21	4	0	0.23478	0	0.76622	0.56394	Included
chr15	21563910	21564305	Paternal	RNU6-741P	Zink	6	0	2	0	0.26692	0.64416	0.88659	Included
chr15	21589212	21590074	Maternal	RP11-484P15.1	Zink	9	4	0	0.35308	0	0.46953	0.1718	Included
chr15	21591584	21596455	Maternal	RP11-484P15.1	Akbari,Zink,Zink	84	41	0	0.45447	0	0.69612	0.5021	Included
chr15	21603570	21604377	Maternal	RP11-484P15.1	Akbari,Zink	36	34	0	0.54681	0	0.65205	0.11761	Included
chr15	21611867	21613067	Maternal	RP11-484P15.1	Akbari,Zink	40	34	0	0.47059	0	0.54923	0.13798	Included
chr15	21617488	21617845	Paternal	RP11-484P15.1	Zink	11	0	1	0	0.21106	0.68829	0.88695	Ignored:DidNotMeet_cpg_difference
chr15	21630697	21633011	Maternal	PWRN4,RP11-484P15.1	Akbari,Joshi,Zink	59	31	0	0.46055	0	0.72387	0.48188	Included
chr15	21648478	21650220	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.6541	0.8278	Ignored:DidNotMeet_cpg_difference
chr15	21674147	21675281	Paternal	RP11-484P15.1	Zink	12	0	0	0	0	0.67967	0.81499	Ignored:DidNotMeet_cpg_difference
chr15	21743102	21743985	Paternal	PWRN4	Zink	7	0	2	0	0.4117	0.38782	0.71784	Included
chr15	21763297	21763709	Paternal	PWRN4	Zink	5	0	0	0	0	0.62517	0.82619	Ignored:DidNotMeet_cpg_difference
chr15	21784164	21785579	Paternal	PWRN4	Zink	12	0	9	0	0.54144	0.39666	0.85938	Included
chr15	21835134	21836136	Maternal	SNRPN_intragenic_CpG32,PWRN2	Akbari,Court,Zink	46	33	0	0.30117	0	0.49716	0.26049	Included
chr15	21890432	21891180	Paternal	PWRN2	Zink	8	0	0	0	0	0.61451	0.79157	Ignored:DidNotMeet_cpg_difference
chr15	21897209	21897954	Paternal	PWRN2	Zink	8	0	0	0	0	0.60907	0.75896	Ignored:DidNotMeet_cpg_difference
chr15	21908292	21909250	Paternal	PWRN2	Zink	9	0	8	0	0.53481	0.28836	0.81086	Included
chr15	22008923	22009869	Paternal	RP11-580I1.2	Zink	9	0	4	0	0.40784	0.45464	0.79215	Included
chr15	22160590	22161837	Maternal	SNRPN_intragenic_CpG29,PWRN3	Akbari,Court,Zink	53	39	0	0.41336	0	0.52859	0.24043	Included
chr15	22211722	22212175	Maternal	SNRPN_intragenic_CpG30	Akbari,Court	31	31	0	0.34687	0	0.43868	0.09181	Included
chr15	22310237	22311050	Paternal	PWRN1	Zink	8	0	7	0	0.42443	0.48168	0.86826	Included
chr15	22312618	22313135	Paternal	PWRN1	Zink	7	0	2	0	0.29585	0.5802	0.82128	Included
chr15	22505473	22506455	Paternal	PWRN1,SNRPN	Hernandez,Zink	14	0	3	0	0.2795	0.64798	0.85378	Included
chr15	22508944	22510547	Maternal	SNRPN_intragenic_CpG40,SNRPN	Akbari,Court,Hernandez,Joshi,Zink	81	77	0	0.59795	0	0.6627	0.08959	Included
chr15	22560068	22561411	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	22	15	0	0.71699	0	0.7813	0.24693	Included
chr15	22583384	22585283	Maternal	SNRPN,RP11-385H1.1	Akbari,Court,Hernandez,Joshi,Zink	78	75	0	0.41268	0	0.54172	0.13643	Included
chr15	22593074	22595820	Maternal	SNRPN	Joshi,Zink	38	26	0	0.46607	0	0.81259	0.44037	Included
chr15	22614163	22616870	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	87	41	0	0.3943	0	0.70951	0.51186	Included
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.73368	0.84292	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	122	2	0.8766	0.34281	0.89211	0.19778	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	386	1	54	0.46762	0.36988	0.76618	0.93026	Included
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	210	0	53	0	0.407	0.69648	0.92351	Included
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	217	0	5	0	0.29031	0.82252	0.93826	Ignored:DidNotMeet_cpg_difference
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	576	0	53	0	0.343	0.77429	0.93203	Ignored:DidNotMeet_cpg_difference
chr15	22877695	22880669	Paternal	SNHG14	Akbari	17	0	8	0	0.44445	0.46273	0.75478	Included
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	49	0	0	0	0	0.81254	0.86645	Ignored:DidNotMeet_cpg_difference
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	0	0	0	0	0.35705	0.4351	Ignored:DidNotMeet_cpg_difference
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	0	0	0	0	0.13849	0.13098	Ignored:DidNotMeet_cpg_difference
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	0	0	0	0	0.63731	0.50493	Ignored:DidNotMeet_cpg_difference
