#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	253138
syndip	chr2	0	3155	242694066	238076
syndip	chr3	0	2460	201100844	205558
syndip	chr4	0	3022	193490816	223536
syndip	chr5	0	1855	182044304	186926
syndip	chr6	0	8047	172124006	208353
syndip	chr7	0	3200	160565562	187707
syndip	chrX	0	5347	154256551	128964
syndip	chr9	0	3545	150614219	157831
syndip	chr8	0	2183	146242688	150850
syndip	chr11	0	1837	135125485	190365
syndip	chr10	0	3727	134723423	150238
syndip	chr12	0	3019	133322669	138317
syndip	chr13	0	4119301	113562614	108733
syndip	chr14	0	5718	101159346	151730
syndip	chr15	0	6091	99749463	158482
syndip	chr16	0	3666	96327872	129859
syndip	chr17	0	2260	84237411	93071
syndip	chr18	0	163949	80539281	94079
syndip	chr20	0	2374	66206087	83519
syndip	chr19	0	2210	61703957	86505
syndip	chr22	0	4599	51322042	116200
syndip	chr21	0	3159	45086599	78781
