contig	color	chromosome
haplotype1-0000001	#E6B847	chr15
haplotype1-0000002	#CCA0BF	chr18
haplotype1-0000003	#E6C47F	chr22
haplotype1-0000004	#E6AB23	chr8
haplotype1-0000005	#D58C66	chr20
haplotype1-0000006	#00B28C	chr17
haplotype1-0000007	#CC8DB3	chr11
haplotype1-0000008	#CC79A7	chr4
haplotype1-0000009	#9467BD	chrX
haplotype1-0000010	#56B4E9	chr2
haplotype1-0000011	#5699E9	chr9
haplotype1-0000012	#737373	chr14
haplotype1-0000013	#338CC2	chr19
haplotype1-0000014	#567DE9	chr16
haplotype1-0000015	#00A880	chr10
haplotype1-0000016	#D58C66	chr20
haplotype1-0000017	#009E73	chr3
haplotype1-0000018	#D55E00	chr6
haplotype1-0000019	#1A7FBA	chr12
haplotype1-0000020	#E6B847	chr15
haplotype1-0000021	#666666	chr7
haplotype1-0000022	#E69F00	chr1
haplotype1-0000023	#808080	chr21
haplotype1-0000024	#0072B2	chr5
haplotype1-0000025	#D57533	chr13
haplotype1-0000026	#0072B2	chr5
haplotype1-0000027	#5699E9	chr9
haplotype1-0000028	#D55E00	chr6
haplotype1-0000029	#666666	chr7
haplotype1-0000030	#666666	chr7
haplotype1-0000031	#D55E00	chr6
haplotype1-0000032	#D55E00	chr6
haplotype1-0000033	#D55E00	chr6
haplotype1-0000034	#567DE9	chr16
haplotype1-0000035	#567DE9	chr16
haplotype1-0000036	#338CC2	chr19
haplotype1-0000037	#5699E9	chr9
haplotype1-0000038	#D55E00	chr6
haplotype1-0000039	#D55E00	chr6
haplotype1-0000040	#D55E00	chr6
haplotype1-0000041	#D55E00	chr6
haplotype1-0000042	#00A880	chr10
haplotype1-0000043	#567DE9	chr16
haplotype1-0000044	#567DE9	chr16
haplotype1-0000045	#567DE9	chr16
haplotype1-0000046	#E6AB23	chr8
haplotype1-0000047	#E69F00	chr1
haplotype1-0000048	#D55E00	chr6
haplotype1-0000049	#E69F00	chr1
haplotype1-0000050	#D55E00	chr6
haplotype1-0000051	#D55E00	chr6
haplotype1-0000052	#D57533	chr13
haplotype1-0000053	#808080	chr21
haplotype1-0000054	#E6C47F	chr22
haplotype1-0000055	#56B4E9	chr2
haplotype1-0000056	#00B28C	chr17
haplotype1-0000057	#9467BD	chrX
haplotype1-0000058	#338CC2	chr19
haplotype1-0000059	#D57533	chr13
haplotype1-0000060	#666666	chr7
haplotype1-0000061	#E69F00	chr1
haplotype1-0000062	#0072B2	chr5
haplotype1-0000063	#5699E9	chr9
haplotype1-0000064	#567DE9	chr16
haplotype1-0000065	#808080	chr21
haplotype1-0000066	#00B28C	chr17
haplotype1-0000067	#D55E00	chr6
haplotype1-0000068	#D55E00	chr6
haplotype1-0000069	#CC79A7	chr4
haplotype1-0000070	#56B4E9	chr2
haplotype1-0000071	#666666	chr7
haplotype1-0000072	#E6AB23	chr8
haplotype1-0000073	#D55E00	chr6
haplotype2-0000074	#E6B847	chr15
haplotype2-0000075	#CCA0BF	chr18
haplotype2-0000076	#D58C66	chr20
haplotype2-0000077	#E6C47F	chr22
haplotype2-0000078	#E6AB23	chr8
haplotype2-0000079	#00B28C	chr17
haplotype2-0000080	#CC8DB3	chr11
haplotype2-0000081	#808080	chr21
haplotype2-0000082	#E6C47F	chr22
haplotype2-0000083	#E6C47F	chr22
haplotype2-0000084	#CC79A7	chr4
haplotype2-0000085	#56B4E9	chr2
haplotype2-0000086	#9467BD	chrX
haplotype2-0000087	#5699E9	chr9
haplotype2-0000088	#737373	chr14
haplotype2-0000089	#E69F00	chr1
haplotype2-0000090	#338CC2	chr19
haplotype2-0000091	#E6B847	chr15
haplotype2-0000092	#567DE9	chr16
haplotype2-0000093	#00A880	chr10
haplotype2-0000094	#009E73	chr3
haplotype2-0000095	#D55E00	chr6
haplotype2-0000096	#1A7FBA	chr12
haplotype2-0000097	#9467BD	chrX
haplotype2-0000098	#808080	chr21
haplotype2-0000099	#808080	chr21
haplotype2-0000100	#0072B2	chr5
haplotype2-0000101	#D57533	chr13
haplotype2-0000102	#808080	chr21
haplotype2-0000103	#666666	chr7
haplotype2-0000104	#9467BD	chrX
haplotype2-0000105	#CCA0BF	chr18
haplotype2-0000106	#56B4E9	chr2
haplotype2-0000107	#D57533	chr13
haplotype2-0000108	#5699E9	chr9
haplotype2-0000109	#5699E9	chr9
haplotype2-0000110	#CC79A7	chr4
haplotype2-0000111	#CC79A7	chr4
haplotype2-0000112	#CC79A7	chr4
haplotype2-0000113	#CC8DB3	chr11
haplotype2-0000114	#D57533	chr13
haplotype2-0000115	#338CC2	chr19
haplotype2-0000116	#CC79A7	chr4
haplotype2-0000117	#CC79A7	chr4
haplotype2-0000118	#9467BD	chrX
haplotype2-0000119	#CCA0BF	chr18
haplotype2-0000120	#CCA0BF	chr18
haplotype2-0000121	#D58C66	chr20
haplotype2-0000122	#56B4E9	chr2
haplotype2-0000123	#E6B847	chr15
haplotype2-0000124	#D57533	chr13
haplotype2-0000125	#E6B847	chr15
haplotype2-0000126	#E6B847	chr15
haplotype2-0000127	#CCA0BF	chr18
haplotype2-0000128	#E6B847	chr15
haplotype2-0000129	#00B28C	chr17
haplotype2-0000130	#00B28C	chr17
haplotype2-0000131	#5699E9	chr9
haplotype2-0000132	#CC79A7	chr4
haplotype2-0000133	#CCA0BF	chr18
haplotype2-0000134	#CCA0BF	chr18
haplotype2-0000135	#00B28C	chr17
haplotype2-0000136	#567DE9	chr16
haplotype2-0000137	#666666	chr7
haplotype2-0000138	#9467BD	chrX
haplotype2-0000139	#00B28C	chr17
haplotype2-0000140	#567DE9	chr16
haplotype2-0000141	#9467BD	chrX
haplotype2-0000142	#9467BD	chrX
haplotype2-0000143	#9467BD	chrX
haplotype2-0000144	#56B4E9	chr2
haplotype2-0000145	#56B4E9	chr2
haplotype2-0000146	#00B28C	chr17
haplotype2-0000147	#E6AB23	chr8
haplotype2-0000148	#D57533	chr13
haplotype2-0000149	#9467BD	chrX
haplotype2-0000150	#00B28C	chr17
haplotype2-0000151	#CC79A7	chr4
haplotype2-0000152	#9467BD	chrX
haplotype2-0000153	#E6B847	chr15
haplotype2-0000154	#00B28C	chr17
haplotype2-0000155	#00B28C	chr17
haplotype2-0000156	#00B28C	chr17
haplotype2-0000157	#9467BD	chrX
haplotype2-0000158	#56B4E9	chr2
haplotype2-0000159	#666666	chr7
haplotype2-0000160	#666666	chr7
haplotype2-0000161	#666666	chr7
haplotype2-0000162	#E6AB23	chr8
haplotype2-0000163	#E6AB23	chr8
haplotype2-0000164	#D57533	chr13
haplotype2-0000165	#D57533	chr13
haplotype2-0000166	#D57533	chr13
haplotype2-0000167	#D57533	chr13
haplotype2-0000168	#D57533	chr13
haplotype2-0000169	#D57533	chr13
haplotype2-0000170	#E6B847	chr15
haplotype2-0000171	#E6B847	chr15
haplotype2-0000172	#E6B847	chr15
haplotype2-0000173	#E6B847	chr15
haplotype2-0000174	#567DE9	chr16
haplotype2-0000175	#CC79A7	chr4
haplotype2-0000176	#CC79A7	chr4
haplotype2-0000177	#666666	chr7
haplotype2-0000178	#CC79A7	chr4
unassigned-0000179	#D57533	chr13
unassigned-0000180	#666666	chr7
unassigned-0000181	#567DE9	chr16
unassigned-0000182	#666666	chr7
