#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	252938
syndip	chr2	0	3155	242694066	237742
syndip	chr3	0	2460	201100844	204775
syndip	chr4	0	3022	193490816	223277
syndip	chr5	0	1855	182044304	186708
syndip	chr6	0	8047	172124006	209630
syndip	chr7	0	3065	160565562	187340
syndip	chrX	0	5347	154256551	129217
syndip	chr9	0	3545	150614219	156068
syndip	chr8	0	2183	146244878	150773
syndip	chr11	0	1837	135125485	187468
syndip	chr10	0	7755	134723423	149928
syndip	chr12	0	10156	133322669	138065
syndip	chr13	0	2742	113562614	109803
syndip	chr14	0	2510	101095371	156188
syndip	chr15	0	6215	99749463	157409
syndip	chr16	0	3666	96327872	128992
syndip	chr17	0	2260	84237411	92344
syndip	chr18	0	163949	80539281	93972
syndip	chr20	0	2374	66203987	85885
syndip	chr19	0	2210	61703957	86213
syndip	chr22	0	4614	51322042	111947
syndip	chr21	0	2581	45086599	87899
