File name::assembly/qc/phased_verkko/TUE_02_02UL_01DX/haplotype1.mapped_T2T.paf, l.n::1895
haplotype1-0000001	136368602	5482	136363680	+	chr9	150617247	3514	150500240
haplotype1-0000004	43260920	6847	43122884	-	chr21	45090682	351601	45086134
haplotype1-0000005	62355710	6897	62349602	-	chr19	61707364	2037	61704033
haplotype1-0000006	242733525	5914	242726244	+	chr2	242696752	3127	242694129
haplotype1-0000008	172014401	7387	171909656	-	chr6	172126628	2875	172123986
haplotype1-0000009	183813263	76180	183805960	-	chr5	182045439	1940	181966763
haplotype1-0000010	133705643	97776	133696907	+	chr12	133324548	95917	133322223
haplotype1-0000011	136465494	5265	136459344	-	chr10	134758134	2986	134755095
haplotype1-0000012	83866902	208656	83861466	-	chr17	84276897	2180	83925851
haplotype1-0000015	79365140	5532	79361527	+	chr18	80542538	163883	80539385
haplotype1-0000017	245630013	17941	245607069	+	chr1	248387328	5655	248384188
haplotype1-0000018	192121836	8572	192084624	+	chr4	193574945	3227	193491054
haplotype1-0000019	145972177	4956	145695517	-	chr8	146259331	131173	146254006
haplotype1-0000020	136892991	6591	136887086	+	chr11	135127769	1805	135125569
haplotype1-0000021	91982334	6834	91771338	-	chr16	96330374	26094	96327892
haplotype1-0000024	63871689	105300	63864480	-	chr20	66210255	2327	66107372
haplotype1-0000025	51863345	4905	51685366	-	chrY	62460029	191858	62454237
haplotype1-0000027	200625347	5547	200608069	+	chr3	201105948	2423	201088876
haplotype1-0000029	159258275	4855	159250501	-	chr7	160567428	3497	160565235
