#sample	chromosome	dataset_name0	dataset_name1	file_name0	file_name1	intersection_blocks	covered_variants	all_assessed_pairs	all_switches	all_switch_rate	all_switchflips	all_switchflip_rate	blockwise_hamming	blockwise_hamming_rate	blockwise_diff_genotypes	blockwise_diff_genotypes_rate	largestblock_assessed_pairs	largestblock_switches	largestblock_switch_rate	largestblock_switchflips	largestblock_switchflip_rate	largestblock_hamming	largestblock_hamming_rate	largestblock_diff_genotypes	largestblock_diff_genotypes_rate	het_variants0	only_snvs
SAMPLE	chr1	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	31200	31199	1572	0.050386230327895125	978/297	0.040866694445334785	14347	0.4598397435897436	0	0.0	31199	1572	0.050386230327895125	978/297	0.040866694445334785	14347	0.4598397435897436	0	0.0	122100	0
SAMPLE	chr10	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	22440	22439	1113	0.0496011408708053	591/261	0.037969606488702706	10538	0.4696078431372549	0	0.0	22439	1113	0.0496011408708053	591/261	0.037969606488702706	10538	0.4696078431372549	0	0.0	75756	0
SAMPLE	chr11	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	19131	19130	950	0.04966021955044433	566/192	0.03962362780972295	9190	0.4803721708222257	0	0.0	19130	950	0.04966021955044433	566/192	0.03962362780972295	9190	0.4803721708222257	0	0.0	69318	0
SAMPLE	chr12	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	18515	18514	1013	0.05471535054553311	637/188	0.04456087285297613	9124	0.49278963002970566	0	0.0	18514	1013	0.05471535054553311	637/188	0.04456087285297613	9124	0.49278963002970566	0	0.0	69284	0
SAMPLE	chr13	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	15854	15853	694	0.0437772030530499	396/149	0.03437835110073803	7643	0.4820865396745301	0	0.0	15853	694	0.0437772030530499	396/149	0.03437835110073803	7643	0.4820865396745301	0	0.0	58034	0
SAMPLE	chr14	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	13765	13764	720	0.05231037489102005	408/156	0.04097646033129904	6629	0.4815837268434435	0	0.0	13764	720	0.05231037489102005	408/156	0.04097646033129904	6629	0.4815837268434435	0	0.0	83569	0
SAMPLE	chr15	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	11837	11836	756	0.06387293004393377	436/160	0.05035484961135519	5556	0.4693756864070288	0	0.0	11836	756	0.06387293004393377	436/160	0.05035484961135519	5556	0.4693756864070288	0	0.0	73072	0
SAMPLE	chr16	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	12465	12464	833	0.06683247753530167	437/198	0.05094672657252888	5588	0.4482952266345768	0	0.0	12464	833	0.06683247753530167	437/198	0.05094672657252888	5588	0.4482952266345768	0	0.0	54705	0
SAMPLE	chr17	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	11105	11104	779	0.07015489913544669	433/173	0.05457492795389049	5158	0.4644754615038271	0	0.0	11104	779	0.07015489913544669	433/173	0.05457492795389049	5158	0.4644754615038271	0	0.0	52579	0
SAMPLE	chr18	giab	assembly	assembly/qc/phased_verkko/T2TP02/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2TP02/assembly.filtered.vcf.gz	1	12181	12180	693	0.056896551724137934	425/134	0.04589490968801314	5600	0.4597323700845579	0	0.0	12180	693	0.056896551724137934	425/134	0.04589490968801314	5600	0.4597323700845579	0	0.0	42940	0
