sample	category	subcategory	sv_type	count	total_length	mean_length
NA20809	total	all_svs	all	56147	58504406	1041.986321620033
NA20809	sv_type	BND	BND	8	0	0.0
NA20809	sv_type	DEL	DEL	27726	27531740	992.9935800331818
NA20809	sv_type	DUP:TANDEM	DUP:TANDEM	27	27033	1001.2222222222222
NA20809	sv_type	INS	INS	28355	30945633	1091.3642391112678
NA20809	sv_type	INV	INV	31	0	0.0
NA20809	zygosity	ALT_HOM	all	9301	0	0
NA20809	zygosity	HET	all	46846	0	0
NA20809	zygosity	HET	BND	8	0	0
NA20809	zygosity	ALT_HOM	DEL	4697	0	0
NA20809	zygosity	HET	DEL	23029	0	0
NA20809	zygosity	HET	DUP:TANDEM	27	0	0
NA20809	zygosity	ALT_HOM	INS	4596	0	0
NA20809	zygosity	HET	INS	23759	0	0
NA20809	zygosity	ALT_HOM	INV	8	0	0
NA20809	zygosity	HET	INV	23	0	0
NA20809	size_class	large (500bp-5kb)	all	13138	0	0
NA20809	size_class	massive (>50kb)	all	141	0	0
NA20809	size_class	medium (50-500bp)	all	27952	0	0
NA20809	size_class	small (<50bp)	all	13085	0	0
NA20809	size_class	very_large (5kb-50kb)	all	1831	0	0
NA20809	size_class	small (<50bp)	BND	8	0	0
NA20809	size_class	large (500bp-5kb)	DEL	6577	0	0
NA20809	size_class	massive (>50kb)	DEL	37	0	0
NA20809	size_class	medium (50-500bp)	DEL	13707	0	0
NA20809	size_class	small (<50bp)	DEL	6426	0	0
NA20809	size_class	very_large (5kb-50kb)	DEL	979	0	0
NA20809	size_class	large (500bp-5kb)	DUP:TANDEM	18	0	0
NA20809	size_class	medium (50-500bp)	DUP:TANDEM	9	0	0
NA20809	size_class	large (500bp-5kb)	INS	6543	0	0
NA20809	size_class	massive (>50kb)	INS	104	0	0
NA20809	size_class	medium (50-500bp)	INS	14236	0	0
NA20809	size_class	small (<50bp)	INS	6620	0	0
NA20809	size_class	very_large (5kb-50kb)	INS	852	0	0
NA20809	size_class	small (<50bp)	INV	31	0	0
NA20809	haplotype	both	all	9301	0	0
NA20809	haplotype	haplotype1	all	25215	0	0
NA20809	haplotype	haplotype2	all	21631	0	0
NA20809	haplotype	haplotype1	BND	6	0	0
NA20809	haplotype	haplotype2	BND	2	0	0
NA20809	haplotype	both	DEL	4697	0	0
NA20809	haplotype	haplotype1	DEL	12267	0	0
NA20809	haplotype	haplotype2	DEL	10762	0	0
NA20809	haplotype	haplotype1	DUP:TANDEM	19	0	0
NA20809	haplotype	haplotype2	DUP:TANDEM	8	0	0
NA20809	haplotype	both	INS	4596	0	0
NA20809	haplotype	haplotype1	INS	12911	0	0
NA20809	haplotype	haplotype2	INS	10848	0	0
