sample	category	subcategory	var_type	count	percentage
NA20809	total	all_variants	all	5228127	100.0
NA20809	variant_type	DEL	DEL	510638	9.767130752562055
NA20809	variant_type	INS	INS	502690	9.615106901572974
NA20809	variant_type	MNV	MNV	1964	0.0375660346429993
NA20809	variant_type	SNV	SNV	4212835	80.58019631122197
NA20809	ti_tv	transitions	SNV	2648448	1.6929621634544394
NA20809	ti_tv	transversions	SNV	1564387	1.6929621634544394
NA20809	zygosity	HET	all	3766830	72.04932091358913
NA20809	zygosity	HOM_ALT	all	1461297	27.95067908641087
NA20809	zygosity	HET	DEL	388360	76.05387769809533
NA20809	zygosity	HOM_ALT	DEL	122278	23.946122301904676
NA20809	zygosity	HET	INS	384353	76.45924923909368
NA20809	zygosity	HOM_ALT	INS	118337	23.540750760906324
NA20809	zygosity	HET	MNV	1964	100.0
NA20809	zygosity	HET	SNV	2992153	71.02469002465087
NA20809	zygosity	HOM_ALT	SNV	1220682	28.97530997534914
NA20809	haplotype	both	all	1461297	27.95067908641087
NA20809	haplotype	haplotype1	all	1832636	35.053394839107774
NA20809	haplotype	haplotype2	all	1934194	36.99592607448135
NA20809	haplotype	both	DEL	122278	23.946122301904676
NA20809	haplotype	haplotype1	DEL	190481	37.302550926488045
NA20809	haplotype	haplotype2	DEL	197879	38.75132677160728
NA20809	haplotype	both	INS	118337	23.540750760906324
NA20809	haplotype	haplotype1	INS	188285	37.45548946666932
NA20809	haplotype	haplotype2	INS	196068	39.00375977242436
NA20809	haplotype	haplotype1	MNV	987	50.25458248472505
NA20809	haplotype	haplotype2	MNV	977	49.74541751527495
NA20809	haplotype	both	SNV	1220682	28.97530997534914
NA20809	haplotype	haplotype1	SNV	1452883	34.487061563056706
NA20809	haplotype	haplotype2	SNV	1539270	36.53762846159415
NA20809	phasing	phased	all	5228127	100.0
NA20809	phasing	phased	DEL	510638	100.0
NA20809	phasing	phased	INS	502690	100.0
NA20809	phasing	phased	MNV	1964	100.0
NA20809	phasing	phased	SNV	4212835	100.0
NA20809	allelic	biallelic	all	4911252	93.93903399821771
NA20809	allelic	multiallelic	all	316875	6.060966001782283
NA20809	allelic	biallelic	DEL	412875	80.85473466526189
NA20809	allelic	multiallelic	DEL	97763	19.145265334738113
NA20809	allelic	biallelic	INS	409985	81.55821679365016
NA20809	allelic	multiallelic	INS	92705	18.44178320634984
NA20809	allelic	multiallelic	MNV	1964	100.0
NA20809	allelic	biallelic	SNV	4088392	97.04609841116493
NA20809	allelic	multiallelic	SNV	124443	2.953901588835072
NA20809	filter	PASS	all	4799740	91.80610953023903
NA20809	filter	GAP1	all	260409	4.980923378487171
NA20809	filter	GAP2	all	141148	2.699781393986795
NA20809	filter	HET1	all	13129	0.2511224383034306
NA20809	filter	HET2	all	13701	0.26206325898357097
NA20809	indel_size	11-20bp	all	61540	1.1770945885591533
NA20809	indel_size	1bp	all	426694	8.161507935824819
NA20809	indel_size	2-5bp	all	366498	7.010120450402218
NA20809	indel_size	21-50bp	all	32232	0.616511419864131
NA20809	indel_size	6-10bp	all	95884	1.8340028847807257
NA20809	indel_size	>50bp	all	30480	0.5830003747039809
NA20809	indel_size	11-20bp	DEL	31301	6.1297827423732665
NA20809	indel_size	1bp	DEL	213230	41.75756602524685
NA20809	indel_size	2-5bp	DEL	186174	36.45909626780616
NA20809	indel_size	21-50bp	DEL	16288	3.1897351940121963
NA20809	indel_size	6-10bp	DEL	48260	9.450922179704605
NA20809	indel_size	>50bp	DEL	15385	3.012897590856928
NA20809	indel_size	11-20bp	INS	30239	6.015436949213233
NA20809	indel_size	1bp	INS	213464	42.46434184089598
NA20809	indel_size	2-5bp	INS	180324	35.871809664007635
NA20809	indel_size	21-50bp	INS	15944	3.171736059997215
NA20809	indel_size	6-10bp	INS	47624	9.473830790347929
NA20809	indel_size	>50bp	INS	15095	3.0028446955380055
NA20809	chromosome	chr1	all	380653	7.280867507617929
NA20809	chromosome	chr2	all	372692	7.128595001613388
NA20809	chromosome	chr3	all	337915	6.463404580646186
NA20809	chromosome	chr4	all	322752	6.17337719607806
NA20809	chromosome	chr5	all	294911	5.640853789512
NA20809	chromosome	chr6	all	322901	6.176227165101383
NA20809	chromosome	chr7	all	306558	5.863629556053248
NA20809	chromosome	chr8	all	247380	4.731713671071877
NA20809	chromosome	chr9	all	235290	4.500464506696185
