sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T04	haplotype1-0000011	chr1	251430232	24684	248387328	251430232	2	24684	12342.0	17184	7500	0.01	scaffold
T2T04	haplotype2-0000088	chr1	251682898	9000	248387328	251682898	2	9000	4500.0	7500	1500	0.01	scaffold
T2T04	haplotype1-0000017	chr11	134364492	7500	135127769	134364492	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04	haplotype2-0000083	chr11	135113123	7500	135127769	135113123	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04	haplotype1-0000019	chr12	134451918	0	133324548	134451918	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000090	chr12	134074806	0	133324548	134074806	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000072	chr15	98840867	107500	99753195	98840867	2	107500	53750.0	100000	7500	0.02	scaffold
T2T04	haplotype1-0000004	chr17	84773506	307500	84276897	84773506	4	307500	76875.0	100000	7500	0.05	scaffold
T2T04	haplotype2-0000070	chr17	83615043	16500	84276897	83615043	3	16500	5500.0	7500	1500	0.04	scaffold
T2T04	haplotype1-0000006	chr18	80262522	0	80542538	80262522	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000074	chr18	79987818	0	80542538	79987818	0	0	0.0	0	0	0.0	contig
T2T04	haplotype1-0000021	chr19	61654262	0	61707364	61654262	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000091	chr19	62355696	0	61707364	62355696	0	0	0.0	0	0	0.0	contig
T2T04	haplotype1-0000001	chr2	242210179	0	242696752	242210179	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000069	chr2	242226226	0	242696752	242226226	0	0	0.0	0	0	0.0	contig
T2T04	haplotype1-0000015	chr20	66195327	9000	66210255	66195327	2	9000	4500.0	7500	1500	0.03	scaffold
T2T04	haplotype2-0000085	chr20	65527377	0	66210255	65527377	0	0	0.0	0	0	0.0	contig
T2T04	haplotype1-0000014	chr21	44384512	200000	45090682	44384512	2	200000	100000.0	100000	100000	0.05	scaffold
T2T04	haplotype1-0000012	chr22	46827400	0	51324926	46827400	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000084	chr22	48492982	107500	51324926	48492982	2	107500	53750.0	100000	7500	0.04	scaffold
T2T04	haplotype1-0000020	chr3	201390820	107500	201105948	201390820	2	107500	53750.0	100000	7500	0.01	scaffold
T2T04	haplotype2-0000079	chr3	200241853	7500	201105948	200241853	1	7500	7500.0	7500	7500	0.0	scaffold
T2T04	haplotype1-0000022	chr4	193710918	0	193574945	193710918	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000092	chr4	190738096	100000	193574945	190738096	1	100000	100000.0	100000	100000	0.01	scaffold
T2T04	haplotype1-0000008	chr5	184982985	0	182045439	184982985	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000076	chr5	182576600	115000	182045439	182576600	3	115000	38333.3	100000	7500	0.02	scaffold
T2T04	haplotype1-0000009	chr6	171924118	100000	172126628	171924118	1	100000	100000.0	100000	100000	0.01	scaffold
T2T04	haplotype2-0000078	chr6	172672186	0	172126628	172672186	0	0	0.0	0	0	0.0	contig
T2T04	haplotype1-0000002	chr7	161412630	27688	160567428	161412630	4	27688	6922.0	7500	5188	0.02	scaffold
T2T04	haplotype2-0000080	chr7	161234164	9000	160567428	161234164	2	9000	4500.0	7500	1500	0.01	scaffold
T2T04	haplotype1-0000010	chr8	145354772	62530	146259331	145354772	1	62530	62530.0	62530	62530	0.01	scaffold
T2T04	haplotype2-0000082	chr8	146131832	7500	146259331	146131832	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04	haplotype1-0000003	chr9	133700044	0	150617247	133700044	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000077	chr9	134874427	0	150617247	134874427	0	0	0.0	0	0	0.0	contig
T2T04	haplotype2-0000071	chrX	154436170	10755	154259566	154436170	2	10755	5377.5	9255	1500	0.01	scaffold
T2T04	haplotype1-0000013	chrY	51699560	100000	62460029	51699560	1	100000	100000.0	100000	100000	0.02	scaffold
