#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3116	248377837	249825
syndip	chr2	0	3462	242694019	235247
syndip	chr3	0	2333	201087952	211249
syndip	chr4	0	34456	193464082	214841
syndip	chr5	0	2170	182025047	186287
syndip	chr6	0	2950	172122209	216983
syndip	chr7	0	3375	160565360	176387
syndip	chrX	0	198046	154256551	132390
syndip	chr9	0	3565	150535645	137769
syndip	chr8	0	3641	146257116	156191
syndip	chr11	0	1479	135125243	184377
syndip	chr10	0	3988	134754450	155101
syndip	chr12	0	2636	133324405	146300
syndip	chr13	0	1036	113563403	119595
syndip	chr14	0	5718	101159346	142861
syndip	chr15	0	6091	99744866	181319
syndip	chr16	0	3460	96327847	120405
syndip	chr17	0	48602	84274103	109193
syndip	chr18	0	164177	80538845	93258
syndip	chr20	0	2716	66206633	103069
syndip	chr19	0	2149	61704397	87000
syndip	chr22	0	4599	51322042	106771
syndip	chr21	0	254630	45086206	48457
