sample	category	subcategory	var_type	count	percentage
NA20762	total	all_variants	all	5310107	100.0
NA20762	variant_type	DEL	DEL	578191	10.888499986911752
NA20762	variant_type	INS	INS	487104	9.173148488344962
NA20762	variant_type	MNV	MNV	2091	0.03937773758607877
NA20762	variant_type	SNV	SNV	4242721	79.89897378715722
NA20762	ti_tv	transitions	SNV	2652686	1.6683192508341012
NA20762	ti_tv	transversions	SNV	1590035	1.6683192508341012
NA20762	zygosity	HET	all	3822191	71.9795476814309
NA20762	zygosity	HOM_ALT	all	1487916	28.0204523185691
NA20762	zygosity	HET	DEL	448651	77.59563881139624
NA20762	zygosity	HOM_ALT	DEL	129540	22.404361188603765
NA20762	zygosity	HET	INS	373362	76.64933977138352
NA20762	zygosity	HOM_ALT	INS	113742	23.350660228616476
NA20762	zygosity	HET	MNV	2091	100.0
NA20762	zygosity	HET	SNV	2998087	70.6642506070986
NA20762	zygosity	HOM_ALT	SNV	1244634	29.335749392901395
NA20762	haplotype	both	all	1487916	28.0204523185691
NA20762	haplotype	haplotype1	all	1824473	34.35849786077757
NA20762	haplotype	haplotype2	all	1997718	37.621049820653326
NA20762	haplotype	both	DEL	129540	22.404361188603765
NA20762	haplotype	haplotype1	DEL	217425	37.604355654100466
NA20762	haplotype	haplotype2	DEL	231226	39.99128315729577
NA20762	haplotype	both	INS	113742	23.350660228616476
NA20762	haplotype	haplotype1	INS	180543	37.064569373275525
NA20762	haplotype	haplotype2	INS	192819	39.584770398108
NA20762	haplotype	haplotype1	MNV	1029	49.21090387374462
NA20762	haplotype	haplotype2	MNV	1062	50.78909612625539
NA20762	haplotype	both	SNV	1244634	29.335749392901395
NA20762	haplotype	haplotype1	SNV	1425476	33.59815552330686
NA20762	haplotype	haplotype2	SNV	1572611	37.066095083791744
NA20762	phasing	phased	all	5310107	100.0
NA20762	phasing	phased	DEL	578191	100.0
NA20762	phasing	phased	INS	487104	100.0
NA20762	phasing	phased	MNV	2091	100.0
NA20762	phasing	phased	SNV	4242721	100.0
NA20762	allelic	biallelic	all	4959403	93.39553798068476
NA20762	allelic	multiallelic	all	350704	6.604462019315243
NA20762	allelic	biallelic	DEL	452979	78.34418038329895
NA20762	allelic	multiallelic	DEL	125212	21.655819616701056
NA20762	allelic	biallelic	INS	391435	80.35963572460912
NA20762	allelic	multiallelic	INS	95669	19.64036427539088
NA20762	allelic	multiallelic	MNV	2091	100.0
NA20762	allelic	biallelic	SNV	4114989	96.98938487824206
NA20762	allelic	multiallelic	SNV	127732	3.0106151217579473
NA20762	filter	PASS	all	4861267	91.54743962786436
NA20762	filter	GAP1	all	303220	5.710242750287329
NA20762	filter	GAP2	all	127754	2.4058648912347715
NA20762	filter	HET1	all	6355	0.11967743776161197
NA20762	filter	HET2	all	11511	0.2167752928519143
NA20762	indel_size	11-20bp	all	63233	1.1908046297372161
NA20762	indel_size	1bp	all	472191	8.892306689865196
NA20762	indel_size	2-5bp	all	372610	7.016996079363373
NA20762	indel_size	21-50bp	all	32165	0.6057316735802123
NA20762	indel_size	6-10bp	all	95174	1.7923179325765
NA20762	indel_size	>50bp	all	29922	0.5634914701342176
NA20762	indel_size	11-20bp	DEL	32151	5.560619241738457
NA20762	indel_size	1bp	DEL	266196	46.03945754949489
NA20762	indel_size	2-5bp	DEL	199507	34.50537971016498
NA20762	indel_size	21-50bp	DEL	16370	2.831244346591351
NA20762	indel_size	6-10bp	DEL	48772	8.435274848622687
NA20762	indel_size	>50bp	DEL	15195	2.628024303387635
NA20762	indel_size	11-20bp	INS	31082	6.3809781894626205
NA20762	indel_size	1bp	INS	205995	42.289736893969256
NA20762	indel_size	2-5bp	INS	173103	35.537174812770985
NA20762	indel_size	21-50bp	INS	15795	3.2426340165549865
NA20762	indel_size	6-10bp	INS	46402	9.526097096307975
NA20762	indel_size	>50bp	INS	14727	3.023378990934174
NA20762	chromosome	chr1	all	388273	7.311961887020356
NA20762	chromosome	chr2	all	375539	7.072155043203461
NA20762	chromosome	chr3	all	336055	6.3285918720658545
NA20762	chromosome	chr4	all	325252	6.125149643877233
NA20762	chromosome	chr5	all	298737	5.625818839432049
NA20762	chromosome	chr6	all	328042	6.177690958016477
NA20762	chromosome	chr7	all	282106	5.312623643930339
NA20762	chromosome	chr8	all	245787	4.6286637915205855
NA20762	chromosome	chr9	all	218130	4.10782682910156
NA20762	chromosome	chrX	all	132390	2.4931700999622044
NA20762	chromosome	chr10	all	235692	4.438554627995255
NA20762	chromosome	chr11	all	287964	5.422941571610516
NA20762	chromosome	chr12	all	225894	4.254038572104102
NA20762	chromosome	chr13	all	181911	3.4257501779154356
NA20762	chromosome	chr14	all	204249	3.846419667249643
NA20762	chromosome	chr15	all	264313	4.977545650210061
NA20762	chromosome	chr16	all	181458	3.417219276372397
NA20762	chromosome	chr17	all	164927	3.1059072820943157
NA20762	chromosome	chr18	all	140364	2.643336565534367
NA20762	chromosome	chr19	all	132630	2.497689782898913
NA20762	chromosome	chr20	all	142346	2.68066161378669
NA20762	chromosome	chr21	all	74305	1.3993126692174
NA20762	chromosome	chr22	all	143743	2.706969934880785
NA20762	chromosome	chr1	DEL	46319	8.011020579704631
NA20762	chromosome	chr2	DEL	43999	7.609769090144952
NA20762	chromosome	chr3	DEL	36005	6.2271809834466465
NA20762	chromosome	chr4	DEL	34620	5.987640762308649
NA20762	chromosome	chr5	DEL	33113	5.727000247323116
NA20762	chromosome	chr6	DEL	33513	5.7961815386265085
NA20762	chromosome	chr7	DEL	33337	5.765741770453016
NA20762	chromosome	chr8	DEL	26289	4.546767417687235
NA20762	chromosome	chr9	DEL	25712	4.44697340498209
NA20762	chromosome	chrX	DEL	13709	2.37101580619553
NA20762	chromosome	chr10	DEL	27707	4.792015095357762
NA20762	chromosome	chr11	DEL	26095	4.51321449140509
NA20762	chromosome	chr12	DEL	27100	4.687032485804863
NA20762	chromosome	chr13	DEL	20108	3.477743513821557
NA20762	chromosome	chr14	DEL	20159	3.48656412846274
NA20762	chromosome	chr15	DEL	24653	4.263815936256359
NA20762	chromosome	chr16	DEL	19657	3.3997416078769818
NA20762	chromosome	chr17	DEL	20220	3.497114275386507
NA20762	chromosome	chr18	DEL	14438	2.497098709595964
NA20762	chromosome	chr19	DEL	17678	3.057467169153446
NA20762	chromosome	chr20	DEL	14135	2.444693881433644
NA20762	chromosome	chr21	DEL	8007	1.3848364986656658
NA20762	chromosome	chr22	DEL	11618	2.0093706059070446
NA20762	chromosome	chr1	INS	38431	7.889690907896465
NA20762	chromosome	chr2	INS	37741	7.748037380107739
NA20762	chromosome	chr3	INS	30957	6.355316318486401
NA20762	chromosome	chr4	INS	30335	6.227622848508737
NA20762	chromosome	chr5	INS	28565	5.8642507554854815
NA20762	chromosome	chr6	INS	29345	6.024380830377086
NA20762	chromosome	chr7	INS	28251	5.79978813559322
NA20762	chromosome	chr8	INS	22295	4.577051307318355
NA20762	chromosome	chr9	INS	21775	4.470297924057285
NA20762	chromosome	chrX	INS	11404	2.3411838129023783
NA20762	chromosome	chr10	INS	23240	4.771055051898568
NA20762	chromosome	chr11	INS	21649	4.444430758113257
NA20762	chromosome	chr12	INS	22823	4.685447050321902
NA20762	chromosome	chr13	INS	17927	3.6803228879253713
NA20762	chromosome	chr14	INS	16935	3.4766702798581
NA20762	chromosome	chr15	INS	20597	4.228460451977401
NA20762	chromosome	chr16	INS	15499	3.1818667060833006
NA20762	chromosome	chr17	INS	16037	3.2923153987649454
NA20762	chromosome	chr18	INS	12509	2.5680347523321507
NA20762	chromosome	chr19	INS	13035	2.6760199054000786
NA20762	chromosome	chr20	INS	11247	2.308952502956248
NA20762	chromosome	chr21	INS	6932	1.4231047168571804
NA20762	chromosome	chr22	INS	9575	1.9656993167783472
NA20762	chromosome	chr1	SNV	303378	7.150552675983173
NA20762	chromosome	chr2	SNV	293652	6.921312997013001
NA20762	chromosome	chr3	SNV	268988	6.339987946414577
NA20762	chromosome	chr4	SNV	260175	6.13226747646145
NA20762	chromosome	chr5	SNV	236950	5.58485933908923
NA20762	chromosome	chr6	SNV	265061	6.247429420883438
NA20762	chromosome	chr7	SNV	220392	5.194590924079146
