sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
NA20762	NA20762#1#CM102509.1	chr1	251468677	55650	248387328	251468677	3	55650	18550.0	25587	9225	0.01	scaffold
NA20762	NA20762#1#CM102516.1	chr10	134011582	7500	134758134	134011582	1	7500	7500.0	7500	7500	0.01	scaffold
NA20762	NA20762#1#CM102517.1	chr11	134730260	0	135127769	134730260	0	0	0.0	0	0	0.0	contig
NA20762	NA20762#1#CM102518.1	chr12	133332873	38991	133324548	133332873	1	38991	38991.0	38991	38991	0.01	scaffold
NA20762	NA20762#1#CM102519.1	chr14	101663075	100000	101161492	101663075	1	100000	100000.0	100000	100000	0.01	scaffold
NA20762	NA20762#1#CM102520.1	chr17	82016395	0	84276897	82016395	0	0	0.0	0	0	0.0	contig
NA20762	NA20762#1#CM102521.1	chr18	77683472	0	80542538	77683472	0	0	0.0	0	0	0.0	contig
NA20762	NA20762#1#CM102522.1	chr21	42352002	90188	45090682	42352002	2	90188	45094.0	71650	18538	0.05	scaffold
NA20762	NA20762#1#CM102523.1	chr22	46702361	103000	51324926	46702361	3	103000	34333.3	100000	1500	0.06	scaffold
NA20762	NA20762#1#CM102510.1	chr4	191518782	0	193574945	191518782	0	0	0.0	0	0	0.0	contig
NA20762	NA20762#1#CM102511.1	chr5	183012650	0	182045439	183012650	0	0	0.0	0	0	0.0	contig
NA20762	NA20762#1#CM102512.1	chr6	171085958	100000	172126628	171085958	1	100000	100000.0	100000	100000	0.01	scaffold
NA20762	NA20762#1#CM102513.1	chr7	158658858	107500	160567428	158658858	2	107500	53750.0	100000	7500	0.01	scaffold
NA20762	NA20762#1#CM102514.1	chr8	145027085	0	146259331	145027085	0	0	0.0	0	0	0.0	contig
NA20762	NA20762#1#CM102515.1	chr9	136580576	0	150617247	136580576	0	0	0.0	0	0	0.0	contig
