#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3197	248384169	321161
syndip	chr2	0	4270	242694021	310842
syndip	chr3	0	3386	201088826	285647
syndip	chr4	0	3117	193572069	284862
syndip	chr5	0	11190	182043503	247910
syndip	chr6	0	2950	172119794	256749
syndip	chr7	0	3214	160564313	238901
syndip	chrX	0	60798	154256886	180167
syndip	chr9	0	4806	150577120	191681
syndip	chr8	0	2183	146253568	218699
syndip	chr11	0	22666	135087914	241533
syndip	chr10	0	2536	134667907	189666
syndip	chr12	0	3320	133322693	182731
syndip	chr13	0	4979691	113563453	145917
syndip	chr14	0	6029	101159520	201566
syndip	chr15	0	167131	99750253	178542
syndip	chr16	0	3460	96327457	160938
syndip	chr17	0	5581	84235636	142609
syndip	chr18	0	164124	80538842	130268
syndip	chr20	0	2569	66207490	123504
syndip	chr19	0	2197	61703821	121521
syndip	chr22	0	4599	51321721	125066
syndip	chr21	0	7414	45086701	81454
