read_id	filename	runid	sample_name	read_length	mean_quality	channel	read_number	start_time
e1db28a6-8c5f-485d-9c1c-c2b608773d22	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	67281	33.00	0	0	
fef40e39-7e00-40b1-a349-b06d10f56145	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32064	33.00	0	0	
1b0c421f-ac59-4b83-8139-85c588d14e70	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	71331	33.00	0	0	
17dddf08-1cc1-4d77-9081-2aa25e2df10a	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32952	33.00	0	0	
47ed3845-0623-42a8-86fe-c744ceeabb35	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32737	33.00	0	0	
9523faca-b983-4368-9cae-f0d316ca09e5	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	71174	33.00	0	0	
2873d232-cd8d-4053-94b4-7accf094c60b	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	73378	33.00	0	0	
7e8863de-0824-4f0a-9b44-1e12a444c837	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32072	33.00	0	0	
d02c7bfc-9316-4cfd-907b-547fbc910b58	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	72424	33.00	0	0	
6d131703-037e-4b3d-8331-63137a350297	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	69438	33.00	0	0	
02920633-3c51-44f6-91ac-ef3ae33f71b1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32965	33.00	0	0	
3972880a-7246-4d66-a8fa-90c21e244df6	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	71184	33.00	0	0	
620d2d41-16b1-4d0a-a3e9-0857cb1ae4a2	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	73405	33.00	0	0	
1d952fd0-a2f2-47fc-b22c-bc88ae30edb7	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	82170	33.00	0	0	
52a32ea2-d477-4352-8b02-e116cfcd6b27:0	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32811	33.00	0	0	
1d86aa3d-c9ea-4af1-9b09-e85e748e4fcd	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32811	33.00	0	0	
9f6589d6-e707-4538-b623-4fc4db72e4a4:1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	28994	33.00	0	0	
195a91cf-3e33-4f7b-9ddf-081a372661fe	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	24678	33.00	0	0	
b831a483-532d-4bdc-9580-5871838ff6e6	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	24047	33.00	0	0	
dc5578b1-de57-41a6-8dce-b37fed31e3cf	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	73782	33.00	0	0	
f574bd00-630c-4f01-abcc-ddeacf8160dc	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	75277	33.00	0	0	
4db5b45d-75ad-4d75-8203-495857cc8c97	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	73764	33.00	0	0	
b1bc426e-d310-42f6-bccb-31dc3fd647a5:1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	28984	33.00	0	0	
c0ace36b-8e37-4b2d-8d1c-069e4c79a675	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	28050	33.00	0	0	
43e5f975-731f-49d7-a4a2-8866fcbc5a3c:0	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	24575	33.00	0	0	
b5bf23ca-669d-4395-9225-1603fb12c083	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	24612	33.00	0	0	
d3d9cc4c-6888-4b12-ac58-3c24e0729a1b	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	24571	33.00	0	0	
72602519-2754-4d61-8891-787b687d12bc:0	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	73767	33.00	0	0	
b1bc426e-d310-42f6-bccb-31dc3fd647a5:0	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	28716	33.00	0	0	
1a890c41-1e40-4c9a-95d0-872a754edc5e	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	24618	33.00	0	0	
bc887fb2-ab9e-411e-ad7b-a8c18e25a47b:1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	28660	33.00	0	0	
0d524bc3-f3b1-497b-b92a-53d154602e01	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	20495	33.00	0	0	
9d02ce28-d9dc-47c8-82eb-e07ae6d0d1c6:1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	20497	33.00	0	0	
03a86948-4cfd-4010-b08a-bbe76a03149d	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	28710	33.00	0	0	
909bc953-3e5c-416f-8828-316899ba5bef:1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32772	33.00	0	0	
c22321e2-df17-4a61-b01b-8d4a9ae598d4:1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	24596	33.00	0	0	
a9b99648-4c0e-4899-9e07-17b2d8108a29	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	24632	33.00	0	0	
52f950ab-394b-4f15-b807-324057e72a6b:1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	28716	33.00	0	0	
c1328d0c-63e1-461d-87aa-fc4281777c08:1	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32769	33.00	0	0	
0880ad36-e985-40b8-8d5e-2106ab084314:0	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32919	33.00	0	0	
7fa53a2c-fb0f-49ab-b57f-bc1f3d21e54f	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	32285	33.00	0	0	
5d88795c-245e-43dc-ac54-6ee242de3c49	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	28775	33.00	0	0	
63c1dde9-ccb1-4b0b-b788-010944abbb17	assembly/input/published/published.HQ_herro.60x.chr19.fastq.gz		published_HQ_herro.60x.chr19	29080	33.00	0	0	
