#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3197	248382165	247092
syndip	chr2	0	3870	242693993	236288
syndip	chr3	0	2463	201088716	215690
syndip	chr4	0	20458	193487725	217222
syndip	chr5	0	2212	182043943	191386
syndip	chr6	0	33070	172118036	197503
syndip	chr7	0	3069	160565272	202052
syndip	chrX	0	108584	154244326	128137
syndip	chr9	0	3514	150614863	147397
syndip	chr8	0	2307	146249632	160468
syndip	chr11	0	76207	135125206	185919
syndip	chr10	0	3988	134754097	156302
syndip	chr12	0	2988	133322792	139526
syndip	chr13	0	5125141	113563195	112805
syndip	chr14	0	5718	101160136	156400
syndip	chr15	0	6091	99750525	151273
syndip	chr16	0	3666	96327872	119617
syndip	chr17	0	2852	84273322	102596
syndip	chr18	0	164061	80527728	96912
syndip	chr20	0	2641	66207568	80162
syndip	chr19	0	2334	61704023	96262
syndip	chr22	0	308	51149602	128417
syndip	chr21	0	3033	45086155	62256
