sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
NA20806	NA20806#1#CM102437.1	chr1	240481784	7500	248387328	240481784	1	7500	7500.0	7500	7500	0.0	scaffold
NA20806	NA20806#1#CM102446.1	chr10	134036095	0	134758134	134036095	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102447.1	chr11	134906361	0	135127769	134906361	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102448.1	chr12	133411240	0	133324548	133411240	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102450.1	chr17	83324081	0	84276897	83324081	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102451.1	chr18	80508938	0	80542538	80508938	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102438.1	chr2	242695964	12336	242696752	242695964	1	12336	12336.0	12336	12336	0.0	scaffold
NA20806	NA20806#1#CM102452.1	chr20	66773100	0	66210255	66773100	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102439.1	chr3	200922509	0	201105948	200922509	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102440.1	chr4	194709796	100000	193574945	194709796	1	100000	100000.0	100000	100000	0.01	scaffold
NA20806	NA20806#1#CM102441.1	chr5	183018516	0	182045439	183018516	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102442.1	chr6	171293096	0	172126628	171293096	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102443.1	chr7	159679379	0	160567428	159679379	0	0	0.0	0	0	0.0	contig
NA20806	NA20806#1#CM102444.1	chr8	147346606	7500	146259331	147346606	1	7500	7500.0	7500	7500	0.01	scaffold
NA20806	NA20806#1#CM102445.1	chr9	134336885	7500	150617247	134336885	1	7500	7500.0	7500	7500	0.01	scaffold
