sample	category	subcategory	sv_type	count	total_length	mean_length
NA20806	total	all_svs	all	59804	61700183	1031.706624974918
NA20806	sv_type	BND	BND	10	0	0.0
NA20806	sv_type	DEL	DEL	30297	32017145	1056.7760834406047
NA20806	sv_type	DUP:TANDEM	DUP:TANDEM	33	32347	980.2121212121212
NA20806	sv_type	INS	INS	29434	29650691	1007.3619283821431
NA20806	sv_type	INV	INV	30	0	0.0
NA20806	zygosity	ALT_HOM	all	9875	0	0
NA20806	zygosity	HET	all	49929	0	0
NA20806	zygosity	HET	BND	10	0	0
NA20806	zygosity	ALT_HOM	DEL	5054	0	0
NA20806	zygosity	HET	DEL	25243	0	0
NA20806	zygosity	HET	DUP:TANDEM	33	0	0
NA20806	zygosity	ALT_HOM	INS	4815	0	0
NA20806	zygosity	HET	INS	24619	0	0
NA20806	zygosity	ALT_HOM	INV	6	0	0
NA20806	zygosity	HET	INV	24	0	0
NA20806	size_class	large (500bp-5kb)	all	15115	0	0
NA20806	size_class	massive (>50kb)	all	156	0	0
NA20806	size_class	medium (50-500bp)	all	29247	0	0
NA20806	size_class	small (<50bp)	all	13595	0	0
NA20806	size_class	very_large (5kb-50kb)	all	1691	0	0
NA20806	size_class	small (<50bp)	BND	10	0	0
NA20806	size_class	large (500bp-5kb)	DEL	8015	0	0
NA20806	size_class	massive (>50kb)	DEL	76	0	0
NA20806	size_class	medium (50-500bp)	DEL	14652	0	0
NA20806	size_class	small (<50bp)	DEL	6638	0	0
NA20806	size_class	very_large (5kb-50kb)	DEL	916	0	0
NA20806	size_class	large (500bp-5kb)	DUP:TANDEM	19	0	0
NA20806	size_class	medium (50-500bp)	DUP:TANDEM	14	0	0
NA20806	size_class	large (500bp-5kb)	INS	7081	0	0
NA20806	size_class	massive (>50kb)	INS	80	0	0
NA20806	size_class	medium (50-500bp)	INS	14581	0	0
NA20806	size_class	small (<50bp)	INS	6917	0	0
NA20806	size_class	very_large (5kb-50kb)	INS	775	0	0
NA20806	size_class	small (<50bp)	INV	30	0	0
NA20806	haplotype	both	all	9875	0	0
NA20806	haplotype	haplotype1	all	24464	0	0
NA20806	haplotype	haplotype2	all	25465	0	0
NA20806	haplotype	haplotype1	BND	6	0	0
NA20806	haplotype	haplotype2	BND	4	0	0
NA20806	haplotype	both	DEL	5054	0	0
NA20806	haplotype	haplotype1	DEL	12504	0	0
NA20806	haplotype	haplotype2	DEL	12739	0	0
NA20806	haplotype	haplotype1	DUP:TANDEM	15	0	0
NA20806	haplotype	haplotype2	DUP:TANDEM	18	0	0
NA20806	haplotype	both	INS	4815	0	0
NA20806	haplotype	haplotype1	INS	11925	0	0
NA20806	haplotype	haplotype2	INS	12694	0	0
NA20806	haplotype	both	INV	6	0	0
NA20806	haplotype	haplotype1	INV	14	0	0
NA20806	haplotype	haplotype2	INV	10	0	0
NA20806	phasing	phased	all	59804	0	0
NA20806	chromosome	chr1	all	4860	0	0
NA20806	chromosome	chr2	all	3313	0	0
NA20806	chromosome	chr3	all	3210	0	0
NA20806	chromosome	chr4	all	2380	0	0
NA20806	chromosome	chr5	all	2654	0	0
NA20806	chromosome	chr6	all	2307	0	0
NA20806	chromosome	chr7	all	2560	0	0
NA20806	chromosome	chr8	all	2333	0	0
NA20806	chromosome	chr9	all	6776	0	0
NA20806	chromosome	chrX	all	973	0	0
NA20806	chromosome	chrY	all	1196	0	0
NA20806	chromosome	chr10	all	2586	0	0
NA20806	chromosome	chr11	all	1980	0	0
NA20806	chromosome	chr12	all	1782	0	0
NA20806	chromosome	chr13	all	2614	0	0
NA20806	chromosome	chr14	all	1570	0	0
NA20806	chromosome	chr15	all	2430	0	0
NA20806	chromosome	chr16	all	3133	0	0
NA20806	chromosome	chr17	all	1623	0	0
NA20806	chromosome	chr18	all	1767	0	0
NA20806	chromosome	chr19	all	1715	0	0
NA20806	chromosome	chr20	all	1927	0	0
NA20806	chromosome	chr21	all	1513	0	0
NA20806	chromosome	chr22	all	2602	0	0
NA20806	chromosome	chr1	DEL	2462	0	0
NA20806	chromosome	chr2	DEL	1680	0	0
NA20806	chromosome	chr3	DEL	1639	0	0
NA20806	chromosome	chr4	DEL	1135	0	0
NA20806	chromosome	chr5	DEL	1241	0	0
NA20806	chromosome	chr6	DEL	990	0	0
NA20806	chromosome	chr7	DEL	1313	0	0
NA20806	chromosome	chr8	DEL	1116	0	0
NA20806	chromosome	chr9	DEL	3450	0	0
NA20806	chromosome	chrX	DEL	479	0	0
NA20806	chromosome	chrY	DEL	553	0	0
NA20806	chromosome	chr10	DEL	1285	0	0
NA20806	chromosome	chr11	DEL	1041	0	0
NA20806	chromosome	chr12	DEL	908	0	0
NA20806	chromosome	chr13	DEL	1458	0	0
NA20806	chromosome	chr14	DEL	889	0	0
NA20806	chromosome	chr15	DEL	1225	0	0
NA20806	chromosome	chr16	DEL	1692	0	0
NA20806	chromosome	chr17	DEL	839	0	0
NA20806	chromosome	chr18	DEL	936	0	0
NA20806	chromosome	chr19	DEL	922	0	0
NA20806	chromosome	chr20	DEL	1002	0	0
NA20806	chromosome	chr21	DEL	763	0	0
NA20806	chromosome	chr22	DEL	1279	0	0
NA20806	chromosome	chr1	INS	2393	0	0
NA20806	chromosome	chr2	INS	1623	0	0
NA20806	chromosome	chr3	INS	1566	0	0
NA20806	chromosome	chr4	INS	1241	0	0
NA20806	chromosome	chr5	INS	1407	0	0
NA20806	chromosome	chr6	INS	1315	0	0
NA20806	chromosome	chr7	INS	1245	0	0
NA20806	chromosome	chr8	INS	1212	0	0
NA20806	chromosome	chr9	INS	3320	0	0
NA20806	chromosome	chrX	INS	493	0	0
NA20806	chromosome	chrY	INS	640	0	0
NA20806	chromosome	chr10	INS	1297	0	0
NA20806	chromosome	chr11	INS	937	0	0
NA20806	chromosome	chr12	INS	874	0	0
NA20806	chromosome	chr13	INS	1155	0	0
NA20806	chromosome	chr14	INS	680	0	0
NA20806	chromosome	chr15	INS	1204	0	0
NA20806	chromosome	chr16	INS	1437	0	0
NA20806	chromosome	chr17	INS	783	0	0
NA20806	chromosome	chr18	INS	831	0	0
NA20806	chromosome	chr19	INS	792	0	0
NA20806	chromosome	chr20	INS	920	0	0
NA20806	chromosome	chr21	INS	747	0	0
NA20806	chromosome	chr22	INS	1322	0	0
