#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384169	246528
syndip	chr2	0	3349	242693558	226172
syndip	chr3	0	40781	201088840	214542
syndip	chr4	0	20138	193543001	217599
syndip	chr5	0	50524	182041950	178871
syndip	chr6	0	2950	172123949	211097
syndip	chr7	0	3936	160564597	185008
syndip	chrX	0	59119	154257083	119285
syndip	chr9	0	25637	150615173	164334
syndip	chr8	0	1949	146247623	170352
syndip	chr11	0	1837	135125266	193303
syndip	chr10	0	2483	134754097	145121
syndip	chr12	0	3019	133323035	139447
syndip	chr13	0	4770460	113561654	121375
syndip	chr14	0	635081	101160009	150186
syndip	chr15	0	6091	99750749	161019
syndip	chr16	0	2565	96327822	113750
syndip	chr17	0	2852	84273669	110107
syndip	chr18	0	164124	80538932	87764
syndip	chr20	0	2508	66206084	81155
syndip	chr19	0	2334	61704689	100903
syndip	chr22	0	7643	51322042	105169
syndip	chr21	0	2709	45086155	71977
