sample	category	subcategory	sv_type	count	total_length	mean_length
T2T04_2	total	all_svs	all	56011	56753411	1013.2547356769206
T2T04_2	sv_type	BND	BND	14	0	0.0
T2T04_2	sv_type	DEL	DEL	28040	26478735	944.3200784593438
T2T04_2	sv_type	DUP:TANDEM	DUP:TANDEM	22	22739	1033.590909090909
T2T04_2	sv_type	INS	INS	27902	30251937	1084.2210952619885
T2T04_2	sv_type	INV	INV	33	0	0.0
T2T04_2	zygosity	ALT_HOM	all	9455	0	0
T2T04_2	zygosity	HET	all	46556	0	0
T2T04_2	zygosity	HET	BND	14	0	0
T2T04_2	zygosity	ALT_HOM	DEL	4788	0	0
T2T04_2	zygosity	HET	DEL	23252	0	0
T2T04_2	zygosity	HET	DUP:TANDEM	22	0	0
T2T04_2	zygosity	ALT_HOM	INS	4658	0	0
T2T04_2	zygosity	HET	INS	23244	0	0
T2T04_2	zygosity	ALT_HOM	INV	9	0	0
T2T04_2	zygosity	HET	INV	24	0	0
T2T04_2	size_class	large (500bp-5kb)	all	12460	0	0
T2T04_2	size_class	massive (>50kb)	all	171	0	0
T2T04_2	size_class	medium (50-500bp)	all	28783	0	0
T2T04_2	size_class	small (<50bp)	all	13080	0	0
T2T04_2	size_class	very_large (5kb-50kb)	all	1517	0	0
T2T04_2	size_class	small (<50bp)	BND	14	0	0
T2T04_2	size_class	large (500bp-5kb)	DEL	6526	0	0
T2T04_2	size_class	massive (>50kb)	DEL	55	0	0
T2T04_2	size_class	medium (50-500bp)	DEL	14178	0	0
T2T04_2	size_class	small (<50bp)	DEL	6477	0	0
T2T04_2	size_class	very_large (5kb-50kb)	DEL	804	0	0
T2T04_2	size_class	large (500bp-5kb)	DUP:TANDEM	11	0	0
T2T04_2	size_class	medium (50-500bp)	DUP:TANDEM	10	0	0
T2T04_2	size_class	very_large (5kb-50kb)	DUP:TANDEM	1	0	0
T2T04_2	size_class	large (500bp-5kb)	INS	5923	0	0
T2T04_2	size_class	massive (>50kb)	INS	116	0	0
T2T04_2	size_class	medium (50-500bp)	INS	14595	0	0
T2T04_2	size_class	small (<50bp)	INS	6556	0	0
T2T04_2	size_class	very_large (5kb-50kb)	INS	712	0	0
T2T04_2	size_class	small (<50bp)	INV	33	0	0
T2T04_2	haplotype	both	all	9455	0	0
T2T04_2	haplotype	haplotype1	all	23724	0	0
T2T04_2	haplotype	haplotype2	all	22832	0	0
T2T04_2	haplotype	haplotype1	BND	6	0	0
T2T04_2	haplotype	haplotype2	BND	8	0	0
T2T04_2	haplotype	both	DEL	4788	0	0
T2T04_2	haplotype	haplotype1	DEL	11875	0	0
T2T04_2	haplotype	haplotype2	DEL	11377	0	0
T2T04_2	haplotype	haplotype1	DUP:TANDEM	11	0	0
T2T04_2	haplotype	haplotype2	DUP:TANDEM	11	0	0
T2T04_2	haplotype	both	INS	4658	0	0
T2T04_2	haplotype	haplotype1	INS	11822	0	0
T2T04_2	haplotype	haplotype2	INS	11422	0	0
T2T04_2	haplotype	both	INV	9	0	0
