contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0000881	39755	unassigned	chr10	39678	0	0	non_satellite
unassigned-0000800	31824	unassigned	chrX	31826	0	0	non_satellite
unassigned-0000882	27095	unassigned	chr17	27098	0	0	non_satellite
unassigned-0000885	39973	unassigned	chr7	39984	0	0	non_satellite
unassigned-0000844	24427	unassigned	chr18	24406	24406	1	satellite
unassigned-0000803	45161	unassigned	chr1	45160	0	0	non_satellite
unassigned-0000571	22091	unassigned	chr2	22061	0	0	non_satellite
unassigned-0000804	48140	unassigned	chr1	48110	0	0	non_satellite
unassigned-0000572	74878	unassigned	chr7	74716	0	0	non_satellite
unassigned-0000531	14621	unassigned	chr15	14594	0	0	non_satellite
unassigned-0000847	49059	unassigned	chr6	48796	0	0	non_satellite
unassigned-0000532	28922	unassigned	chr5	28900	0	0	non_satellite
unassigned-0000573	76917	unassigned	chr16	465984	77013	0.16527	non_satellite
unassigned-0000533	79546	unassigned	chr1	76860	0	0	non_satellite
unassigned-0000889	68660	unassigned	chr10	68625	0	0	non_satellite
unassigned-0000807	72360	unassigned	chr22	70500	70500	1	satellite
unassigned-0000534	152013	unassigned	chr4	151971	0	0	non_satellite
unassigned-0000808	91785	unassigned	chr13	92800	92800	1	satellite
unassigned-0000576	32015	unassigned	chr15	18794	18794	1	satellite
unassigned-0000809	22053	unassigned	chr15	18128	18128	1	satellite
unassigned-0000577	57684	unassigned	chr15	53121	53121	1	satellite
unassigned-0000537	84943	unassigned	chr16	84951	0	0	non_satellite
unassigned-0000578	107525	unassigned	chr16	322572	107524	0.333333	non_satellite
unassigned-0000579	58299	unassigned	chr16	174855	58285	0.333333	non_satellite
unassigned-0000539	58043	unassigned	chr8	58050	0	0	non_satellite
haplotype2-0000300	44834	haplotype2	chr16	44736	0	0	non_satellite
haplotype2-0000304	161873	haplotype2	chr11	161885	0	0	non_satellite
haplotype2-0000306	75179	haplotype2	chr14	139400	69700	0.5	satellite
haplotype2-0000307	50471	haplotype2	chrY	49745	49745	1	satellite
haplotype1-0000070	475295	haplotype1	chr16	513886	0	0	non_satellite
haplotype1-0000071	68080	haplotype1	chr16	68051	0	0	non_satellite
haplotype1-0000072	19554	haplotype1	chr2	38674	19337	0.5	satellite
unassigned-0001261	51479	unassigned	chr15	51289	51289	1	satellite
unassigned-0001220	188647	unassigned	chr18	170739	0	0	non_satellite
haplotype1-0000073	53346	haplotype1	chr8	56479	56479	1	satellite
unassigned-0001262	55537	unassigned	chr15	63680	63680	1	satellite
haplotype1-0000074	110630	haplotype1	chrX	111884	0	0	non_satellite
unassigned-0001222	63779	unassigned	chr7	63272	0	0	non_satellite
haplotype1-0000075	702768	haplotype1	chr18	312105	312105	1	satellite
unassigned-0001224	35579	unassigned	chr4	35543	0	0	non_satellite
haplotype1-0000076	1586207	haplotype1	chr2	1492670	0	0	non_satellite
unassigned-0001225	40064	unassigned	chr4	41640	0	0	non_satellite
unassigned-0001266	88618	unassigned	chr16	88616	0	0	non_satellite
unassigned-0001267	47843	unassigned	chr22	334705	47815	0.142857	non_satellite
haplotype1-0000037	124658	haplotype1	chr22	171054	137013	0.800993	satellite
unassigned-0001227	189320	unassigned	chr17	189256	0	0	non_satellite
unassigned-0001228	133402	unassigned	chr17	133041	0	0	non_satellite
unassigned-0001229	11337	unassigned	chr8	11306	0	0	non_satellite
unassigned-0000962	127126	unassigned	chr2	127061	127061	1	satellite
unassigned-0000921	29876	unassigned	chr13	30167	30167	1	satellite
unassigned-0000690	71937	unassigned	chr7	71917	0	0	non_satellite
unassigned-0000923	48520	unassigned	chr7	48497	0	0	non_satellite
unassigned-0000691	90802	unassigned	chr19	90876	0	0	non_satellite
unassigned-0000650	101691	unassigned	chr1	101764	0	0	non_satellite
unassigned-0000692	65846	unassigned	chr6	65830	0	0	non_satellite
unassigned-0000925	25295	unassigned	chr10	25268	0	0	non_satellite
unassigned-0000610	164022	unassigned	chr12	164077	0	0	non_satellite
unassigned-0000693	149049	unassigned	chr20	149250	0	0	non_satellite
unassigned-0000967	59403	unassigned	chr13	60861	60861	1	satellite
unassigned-0000611	100788	unassigned	chr12	100828	0	0	non_satellite
unassigned-0000694	117207	unassigned	chr5	117158	0	0	non_satellite
unassigned-0000612	31398	unassigned	chr12	31394	0	0	non_satellite
unassigned-0000969	45183	unassigned	chr12	45198	0	0	non_satellite
unassigned-0000695	28164	unassigned	chr1	28312	0	0	non_satellite
unassigned-0000696	81384	unassigned	chr1	81282	0	0	non_satellite
unassigned-0000614	50929	unassigned	chr1	50765	50765	1	satellite
unassigned-0000656	115122	unassigned	chr11	115091	115091	1	satellite
unassigned-0000615	39066	unassigned	chr1	39134	39134	1	satellite
unassigned-0000616	16388	unassigned	chr7	16387	0	0	non_satellite
unassigned-0000698	28073	unassigned	chr17	28071	0	0	non_satellite
unassigned-0000657	53483	unassigned	chr11	53485	53485	1	satellite
unassigned-0000384	197307	unassigned	chr20	196956	0	0	non_satellite
unassigned-0000658	116724	unassigned	chr11	116715	116715	1	satellite
unassigned-0000617	26351	unassigned	chr1	26419	26419	1	satellite
unassigned-0000659	106265	unassigned	chrY	106259	106259	1	satellite
unassigned-0000618	103162	unassigned	chr20	103118	0	0	non_satellite
unassigned-0000619	24623	unassigned	chrX	24621	0	0	non_satellite
unassigned-0000386	129620	unassigned	chr10	129614	0	0	non_satellite
unassigned-0000345	42834	unassigned	chr2	42802	0	0	non_satellite
unassigned-0000346	61415	unassigned	chr22	61380	0	0	non_satellite
unassigned-0000348	26009	unassigned	chr15	25978	0	0	non_satellite
unassigned-0000349	84774	unassigned	chr15	84774	0	0	non_satellite
haplotype1-0000150	385365	haplotype1	chr7	385424	0	0	non_satellite
haplotype1-0000115	78362	haplotype1	chr8	79575	79575	1	satellite
unassigned-0001071	109861	unassigned	chr13	110179	110179	1	satellite
haplotype1-0000116	41111	haplotype1	chr13	35817	35817	1	satellite
haplotype1-0000118	56745	haplotype1	chr4	56760	0	0	non_satellite
haplotype1-0000159	576781	haplotype1	chr14	432081	432081	1	satellite
unassigned-0001034	97818	unassigned	chr8	97821	0	0	non_satellite
unassigned-0001075	30326	unassigned	chr12	30292	0	0	non_satellite
unassigned-0001035	10940	unassigned	chr8	10918	0	0	non_satellite
unassigned-0001076	78830	unassigned	chr18	78670	0	0	non_satellite
unassigned-0001036	74161	unassigned	chr2	74172	74172	1	satellite
unassigned-0001078	37025	unassigned	chr18	36980	0	0	non_satellite
unassigned-0001079	89910	unassigned	chr8	88756	0	0	non_satellite
