chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	9902836	9902837	haplotype1-0000129	190845	haplotype1	left_end	chr1	9271708	9367444	CLSTN1	535393
chr1	10093688	10093689	haplotype1-0000129	190845	haplotype1	right_end	chr1	10553913	10571805	TARDBP	460225
chr1	12947545	12947546	unassigned-0000695	28164	unassigned	left_end	chr1	12996938	12997920	BRWD1P1	49393
chr1	12975856	12975857	unassigned-0000695	28164	unassigned	right_end	chr1	12996938	12997920	BRWD1P1	21082
chr1	18698066	18698067	unassigned-0000433	32959	unassigned	left_end	chr1	19089503	19097648	AKR7L	391437
chr1	18731014	18731015	unassigned-0000433	32959	unassigned	right_end	chr1	19089503	19097648	AKR7L	358489
chr1	21026295	21026296	haplotype2-0000224	639796	haplotype2	left_end	chr1	21238253	21238788	PDE4DIPP10	211958
chr1	21590212	21590213	unassigned-0000533	79546	unassigned	left_end	chr1	21800815	21822459	CELA3B	210603
chr1	21656984	21656985	unassigned-0001128	39265	unassigned	left_end	chr1	21800815	21822459	CELA3B	143831
chr1	21663438	21663439	haplotype2-0000224	639796	haplotype2	right_end	chr1	21800815	21822459	CELA3B	137377
chr1	21667071	21667072	unassigned-0000533	79546	unassigned	right_end	chr1	21800815	21822459	CELA3B	133744
chr1	21695902	21695903	unassigned-0001128	39265	unassigned	right_end	chr1	21800815	21822459	CELA3B	104913
chr1	27564972	27564973	unassigned-0000804	48140	unassigned	left_end	chr1	27567253	27604410	FAM76A	2281
chr1	27613081	27613082	unassigned-0000804	48140	unassigned	right_end	chr1	27567253	27604410	FAM76A	8672
chr1	35221249	35221250	unassigned-0001217	16020	unassigned	left_end	chr1	35131763	35285115	ZMYM4	0
chr1	35237250	35237251	unassigned-0001217	16020	unassigned	right_end	chr1	35131763	35285115	ZMYM4	0
chr1	39793037	39793038	unassigned-0000371	59701	unassigned	left_end	chr1	39764867	39771357	MYCL	21681
chr1	39852970	39852971	unassigned-0000371	59701	unassigned	right_end	chr1	39824590	39839402	MFSD2A	13569
chr1	53391757	53391758	unassigned-0001243	42216	unassigned	left_end	chr1	53123826	53210280	LRP8	181478
chr1	53433969	53433970	unassigned-0001243	42216	unassigned	right_end	chr1	53123826	53210280	LRP8	223690
chr1	64745135	64745136	haplotype1-0000090	135610	haplotype1	left_end	chr1	65025530	65110134	AK4	280395
chr1	64751304	64751305	unassigned-0000796	58197	unassigned	left_end	chr1	65025530	65110134	AK4	274226
chr1	64809445	64809446	unassigned-0000796	58197	unassigned	right_end	chr1	65025530	65110134	AK4	216085
chr1	64880731	64880732	haplotype1-0000090	135610	haplotype1	right_end	chr1	65025530	65110134	AK4	144799
chr1	70372060	70372061	unassigned-0001180	32440	unassigned	left_end	chr1	70408633	70410677	CHORDC1P5	36573
chr1	70404406	70404407	unassigned-0001180	32440	unassigned	right_end	chr1	70408633	70410677	CHORDC1P5	4227
chr1	103523656	103523657	unassigned-0000601	71029	unassigned	left_end	chr1	103517869	103530136	LOC124904594	0
chr1	103575004	103575005	haplotype2-0000239	45073	haplotype2	left_end	chr1	103575075	103581261	AMYP1	71
chr1	103594697	103594698	unassigned-0000601	71029	unassigned	right_end	chr1	103593540	103594387	LOC105378878	311
chr1	103620041	103620042	haplotype2-0000239	45073	haplotype2	right_end	chr1	103612010	103624283	LOC124904594	0
chr1	128171788	128171789	unassigned-0000609	160128	unassigned	left_end	chr1	127860144	127931753	LOC105379854	240036
chr1	128290711	128290712	unassigned-0000615	39066	unassigned	left_end	chr1	127860144	127931753	LOC105379854	358959
chr1	128305005	128305006	unassigned-0000617	26351	unassigned	left_end	chr1	127860144	127931753	LOC105379854	373253
chr1	128316394	128316395	unassigned-0000614	50929	unassigned	left_end	chr1	127860144	127931753	LOC105379854	384642
chr1	128316880	128316881	unassigned-0000609	160128	unassigned	right_end	chr1	127860144	127931753	LOC105379854	385128
chr1	128329844	128329845	unassigned-0000615	39066	unassigned	right_end	chr1	127860144	127931753	LOC105379854	398092
chr1	128331423	128331424	unassigned-0000617	26351	unassigned	right_end	chr1	127860144	127931753	LOC105379854	399671
chr1	128367158	128367159	unassigned-0000614	50929	unassigned	right_end	chr1	127860144	127931753	LOC105379854	435406
chr1	143847026	143847027	unassigned-0001232	18135	unassigned	left_end	chr1	143841925	143850134	LOC107987366	0
chr1	143865131	143865132	unassigned-0001232	18135	unassigned	right_end	chr1	143853150	143887172	LOC100996737	0
chr1	143913507	143913508	unassigned-0000600	55417	unassigned	left_end	chr1	143895367	143913154	LOC105371216	354
chr1	143936766	143936767	unassigned-0000599	26971	unassigned	left_end	chr1	143913866	143942009	LOC105371217	0
chr1	143963700	143963701	unassigned-0000599	26971	unassigned	right_end	chr1	143984822	143985529	LOC102724269	21122
chr1	143972782	143972783	unassigned-0000600	55417	unassigned	right_end	chr1	143984822	143985529	LOC102724269	12040
chr1	146725798	146725799	unassigned-0000413	72888	unassigned	left_end	chr1	146712629	146758115	PDE4DIPP1	0
chr1	146731184	146731185	unassigned-0001196	16079	unassigned	left_end	chr1	146712629	146758115	PDE4DIPP1	0
chr1	146747273	146747274	unassigned-0001196	16079	unassigned	right_end	chr1	146712629	146758115	PDE4DIPP1	0
chr1	146798705	146798706	unassigned-0000413	72888	unassigned	right_end	chr1	146792465	146813561	PDZK1P1	0
chr1	160534999	160535000	unassigned-0000696	81384	unassigned	left_end	chr1	160543484	160544560	LOC148430	8485
chr1	160574692	160574693	unassigned-0001198	48871	unassigned	left_end	chr1	160577242	160577314	TRG-TCC4-1	2550
chr1	160583913	160583914	haplotype1-0000096	62385	haplotype1	left_end	chr1	160584270	160584342	TRE-CTC1-1	357
chr1	160595660	160595661	unassigned-0000803	45161	unassigned	left_end	chr1	160595135	160595206	TRG-GCC1-2	455
chr1	160616280	160616281	unassigned-0000696	81384	unassigned	right_end	chr1	160615577	160615660	TRL-CAG1-1	621
chr1	160623635	160623636	unassigned-0001198	48871	unassigned	right_end	chr1	160622970	160623053	TRL-CAG1-4	583
chr1	160640819	160640820	unassigned-0000803	45161	unassigned	right_end	chr1	160639534	160639605	TRG-GCC1-1	1215
chr1	160643260	160643261	haplotype1-0000096	62385	haplotype1	right_end	chr1	160643450	160643522	TRE-CTC1-1	190
chr1	160676142	160676143	unassigned-0001039	100533	unassigned	left_end	chr1	160676358	160676429	TRG-GCC1-1	216
chr1	160708083	160708084	unassigned-0001041	81651	unassigned	left_end	chr1	160709807	160709879	TRE-CTC1-1	1724
chr1	160764964	160764965	unassigned-0000755	34582	unassigned	left_end	chr1	160768079	160786676	FCGR2A	3115
chr1	160773306	160773307	unassigned-0000754	26684	unassigned	left_end	chr1	160768079	160786676	FCGR2A	0
chr1	160776734	160776735	unassigned-0001039	100533	unassigned	right_end	chr1	160768079	160786676	FCGR2A	0
chr1	160789652	160789653	unassigned-0001041	81651	unassigned	right_end	chr1	160787167	160789522	HSPA6	131
