chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	5502067	5530111	N_region_windowed	28149	+	chr1	5710665	5725241	RPL22	180555
chr1	21604262	21611769	N_region_windowed	7500	+	chr1	21800815	21822459	CELA3B	189047
chr1	160587890	160595397	N_region_windowed	7500	+	chr1	160591669	160591741	TRE-CTC1-2	0
chr1	160587890	160595397	N_region_windowed	7500	+	chr1	160592027	160592099	TRG-TCC2-2	0
chr1	160587890	160595397	N_region_windowed	7500	+	chr1	160592684	160592756	TRD-GTC2-2	0
chr1	160587890	160595397	N_region_windowed	7500	+	chr1	160593392	160593475	TRL-CAG1-2	0
chr1	160587890	160595397	N_region_windowed	7500	+	chr1	160595135	160595206	TRG-GCC1-2	0
chr10	42931196	43051511	N_region_windowed	100000	-	chr10	43025544	43025957	KSR1P1	0
chr10	49391503	49504149	N_region_windowed	100000	-	chr10	49005497	49123837	FRMPD2	267667
chr10	134067506	134170104	N_region_windowed	100000	-	chr10	134037633	134087440	ADGRA1	0
chr11	45815486	45822986	N_region	7500	-	chr11	46552486	46750082	AMBRA1	729501
chr11	65502062	65509859	N_region_windowed	7500	-	chr11	65361331	65419838	FRMD8	82225
chr12	8554179	8622292	N_region_windowed	68222	-	chr12	8617616	8621545	HADHAP2	0
chr12	13622236	13629736	N_region	7500	-	chr12	14243189	14380441	ATF7IP	613454
chr12	53646569	53651956	N_region	7500	-	chr12	54023820	54087792	FLJ12825	371865
chr14	68900	68902	N_region	13656	+	chr14	235175	235692	MTCO3P39	166274
chr14	70963495	71035343	N_region	72880	-	chr14	70844085	70845119	RPSAP3	118377
chr15	1617659	1619159	N_region_windowed	1500	+	chr15	1740622	1803011	LOC105379566	121464
chr15	16057551	16141917	N_region_windowed	84340	+	chr15	16565882	16566923	LOC107987371	423966
chr15	18261398	18340555	N_region_windowed	72342	-	chr15	18263816	18263912	LOC124903613	0
chr15	18261398	18340555	N_region_windowed	72342	-	chr15	18320250	18417997	HERC2P3	0
chr15	46875848	46888065	N_region_windowed	7500	-	chr15	46963985	47175966	GALK2	75921
chr15	47704012	47778375	N_region	54126	-	chr15	47135180	47429199	FAM227B	274814
chr16	15106985	15115980	N_region_windowed	7500	-	chr16	14975788	15158065	PDXDC1	0
chr16	15106985	15115980	N_region_windowed	7500	-	chr16	15095461	15110248	LOC100505915	0
chr16	15106985	15115980	N_region_windowed	7500	-	chr16	15105366	15124458	NPIPP1	0
