contig	color
contig-0000001	#E6AB23	chr8
contig-0000002	#E6AB23	chr8
contig-0000003	#CCA0BF	chr18
contig-0000004	#E6AB23	chr8
contig-0000005	#E6B847	chr15
contig-0000006	#009E73	chr3
contig-0000007	#009E73	chr3
contig-0000008	#E6AB23	chr8
contig-0000009	#E6AB23	chr8
contig-0000010	#CC79A7	chr4
contig-0000011	#E6B847	chr15
contig-0000012	#E6B847	chr15
contig-0000013	#E6B847	chr15
contig-0000014	#E6B847	chr15
contig-0000015	#0072B2	chr5
contig-0000016	#0072B2	chr5
contig-0000017	#0072B2	chr5
contig-0000018	#56B4E9	chr2
contig-0000019	#56B4E9	chr2
contig-0000020	#56B4E9	chr2
contig-0000021	#5699E9	chr9
contig-0000022	#5699E9	chr9
contig-0000023	#5699E9	chr9
contig-0000024	#5699E9	chr9
contig-0000025	#5699E9	chr9
contig-0000026	#737373	chr14
contig-0000027	#737373	chr14
contig-0000028	#737373	chr14
contig-0000029	#737373	chr14
contig-0000030	#737373	chr14
contig-0000031	#D55E00	chr6
contig-0000032	#D55E00	chr6
contig-0000033	#D57533	chr13
contig-0000034	#D55E00	chr6
contig-0000035	#D55E00	chr6
contig-0000036	#D55E00	chr6
contig-0000037	#D55E00	chr6
contig-0000038	#D55E00	chr6
contig-0000039	#0072B2	chr5
contig-0000040	#0072B2	chr5
contig-0000041	#0072B2	chr5
contig-0000042	#E6AB23	chr8
contig-0000043	#E6AB23	chr8
contig-0000044	#E6C47F	chr22
contig-0000045	#E6AB23	chr8
contig-0000046	#E6AB23	chr8
contig-0000047	#E6AB23	chr8
contig-0000048	#CC79A7	chr4
contig-0000049	#CC79A7	chr4
contig-0000050	#CC79A7	chr4
contig-0000051	#56B4E9	chr2
contig-0000052	#737373	chr14
contig-0000053	#567DE9	chr16
contig-0000054	#E6C47F	chr22
contig-0000055	#567DE9	chr16
contig-0000056	#567DE9	chr16
contig-0000057	#567DE9	chr16
contig-0000058	#CC8DB3	chr11
contig-0000059	#CC8DB3	chr11
contig-0000060	#CCA0BF	chr18
contig-0000061	#CCA0BF	chr18
contig-0000062	#E6B847	chr15
contig-0000063	#CCA0BF	chr18
contig-0000064	#D55E00	chr6
