#sample	chromosome	dataset_name0	dataset_name1	file_name0	file_name1	intersection_blocks	covered_variants	all_assessed_pairs	all_switches	all_switch_rate	all_switchflips	all_switchflip_rate	blockwise_hamming	blockwise_hamming_rate	blockwise_diff_genotypes	blockwise_diff_genotypes_rate	largestblock_assessed_pairs	largestblock_switches	largestblock_switch_rate	largestblock_switchflips	largestblock_switchflip_rate	largestblock_hamming	largestblock_hamming_rate	largestblock_diff_genotypes	largestblock_diff_genotypes_rate	het_variants0	only_snvs
SAMPLE	chr1	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	24188	24187	1242	0.0513498987059164	744/249	0.041055112250382435	11882	0.4912353233008103	0	0.0	24187	1242	0.0513498987059164	744/249	0.041055112250382435	11882	0.4912353233008103	0	0.0	112964	0
SAMPLE	chr10	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	18030	18029	958	0.053136613234233736	554/202	0.041932442176493424	8787	0.48735440931780366	0	0.0	18029	958	0.053136613234233736	554/202	0.041932442176493424	8787	0.48735440931780366	0	0.0	74004	0
SAMPLE	chr11	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	16571	16570	872	0.052625226312613155	522/175	0.04206397103198552	7886	0.4758916178866695	0	0.0	16570	872	0.052625226312613155	522/175	0.04206397103198552	7886	0.4758916178866695	0	0.0	65568	0
SAMPLE	chr12	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	15826	15825	957	0.0604739336492891	519/219	0.04663507109004739	7515	0.4748515101731328	0	0.0	15825	957	0.0604739336492891	519/219	0.04663507109004739	7515	0.4748515101731328	0	0.0	66176	0
SAMPLE	chr13	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	14628	14627	734	0.05018117180556505	418/158	0.039379230190743145	7111	0.4861225047853432	0	0.0	14627	734	0.05018117180556505	418/158	0.039379230190743145	7111	0.4861225047853432	0	0.0	52174	0
SAMPLE	chr14	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	11557	11556	670	0.0579785392869505	386/142	0.04569055036344756	5630	0.4871506446309596	0	0.0	11556	670	0.0579785392869505	386/142	0.04569055036344756	5630	0.4871506446309596	0	0.0	60655	0
SAMPLE	chr15	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	10396	10395	638	0.061375661375661375	368/135	0.04838864838864839	4996	0.4805694497883801	0	0.0	10395	638	0.061375661375661375	368/135	0.04838864838864839	4996	0.4805694497883801	0	0.0	59974	0
SAMPLE	chr16	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	9384	9383	590	0.06287967600980497	312/139	0.04806565064478312	4193	0.4468243819266837	0	0.0	9383	590	0.06287967600980497	312/139	0.04806565064478312	4193	0.4468243819266837	0	0.0	52481	0
SAMPLE	chr17	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	8141	8140	587	0.07211302211302212	339/124	0.05687960687960688	3864	0.47463456577815993	0	0.0	8140	587	0.07211302211302212	339/124	0.05687960687960688	3864	0.47463456577815993	0	0.0	38016	0
SAMPLE	chr18	giab	assembly	assembly/qc/phased_verkko/T2T10/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T10/assembly.filtered.vcf.gz	1	9619	9618	599	0.06227906009565398	357/121	0.049698482012892495	4456	0.46324981806840626	0	0.0	9618	599	0.06227906009565398	357/121	0.049698482012892495	4456	0.46324981806840626	0	0.0	38643	0
