T2T00_2_chr10_haplotype1-0000034:38373513-43205975	T2T00_2_chr10_haplotype1-0000034:38373514-43205975
T2T00_2_chr10_haplotype2-0000420:38070579-44394425	T2T00_2_chr10_haplotype2-0000420:38070580-44394425
T2T00_2_chr11_haplotype1-0000012:47896876-56993572	T2T00_2_chr11_haplotype1-0000012:47896877-56993572
T2T00_2_chr13_haplotype1-0000043:1-5553681	T2T00_2_chr13_haplotype1-0000043:2-5553681
T2T00_2_chr13_haplotype2-0000561:1-497946	T2T00_2_chr13_haplotype2-0000561:2-497946
T2T00_2_chr14_haplotype2-0000454:1286007-9152860	T2T00_2_chr14_haplotype2-0000454:1286008-9152860
T2T00_2_chr14_haplotype2-0000724:1-533337	T2T00_2_chr14_haplotype2-0000724:2-533337
T2T00_2_chr16_haplotype2-0000424:10362056-16371094	T2T00_2_chr16_haplotype2-0000424:10362057-16371094
T2T00_2_chr1_haplotype2-0000463:121393998-129247638	T2T00_2_chr1_haplotype2-0000463:121393999-129247638
T2T00_2_chr20_haplotype2-0000411:25264747-32252271	T2T00_2_chr20_haplotype2-0000411:25264748-32252271
T2T00_2_chr21_haplotype1-0000005:1-2666678	T2T00_2_chr21_haplotype1-0000005:2-2666678
T2T00_2_chr21_haplotype1-0000257:1-394340	T2T00_2_chr21_haplotype1-0000257:2-394340
T2T00_2_chr21_unassigned-0002542:1-45882	T2T00_2_chr21_unassigned-0002542:2-45882
T2T00_2_chr22_haplotype2-0000455:2350032-10779789	T2T00_2_chr22_haplotype2-0000455:2350033-10779789
T2T00_2_chr4_haplotype1-0000018:49395005-55155007	T2T00_2_chr4_haplotype1-0000018:49395006-55155007
T2T00_2_chr4_haplotype2-0000429:48135276-53934281	T2T00_2_chr4_haplotype2-0000429:48135277-53934281
T2T00_2_chr5_unassigned-0001772:1-67597	T2T00_2_chr5_unassigned-0001772:2-67597
T2T00_2_chr9_haplotype2-0000442:41872864-43425435	T2T00_2_chr9_haplotype2-0000442:41872865-43425435
T2T00_2_chrX_haplotype1-0000007:56938293-62092980	T2T00_2_chrX_haplotype1-0000007:56938294-62092980
T2T00_2_chrX_haplotype2-0000453:57052261-62054904	T2T00_2_chrX_haplotype2-0000453:57052262-62054904
T2T00_2_chrX_unassigned-0001838:1-57438	T2T00_2_chrX_unassigned-0001838:2-57438
T2T00_2_rc-chr11_haplotype2-0000434:47969989-56265891	T2T00_2_rc-chr11_haplotype2-0000434:47969990-56265891
T2T00_2_rc-chr12_haplotype1-0000001:33643237-38714210	T2T00_2_rc-chr12_haplotype1-0000001:33643238-38714210
T2T00_2_rc-chr12_haplotype2-0000412:33346505-38194501	T2T00_2_rc-chr12_haplotype2-0000412:33346506-38194501
T2T00_2_rc-chr13_haplotype2-0000465:1-6269380	T2T00_2_rc-chr13_haplotype2-0000465:2-6269380
T2T00_2_rc-chr14_haplotype1-0000027:2227544-11402536	T2T00_2_rc-chr14_haplotype1-0000027:2227545-11402536
T2T00_2_rc-chr15_haplotype2-0000417:4250852-11065376	T2T00_2_rc-chr15_haplotype2-0000417:4250853-11065376
T2T00_2_rc-chr16_haplotype1-0000038:2970255-9742435	T2T00_2_rc-chr16_haplotype1-0000038:2970256-9742435
