T2T09_chr10_haplotype1-0000004:38101673-42738528	T2T09_chr10_haplotype1-0000004:38101674-42738528
T2T09_chr12_haplotype1-0000010:33357857-39585635	T2T09_chr12_haplotype1-0000010:33357858-39585635
T2T09_chr12_haplotype2-0000091:33514234-39547000	T2T09_chr12_haplotype2-0000091:33514235-39547000
T2T09_chr13_haplotype1-0000021:469311-8352073	T2T09_chr13_haplotype1-0000021:469312-8352073
T2T09_chr15_haplotype1-0000012:3788491-9452391	T2T09_chr15_haplotype1-0000012:3788492-9452391
T2T09_chr15_haplotype2-0000094:3752689-10647127	T2T09_chr15_haplotype2-0000094:3752690-10647127
T2T09_chr16_haplotype1-0000014:10686894-18575545	T2T09_chr16_haplotype1-0000014:10686895-18575545
T2T09_chr19_haplotype1-0000028:23231841-30641283	T2T09_chr19_haplotype1-0000028:23231842-30641283
T2T09_chr1_haplotype1-0000003:120462920-129022995	T2T09_chr1_haplotype1-0000003:120462921-129022995
T2T09_chr20_haplotype2-0000095:25368577-33071685	T2T09_chr20_haplotype2-0000095:25368578-33071685
T2T09_chr21_haplotype1-0000023:339552-7192802	T2T09_chr21_haplotype1-0000023:339553-7192802
T2T09_chr21_haplotype2-0000103:1-3392364	T2T09_chr21_haplotype2-0000103:2-3392364
T2T09_chr21_haplotype2-0000174:1-581119	T2T09_chr21_haplotype2-0000174:2-581119
T2T09_chr22_haplotype2-0000101:1-11913582	T2T09_chr22_haplotype2-0000101:2-11913582
T2T09_chr4_haplotype1-0000001:48854574-55573965	T2T09_chr4_haplotype1-0000001:48854575-55573965
T2T09_chr4_haplotype2-0000085:48871152-57276480	T2T09_chr4_haplotype2-0000085:48871153-57276480
T2T09_chr8_haplotype1-0000020:41476975-47180245	T2T09_chr8_haplotype1-0000020:41476976-47180245
T2T09_chr8_haplotype2-0000099:42070231-48042665	T2T09_chr8_haplotype2-0000099:42070232-48042665
T2T09_chrY_haplotype1-0000018:9068904-11606555	T2T09_chrY_haplotype1-0000018:9068905-11606555
T2T09_chrY_haplotype1-0000018:17959717-20006233	T2T09_chrY_haplotype1-0000018:17959718-20006233
T2T09_rc-chr10_haplotype2-0000096:38085233-43205546	T2T09_rc-chr10_haplotype2-0000096:38085234-43205546
T2T09_rc-chr11_haplotype1-0000008:47590002-56643956	T2T09_rc-chr11_haplotype1-0000008:47590003-56643956
T2T09_rc-chr11_haplotype2-0000089:47776021-55035950	T2T09_rc-chr11_haplotype2-0000089:47776022-55035950
T2T09_rc-chr13_haplotype2-0000100:1-12269991	T2T09_rc-chr13_haplotype2-0000100:2-12269991
T2T09_rc-chr14_haplotype1-0000009:116451-13329835	T2T09_rc-chr14_haplotype1-0000009:116452-13329835
T2T09_rc-chr14_haplotype2-0000108:89301-9991563	T2T09_rc-chr14_haplotype2-0000108:89302-9991563
T2T09_rc-chr16_haplotype1-0000075:1-764361	T2T09_rc-chr16_haplotype1-0000075:2-764361
T2T09_rc-chr16_haplotype2-0000086:31618739-38389382	T2T09_rc-chr16_haplotype2-0000086:31618740-38389382
T2T09_rc-chr17_haplotype1-0000026:21805292-27794439	T2T09_rc-chr17_haplotype1-0000026:21805293-27794439
T2T09_rc-chr17_haplotype2-0000088:22101197-27219747	T2T09_rc-chr17_haplotype2-0000088:22101198-27219747
T2T09_rc-chr18_haplotype1-0000013:14398406-23346233	T2T09_rc-chr18_haplotype1-0000013:14398407-23346233
T2T09_rc-chr18_haplotype2-0000106:14559002-21498538	T2T09_rc-chr18_haplotype2-0000106:14559003-21498538
T2T09_rc-chr19_haplotype2-0000110:23414033-30922155	T2T09_rc-chr19_haplotype2-0000110:23414034-30922155
T2T09_rc-chr1_haplotype2-0000097:121211860-130020115	T2T09_rc-chr1_haplotype2-0000097:121211861-130020115
T2T09_rc-chr20_haplotype1-0000002:25387974-33878350	T2T09_rc-chr20_haplotype1-0000002:25387975-33878350
T2T09_rc-chr22_haplotype1-0000022:1-10890070	T2T09_rc-chr22_haplotype1-0000022:2-10890070
T2T09_rc-chr2_haplotype1-0000017:91510602-95191589	T2T09_rc-chr2_haplotype1-0000017:91510603-95191589
T2T09_rc-chr2_haplotype1-0000017:130707290-132748419	T2T09_rc-chr2_haplotype1-0000017:130707291-132748419
T2T09_rc-chr2_haplotype2-0000098:91373476-96790616	T2T09_rc-chr2_haplotype2-0000098:91373477-96790616
T2T09_rc-chr2_haplotype2-0000098:132376987-134416839	T2T09_rc-chr2_haplotype2-0000098:132376988-134416839
T2T09_rc-chr2_unassigned-0000262:1-153129	T2T09_rc-chr2_unassigned-0000262:2-153129
