T2T04_1_chr13_haplotype2-0000127:1-3501262	T2T04_1_chr13_haplotype2-0000127:2-3501262
T2T04_1_chr16_haplotype2-0000111:32029925-41420561	T2T04_1_chr16_haplotype2-0000111:32029926-41420561
T2T04_1_chr18_haplotype1-0000012:14625574-21641966	T2T04_1_chr18_haplotype1-0000012:14625575-21641966
T2T04_1_chr18_haplotype2-0000115:14366670-21339955	T2T04_1_chr18_haplotype2-0000115:14366671-21339955
T2T04_1_chr19_haplotype1-0000010:23363125-30372864	T2T04_1_chr19_haplotype1-0000010:23363126-30372864
T2T04_1_chr19_haplotype2-0000121:23425778-30835154	T2T04_1_chr19_haplotype2-0000121:23425779-30835154
T2T04_1_chr1_haplotype1-0000008:120907680-127978736	T2T04_1_chr1_haplotype1-0000008:120907681-127978736
T2T04_1_chr22_haplotype2-0000124:1-11515323	T2T04_1_chr22_haplotype2-0000124:2-11515323
T2T04_1_chr2_haplotype2-0000104:91285878-95856292	T2T04_1_chr2_haplotype2-0000104:91285879-95856292
T2T04_1_chr2_haplotype2-0000104:131411102-133450534	T2T04_1_chr2_haplotype2-0000104:131411103-133450534
T2T04_1_chr4_haplotype1-0000013:48887998-54576527	T2T04_1_chr4_haplotype1-0000013:48887999-54576527
T2T04_1_chr4_haplotype2-0000118:48746471-53280150	T2T04_1_chr4_haplotype2-0000118:48746472-53280150
T2T04_1_chr8_haplotype1-0000007:41686003-47054233	T2T04_1_chr8_haplotype1-0000007:41686004-47054233
T2T04_1_chr9_haplotype1-0000014:39544639-48006585	T2T04_1_chr9_haplotype1-0000014:39544640-48006585
T2T04_1_chr9_haplotype1-0000014:67403560-72089119	T2T04_1_chr9_haplotype1-0000014:67403561-72089119
T2T04_1_rc-chr10_haplotype1-0000006:38399852-43554065	T2T04_1_rc-chr10_haplotype1-0000006:38399853-43554065
T2T04_1_rc-chr10_haplotype2-0000105:38099820-42859294	T2T04_1_rc-chr10_haplotype2-0000105:38099821-42859294
T2T04_1_rc-chr11_haplotype1-0000015:47560771-55403670	T2T04_1_rc-chr11_haplotype1-0000015:47560772-55403670
T2T04_1_rc-chr11_haplotype2-0000120:47626281-55949471	T2T04_1_rc-chr11_haplotype2-0000120:47626282-55949471
T2T04_1_rc-chr12_haplotype1-0000001:33336840-39971045	T2T04_1_rc-chr12_haplotype1-0000001:33336841-39971045
T2T04_1_rc-chr12_haplotype2-0000101:33392252-39829618	T2T04_1_rc-chr12_haplotype2-0000101:33392253-39829618
T2T04_1_rc-chr13_haplotype1-0000025:9054361-17475999	T2T04_1_rc-chr13_haplotype1-0000025:9054362-17475999
T2T04_1_rc-chr13_haplotype2-0000117:1-6626270	T2T04_1_rc-chr13_haplotype2-0000117:2-6626270
T2T04_1_rc-chr14_haplotype1-0000027:1-12686708	T2T04_1_rc-chr14_haplotype1-0000027:2-12686708
T2T04_1_rc-chr14_haplotype2-0000116:114122-11457078	T2T04_1_rc-chr14_haplotype2-0000116:114123-11457078
T2T04_1_rc-chr15_haplotype2-0000128:7175571-13822058	T2T04_1_rc-chr15_haplotype2-0000128:7175572-13822058
T2T04_1_rc-chr16_haplotype1-0000016:31177084-39800251	T2T04_1_rc-chr16_haplotype1-0000016:31177085-39800251
T2T04_1_rc-chr17_haplotype1-0000002:21825534-26107301	T2T04_1_rc-chr17_haplotype1-0000002:21825535-26107301
T2T04_1_rc-chr17_haplotype2-0000102:21930047-27305111	T2T04_1_rc-chr17_haplotype2-0000102:21930048-27305111
T2T04_1_rc-chr1_haplotype2-0000119:121186038-129718713	T2T04_1_rc-chr1_haplotype2-0000119:121186039-129718713
T2T04_1_rc-chr20_haplotype1-0000005:25262951-33197512	T2T04_1_rc-chr20_haplotype1-0000005:25262952-33197512
T2T04_1_rc-chr20_haplotype2-0000108:25361376-33804575	T2T04_1_rc-chr20_haplotype2-0000108:25361377-33804575
T2T04_1_rc-chr21_haplotype1-0000011:1-6410695	T2T04_1_rc-chr21_haplotype1-0000011:2-6410695
T2T04_1_rc-chr21_haplotype2-0000131:172268-12094930	T2T04_1_rc-chr21_haplotype2-0000131:172269-12094930
T2T04_1_rc-chr22_haplotype1-0000021:5090777-13950026	T2T04_1_rc-chr22_haplotype1-0000021:5090778-13950026
T2T04_1_rc-chr22_unassigned-0000480:1-137646	T2T04_1_rc-chr22_unassigned-0000480:2-137646
T2T04_1_rc-chr2_haplotype1-0000022:91374304-95601048	T2T04_1_rc-chr2_haplotype1-0000022:91374305-95601048
T2T04_1_rc-chr2_haplotype1-0000022:131375147-133414580	T2T04_1_rc-chr2_haplotype1-0000022:131375148-133414580
