#sample	chromosome	dataset_name0	dataset_name1	file_name0	file_name1	intersection_blocks	covered_variants	all_assessed_pairs	all_switches	all_switch_rate	all_switchflips	all_switchflip_rate	blockwise_hamming	blockwise_hamming_rate	blockwise_diff_genotypes	blockwise_diff_genotypes_rate	largestblock_assessed_pairs	largestblock_switches	largestblock_switch_rate	largestblock_switchflips	largestblock_switchflip_rate	largestblock_hamming	largestblock_hamming_rate	largestblock_diff_genotypes	largestblock_diff_genotypes_rate	het_variants0	only_snvs
SAMPLE	chr1	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	89445	89444	102	0.0011403783372836635	4/49	0.0005925495281964134	58	0.0006484431773715691	0	0.0	89444	102	0.0011403783372836635	4/49	0.0005925495281964134	58	0.0006484431773715691	0	0.0	239623	0
SAMPLE	chr10	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	63144	63143	62	0.0009818982309994773	0/31	0.0004909491154997386	31	0.0004909413404282275	0	0.0	63143	62	0.0009818982309994773	0/31	0.0004909491154997386	31	0.0004909413404282275	0	0.0	147483	0
SAMPLE	chr11	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	54532	54531	40	0.0007335277181786506	0/20	0.0003667638590893253	20	0.00036675713342624515	0	0.0	54531	40	0.0007335277181786506	0/20	0.0003667638590893253	20	0.00036675713342624515	0	0.0	130617	0
SAMPLE	chr12	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	53424	53423	40	0.0007487411788929862	0/20	0.0003743705894464931	20	0.00037436358191075174	0	0.0	53423	40	0.0007487411788929862	0/20	0.0003743705894464931	20	0.00037436358191075174	0	0.0	136945	0
SAMPLE	chr13	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	44967	44966	26	0.0005782146510696971	0/13	0.00028910732553484857	13	0.0002891008962127783	0	0.0	44966	26	0.0005782146510696971	0/13	0.00028910732553484857	13	0.0002891008962127783	0	0.0	106915	0
SAMPLE	chr14	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	39596	39595	34	0.0008586942795807552	0/17	0.0004293471397903776	17	0.00042933629659561574	0	0.0	39595	34	0.0008586942795807552	0/17	0.0004293471397903776	17	0.00042933629659561574	0	0.0	139299	0
SAMPLE	chr15	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	39250	39249	30	0.0007643506840938623	0/15	0.00038217534204693115	15	0.0003821656050955414	0	0.0	39249	30	0.0007643506840938623	0/15	0.00038217534204693115	15	0.0003821656050955414	0	0.0	146919	0
SAMPLE	chr16	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	36868	36867	50	0.0013562264355656821	6/22	0.000759486803916782	29	0.0007865899967451448	0	0.0	36867	50	0.0013562264355656821	6/22	0.000759486803916782	29	0.0007865899967451448	0	0.0	102289	0
SAMPLE	chr17	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	33680	33679	60	0.0017815255797381158	6/27	0.0009798390688559636	36	0.0010688836104513063	0	0.0	33679	60	0.0017815255797381158	6/27	0.0009798390688559636	36	0.0010688836104513063	0	0.0	94133	0
SAMPLE	chr18	giab	assembly	assembly/qc/phased_verkko/T2T_HG002/giab.filtered.vcf.gz	assembly/qc/phased_verkko/T2T_HG002/assembly.filtered.vcf.gz	1	34082	34081	28	0.000821572136967812	2/13	0.0004401279305184707	16	0.0004694560178393287	0	0.0	34081	28	0.000821572136967812	2/13	0.0004401279305184707	16	0.0004694560178393287	0	0.0	80608	0
