contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
haplotype2-0000096	184981	haplotype2	chr9	924835	184967	0.2	non_satellite
haplotype2-0000097	248816	haplotype2	chr7	248828	0	0	non_satellite
unassigned-0000768	59051	unassigned	chr22	115082	57541	0.5	satellite
haplotype2-0000098	53202	haplotype2	chr15	53011	0	0	non_satellite
haplotype2-0000099	138841	haplotype2	chr9	138926	0	0	non_satellite
unassigned-0000784	97745	unassigned	chr18	97709	0	0	non_satellite
unassigned-0000570	110428	unassigned	chr14	110393	0	0	non_satellite
unassigned-0000343	55501	unassigned	chr13	55291	55291	1	satellite
unassigned-0000345	109615	unassigned	chr22	43257	43257	1	satellite
unassigned-0000559	194212	unassigned	chr14	11839	11839	1	satellite
unassigned-0000572	281242	unassigned	chr11	568676	198983	0.349906	non_satellite
unassigned-0000573	261238	unassigned	chr11	379980	286203	0.753205	satellite
unassigned-0000574	242232	unassigned	chr11	416618	278494	0.668464	satellite
unassigned-0000575	115857	unassigned	chr11	115879	115879	1	satellite
unassigned-0000576	121543	unassigned	chr11	286666	143333	0.5	satellite
unassigned-0000611	111676	unassigned	chr13	101874	101874	1	satellite
unassigned-0000612	82140	unassigned	chr21	82301	82301	1	satellite
unassigned-0000613	57431	unassigned	chr7	57411	0	0	non_satellite
unassigned-0000593	63171	unassigned	chr15	63327	0	0	non_satellite
unassigned-0000152	111501	unassigned	chr14	109451	109451	1	satellite
unassigned-0000367	56286	unassigned	chr21	56309	0	0	non_satellite
unassigned-0000614	71218	unassigned	chr21	76222	76222	1	satellite
unassigned-0000368	135131	unassigned	chr21	135110	0	0	non_satellite
unassigned-0000401	326737	unassigned	chr13	2245943	320849	0.142857	non_satellite
unassigned-0000595	186034	unassigned	chr11	62044	62044	1	satellite
unassigned-0000402	297226	unassigned	chr13	2039681	291383	0.142857	non_satellite
unassigned-0000596	151500	unassigned	chr11	77939	77939	1	satellite
unassigned-0000597	86915	unassigned	chr20	21804	21804	1	satellite
unassigned-0000630	13789	unassigned	chr20	13776	0	0	non_satellite
unassigned-0000617	122592	unassigned	chr2	122561	122561	1	satellite
unassigned-0000158	96712	unassigned	chr16	96608	0	0	non_satellite
unassigned-0000385	113309	unassigned	chr16	113337	0	0	non_satellite
unassigned-0000632	60420	unassigned	chr1	60392	0	0	non_satellite
unassigned-0000407	45069	unassigned	chr9	45037	0	0	non_satellite
unassigned-0000408	46493	unassigned	chr9	46480	0	0	non_satellite
unassigned-0000635	114548	unassigned	chr7	114541	0	0	non_satellite
unassigned-0000636	43798	unassigned	chr11	43797	0	0	non_satellite
unassigned-0000176	66969	unassigned	chr9	66958	0	0	non_satellite
unassigned-0000650	76012	unassigned	chr7	72733	0	0	non_satellite
unassigned-0000177	163032	unassigned	chr2	163077	0	0	non_satellite
unassigned-0000651	119469	unassigned	chr15	108688	0	0	non_satellite
unassigned-0000424	103939	unassigned	chr13	104004	0	0	non_satellite
unassigned-0000425	164875	unassigned	chr9	166313	0	0	non_satellite
unassigned-0000652	209964	unassigned	chr9	209970	209970	1	satellite
unassigned-0000639	89293	unassigned	chr14	178650	89325	0.5	satellite
unassigned-0000653	104327	unassigned	chr9	104324	104324	1	satellite
unassigned-0000179	48878	unassigned	chr9	48859	48859	1	satellite
unassigned-0000654	289696	unassigned	chr9	289727	289727	1	satellite
unassigned-0000440	162153	unassigned	chr5	163292	0	0	non_satellite
unassigned-0000655	63642	unassigned	chr9	63660	63660	1	satellite
unassigned-0000441	107806	unassigned	chr5	107780	0	0	non_satellite
unassigned-0000656	135702	unassigned	chr9	135712	135712	1	satellite
unassigned-0000195	71702	unassigned	chr17	71655	0	0	non_satellite
unassigned-0000429	54497	unassigned	chr13	55755	55755	1	satellite
unassigned-0000670	101332	unassigned	chr2	101298	101298	1	satellite
unassigned-0000657	84323	unassigned	chr13	85978	85978	1	satellite
unassigned-0000230	110042	unassigned	chr17	110044	110044	1	satellite
unassigned-0000658	162932	unassigned	chr15	151995	0	0	non_satellite
unassigned-0000444	51393	unassigned	chr12	51386	51386	1	satellite
unassigned-0000672	99805	unassigned	chrX	105875	0	0	non_satellite
unassigned-0000659	55797	unassigned	chr16	167367	55789	0.333333	non_satellite
unassigned-0000673	180853	unassigned	chrX	186949	0	0	non_satellite
unassigned-0000446	46148	unassigned	chr21	46134	0	0	non_satellite
unassigned-0000674	121345	unassigned	chrX	121374	0	0	non_satellite
unassigned-0000460	199039	unassigned	chr5	199052	0	0	non_satellite
unassigned-0000447	256040	unassigned	chr15	180010	180010	1	satellite
unassigned-0000461	48079	unassigned	chr8	48075	0	0	non_satellite
unassigned-0000675	92995	unassigned	chr3	92984	0	0	non_satellite
unassigned-0000448	70279	unassigned	chr2	70223	0	0	non_satellite
unassigned-0000235	77371	unassigned	chr15	77967	77967	1	satellite
unassigned-0000462	95495	unassigned	chr14	194852	97426	0.5	satellite
unassigned-0000710	100495	unassigned	chr6	100501	0	0	non_satellite
unassigned-0000463	52325	unassigned	chr21	104788	52394	0.5	satellite
haplotype1-0000020	2380420	haplotype1	chr15	7968124	1319501	0.165597	non_satellite
unassigned-0000677	157939	unassigned	chr11	157908	0	0	non_satellite
unassigned-0000678	100113	unassigned	chr9	100127	0	0	non_satellite
unassigned-0000250	129080	unassigned	chr6	128949	0	0	non_satellite
unassigned-0000711	125516	unassigned	chr6	125488	0	0	non_satellite
unassigned-0000237	84641	unassigned	chr14	338492	84623	0.25	non_satellite
unassigned-0000691	125801	unassigned	chr14	235196	117598	0.5	satellite
unassigned-0000712	144819	unassigned	chr6	144789	0	0	non_satellite
unassigned-0000679	45809	unassigned	chr13	45737	0	0	non_satellite
unassigned-0000692	200672	unassigned	chr15	543210	187301	0.344804	non_satellite
unassigned-0000693	98686	unassigned	chr6	98701	0	0	non_satellite
unassigned-0000500	100310	unassigned	chr3	100320	0	0	non_satellite
unassigned-0000480	131241	unassigned	chr22	176607	176607	1	satellite
unassigned-0000714	64088	unassigned	chr2	64053	0	0	non_satellite
haplotype1-0000024	1776842	haplotype1	chr13	17121387	1523071	0.0889572	non_satellite
unassigned-0000467	48470	unassigned	chr12	48476	0	0	non_satellite
unassigned-0000481	116389	unassigned	chr8	116418	0	0	non_satellite
unassigned-0000715	50992	unassigned	chr2	50960	0	0	non_satellite
unassigned-0000501	47232	unassigned	chr15	35360	35360	1	satellite
unassigned-0000468	144668	unassigned	chr11	144644	144644	1	satellite
unassigned-0000469	88462	unassigned	chr7	88311	0	0	non_satellite
unassigned-0000716	64777	unassigned	chr2	64727	0	0	non_satellite
unassigned-0000482	187102	unassigned	chr17	187180	0	0	non_satellite
unassigned-0000696	74361	unassigned	chr1	74469	0	0	non_satellite
haplotype1-0000040	108808	haplotype1	chr8	108782	0	0	non_satellite
unassigned-0000483	79423	unassigned	chr19	76601	0	0	non_satellite
unassigned-0000730	69978	unassigned	chr17	69964	69964	1	satellite
unassigned-0000697	138358	unassigned	chr10	138329	0	0	non_satellite
unassigned-0000717	87731	unassigned	chr1	87750	0	0	non_satellite
unassigned-0000257	68690	unassigned	chr5	68600	0	0	non_satellite
unassigned-0000731	22752	unassigned	chr17	22735	22735	1	satellite
unassigned-0000484	177913	unassigned	chr17	177926	177926	1	satellite
haplotype1-0000028	59495	haplotype1	chr17	66516	66516	1	satellite
haplotype1-0000041	291675	haplotype1	chr1	238266	238266	1	satellite
unassigned-0000699	56228	unassigned	chr7	56083	0	0	non_satellite
unassigned-0000485	127740	unassigned	chr3	127751	0	0	non_satellite
haplotype1-0000029	83877	haplotype1	chr17	81448	81448	1	satellite
unassigned-0000732	103006	unassigned	chr1	102797	0	0	non_satellite
haplotype1-0000042	124587	haplotype1	chr1	91633	91633	1	satellite
haplotype1-0000043	153764	haplotype1	chr17	154599	0	0	non_satellite
unassigned-0000486	426380	unassigned	chr14	3415912	426989	0.125	non_satellite
unassigned-0000487	85516	unassigned	chr15	74925	0	0	non_satellite
haplotype1-0000044	236567	haplotype1	chr11	516628	258314	0.5	satellite
unassigned-0000488	100394	unassigned	chr18	100454	0	0	non_satellite
haplotype1-0000045	56255	haplotype1	chr14	112390	56195	0.5	satellite
unassigned-0000735	101923	unassigned	chr12	101915	0	0	non_satellite
haplotype2-0000065	1151241	haplotype2	chr6	696404	696404	1	satellite
unassigned-0000736	43427	unassigned	chr21	88378	44189	0.5	satellite
unassigned-0000489	100030	unassigned	chr15	99716	0	0	non_satellite
haplotype1-0000046	117620	haplotype1	chr1	128367	128367	1	satellite
haplotype1-0000060	86046	haplotype1	chr14	86121	0	0	non_satellite
unassigned-0000737	90301	unassigned	chr14	320819	89519	0.279033	non_satellite
haplotype1-0000047	124807	haplotype1	chr1	131745	131745	1	satellite
unassigned-0000751	66082	unassigned	chr2	66035	0	0	non_satellite
haplotype2-0000100	69371	haplotype2	chr19	69327	0	0	non_satellite
unassigned-0000738	317456	unassigned	chr15	1086143	369883	0.340547	non_satellite
unassigned-0000524	138934	unassigned	chr13	50150	50150	1	satellite
haplotype1-0000048	545886	haplotype1	chr11	1274078	587269	0.460936	non_satellite
haplotype1-0000049	50213	haplotype1	chr9	50205	0	0	non_satellite
unassigned-0000739	48401	unassigned	chr19	46519	0	0	non_satellite
unassigned-0000525	75730	unassigned	chr13	77134	77134	1	satellite
haplotype2-0000101	527107	haplotype2	chr11	998871	584836	0.585497	satellite
unassigned-0000292	90569	unassigned	chr19	90564	0	0	non_satellite
unassigned-0000279	104757	unassigned	chr13	19364	19364	1	satellite
haplotype2-0000102	92297	haplotype2	chr1	92307	0	0	non_satellite
haplotype2-0000103	104750	haplotype2	chrX	131256	131256	1	satellite
haplotype2-0000083	1483904	haplotype2	chr9	13245840	1471760	0.111111	non_satellite
haplotype2-0000104	271075	haplotype2	chr7	83899	83899	1	satellite
unassigned-0000528	59860	unassigned	chr2	59844	59844	1	satellite
unassigned-0000755	65347	unassigned	chr13	53306	53306	1	satellite
unassigned-0000529	82208	unassigned	chr8	82153	0	0	non_satellite
haplotype2-0000105	410492	haplotype2	chr7	222925	222925	1	satellite
haplotype2-0000106	292578	haplotype2	chr7	301268	301268	1	satellite
haplotype2-0000086	4428430	haplotype2	chr22	28725498	3551728	0.123644	non_satellite
unassigned-0000316	42909	unassigned	chr10	42794	0	0	non_satellite
haplotype2-0000107	46641	haplotype2	chr15	27885	27885	1	satellite
unassigned-0000758	275242	unassigned	chr10	275448	0	0	non_satellite
unassigned-0000771	46979	unassigned	chr10	46984	0	0	non_satellite
haplotype2-0000108	46008	haplotype2	chr15	40449	40449	1	satellite
unassigned-0000772	161954	unassigned	chr10	161929	0	0	non_satellite
haplotype2-0000109	302027	haplotype2	chr9	302072	302072	1	satellite
haplotype2-0000089	159650	haplotype2	chr6	159644	0	0	non_satellite
unassigned-0000547	128448	unassigned	chr22	250826	125413	0.5	satellite
unassigned-0000333	26767	unassigned	chr13	27221	27221	1	satellite
unassigned-0000548	61503	unassigned	chr13	61389	61389	1	satellite
unassigned-0000334	65043	unassigned	chr13	66414	66414	1	satellite
