chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	16152845	16152846	haplotype1-0000050	209689	haplotype1	left_end	chr1	16146423	16150304	LOC105376832	2542
chr1	16383618	16383619	haplotype1-0000051	417118	haplotype1	left_end	chr1	16382567	16385704	LOC124903859	0
chr1	16491675	16491676	haplotype1-0000050	209689	haplotype1	right_end	chr1	16478280	16481277	LOC102724562	10399
chr1	26306664	26306665	haplotype1-0000036	166255	haplotype1	left_end	chr1	26270335	26309325	DHDDS	0
chr1	26401942	26401943	haplotype2-0000102	92297	haplotype2	left_end	chr1	26357068	26358216	DPPA2P2	43727
chr1	26472843	26472844	haplotype1-0000036	166255	haplotype1	right_end	chr1	26357068	26358216	DPPA2P2	114628
chr1	26494248	26494249	haplotype2-0000102	92297	haplotype2	right_end	chr1	26357068	26358216	DPPA2P2	136033
chr1	50959245	50959246	unassigned-0000552	132504	unassigned	left_end	chr1	51037338	51038439	CFL1P2	78093
chr1	51091667	51091668	unassigned-0000552	132504	unassigned	right_end	chr1	51116180	51153351	RNF11	24513
chr1	89740377	89740378	unassigned-0000632	60420	unassigned	left_end	chr1	89367578	89441117	LRRC8B	299261
chr1	89800768	89800769	unassigned-0000632	60420	unassigned	right_end	chr1	90062824	90128622	LOC105378849	262056
chr1	120824055	120824056	haplotype1-0000051	417118	haplotype1	right_end	chr1	120737163	120851613	NBPF26	0
chr1	131566554	131566555	haplotype1-0000041	291675	haplotype1	left_end	chr1	128946077	128947329	LINC02799	2619226
chr1	131859603	131859604	haplotype1-0000046	117620	haplotype1	left_end	chr1	128946077	128947329	LINC02799	2912275
chr1	131980205	131980206	haplotype1-0000047	124807	haplotype1	left_end	chr1	128946077	128947329	LINC02799	3032877
chr1	132075797	132075798	haplotype1-0000046	117620	haplotype1	right_end	chr1	128946077	128947329	LINC02799	3128469
chr1	132781870	132781871	haplotype1-0000041	291675	haplotype1	right_end	chr1	128946077	128947329	LINC02799	3834542
chr1	134188944	134188945	haplotype1-0000042	124587	haplotype1	left_end	chr1	128946077	128947329	LINC02799	5241616
chr1	134356943	134356944	haplotype1-0000047	124807	haplotype1	right_end	chr1	128946077	128947329	LINC02799	5409615
chr1	139798295	139798296	haplotype1-0000042	124587	haplotype1	right_end	chr1	142264290	142273731	LOC101929814	2465995
chr1	154447923	154447924	unassigned-0000189	207515	unassigned	left_end	chr1	154473796	154701755	ASH1L	25873
chr1	154655435	154655436	unassigned-0000189	207515	unassigned	right_end	chr1	154473796	154701755	ASH1L	0
chr1	154839020	154839021	unassigned-0000732	103006	unassigned	left_end	chr1	154826510	154877880	DAP3	0
chr1	154941816	154941817	unassigned-0000732	103006	unassigned	right_end	chr1	154883980	154998299	GON4L	0
chr1	169587088	169587089	unassigned-0000472	205979	unassigned	left_end	chr1	168488012	168723109	NME7	863980
chr1	169793081	169793082	unassigned-0000472	205979	unassigned	right_end	chr1	170604792	170642278	FMO1	811711
chr1	205291150	205291151	unassigned-0000149	126776	unassigned	left_end	chr1	205411349	205429867	LOC105372873	120199
chr1	205412117	205412118	unassigned-0000149	126776	unassigned	right_end	chr1	205411349	205429867	LOC105372873	0
