#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384448	230214
syndip	chr2	0	3155	242693959	235334
syndip	chr3	0	41723	201100564	198452
syndip	chr4	0	26975	193572453	226644
syndip	chr5	0	2132	182043960	177243
syndip	chr6	0	8047	172123955	196220
syndip	chr7	0	4313	160565270	191140
syndip	chrX	0	108584	154255796	136917
syndip	chr9	0	3545	150614748	135085
syndip	chr8	0	7310	146253075	157655
syndip	chr11	0	1837	135127510	197848
syndip	chr10	0	3321	134754411	151847
syndip	chr12	0	3019	133282387	131242
syndip	chr13	0	5125141	113563195	116686
syndip	chr14	0	32546	101159346	155517
syndip	chr15	0	6215	99750525	162733
syndip	chr16	0	3518	96327872	131932
syndip	chr17	0	2260	84237411	115137
syndip	chr18	0	163949	80539663	95107
syndip	chr20	0	2374	66206374	92512
syndip	chr19	0	2210	61703957	101526
syndip	chr22	0	4614	51322160	107290
syndip	chr21	0	10886	45086599	79935
