#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	353962	230214	2536	0	1	230214	230214.0	230214	230214	230214	248381237	248381237.0	248381237	248381237	248381237	232750	192744	190311	0.9891041890440386	0.9873770389739759	248381237
syndip	chr2	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	352000	235334	551	0	1	235334	235334.0	235334	235334	235334	242690804	242690804.0	242690804	242690804	242690804	235885	195441	194944	0.9976641159887233	0.9974570330688034	242690804
syndip	chr3	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	302383	198452	94	0	1	198452	198452.0	198452	198452	198452	201058841	201058841.0	201058841	201058841	201058841	198546	165991	165901	0.9995265580772213	0.9994578019290202	201058841
syndip	chr4	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	335330	226644	3995	0	1	226644	226644.0	226644	226644	226644	193545478	193545478.0	193545478	193545478	193545478	230639	195011	191231	0.9826785582663816	0.9806164780448282	193545478
syndip	chr5	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	277459	177243	731	0	1	177243	177243.0	177243	177243	177243	182041828	182041828.0	182041828	182041828	182041828	177974	148050	147442	0.9958926584782046	0.9958932792975346	182041828
syndip	chr6	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	297615	196220	28	0	1	196220	196220.0	196220	196220	196220	172115908	172115908.0	172115908	172115908	172115908	196248	165765	165742	0.9998573233867352	0.9998612493590323	172115908
syndip	chr7	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	289515	191140	44	0	1	191140	191140.0	191140	191140	191140	160560957	160560957.0	160560957	160560957	160560957	191184	161623	161579	0.9997698552180099	0.9997277615190907	160560957
syndip	chrX	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	136918	136917	1	0	1	136917	136917.0	136917	136917	136917	154147212	154147212.0	154147212	154147212	154147212	136918	106455	106455	0.9999926963584043	1.0	154147212
syndip	chr9	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	221574	135085	2744	0	1	135085	135085.0	135085	135085	135085	150611203	150611203.0	150611203	150611203	150611203	137829	113566	111111	0.9800912725188459	0.9783826145149076	150611203
syndip	chr8	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	242092	157655	1144	0	1	157655	157655.0	157655	157655	157655	146245765	146245765.0	146245765	146245765	146245765	158799	134435	133381	0.9927959244075845	0.9921597798192435	146245765
syndip	chr11	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	281897	197848	338	0	1	197848	197848.0	197848	197848	197848	135125673	135125673.0	135125673	135125673	135125673	198186	173421	173087	0.9982945313997962	0.9980740510088167	135125673
syndip	chr10	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	222745	151847	442	0	1	151847	151847.0	151847	151847	151847	134751090	134751090.0	134751090	134751090	134751090	152289	126795	126399	0.9970976235972394	0.9968768484561694	134751090
syndip	chr12	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	202607	131242	4	0	1	131242	131242.0	131242	131242	131242	133279368	133279368.0	133279368	133279368	133279368	131246	108285	108281	0.9999695228806973	0.9999630604423512	133279368
syndip	chr13	assembly/variants/T2T00_1/phased_verkko/small_variants.dip.vcf.gz	170386	116686	1	0	1	116686	116686.0	116686	116686	116686	108438054	108438054.0	108438054	108438054	108438054	116687	97569	97568	0.9999914300650458	0.9999897508429931	108438054
