sample	category	subcategory	sv_type	count	total_length	mean_length
HG01361	total	all_svs	all	60373	58857316	974.894671459096
HG01361	sv_type	BND	BND	18	0	0.0
HG01361	sv_type	DEL	DEL	30305	27903606	920.7591486553374
HG01361	sv_type	DUP:TANDEM	DUP:TANDEM	28	30509	1089.607142857143
HG01361	sv_type	INS	INS	29994	30923201	1030.9795625791826
HG01361	sv_type	INV	INV	28	0	0.0
HG01361	zygosity	ALT_HOM	all	9965	0	0
HG01361	zygosity	HET	all	50408	0	0
HG01361	zygosity	HET	BND	18	0	0
HG01361	zygosity	ALT_HOM	DEL	5105	0	0
HG01361	zygosity	HET	DEL	25200	0	0
HG01361	zygosity	ALT_HOM	DUP:TANDEM	1	0	0
HG01361	zygosity	HET	DUP:TANDEM	27	0	0
HG01361	zygosity	ALT_HOM	INS	4853	0	0
HG01361	zygosity	HET	INS	25141	0	0
HG01361	zygosity	ALT_HOM	INV	6	0	0
HG01361	zygosity	HET	INV	22	0	0
HG01361	size_class	large (500bp-5kb)	all	14540	0	0
HG01361	size_class	massive (>50kb)	all	164	0	0
HG01361	size_class	medium (50-500bp)	all	30197	0	0
HG01361	size_class	small (<50bp)	all	13923	0	0
HG01361	size_class	very_large (5kb-50kb)	all	1549	0	0
HG01361	size_class	small (<50bp)	BND	18	0	0
HG01361	size_class	large (500bp-5kb)	DEL	7393	0	0
HG01361	size_class	massive (>50kb)	DEL	63	0	0
HG01361	size_class	medium (50-500bp)	DEL	15083	0	0
HG01361	size_class	small (<50bp)	DEL	6975	0	0
HG01361	size_class	very_large (5kb-50kb)	DEL	791	0	0
HG01361	size_class	large (500bp-5kb)	DUP:TANDEM	24	0	0
HG01361	size_class	medium (50-500bp)	DUP:TANDEM	4	0	0
HG01361	size_class	large (500bp-5kb)	INS	7123	0	0
HG01361	size_class	massive (>50kb)	INS	101	0	0
HG01361	size_class	medium (50-500bp)	INS	15110	0	0
HG01361	size_class	small (<50bp)	INS	6902	0	0
HG01361	size_class	very_large (5kb-50kb)	INS	758	0	0
HG01361	size_class	small (<50bp)	INV	28	0	0
HG01361	haplotype	both	all	9965	0	0
HG01361	haplotype	haplotype1	all	24512	0	0
HG01361	haplotype	haplotype2	all	25896	0	0
HG01361	haplotype	haplotype1	BND	8	0	0
HG01361	haplotype	haplotype2	BND	10	0	0
HG01361	haplotype	both	DEL	5105	0	0
HG01361	haplotype	haplotype1	DEL	12580	0	0
HG01361	haplotype	haplotype2	DEL	12620	0	0
HG01361	haplotype	both	DUP:TANDEM	1	0	0
HG01361	haplotype	haplotype1	DUP:TANDEM	11	0	0
HG01361	haplotype	haplotype2	DUP:TANDEM	16	0	0
HG01361	haplotype	both	INS	4853	0	0
HG01361	haplotype	haplotype1	INS	11902	0	0
HG01361	haplotype	haplotype2	INS	13239	0	0
HG01361	haplotype	both	INV	6	0	0
HG01361	haplotype	haplotype1	INV	11	0	0
HG01361	haplotype	haplotype2	INV	11	0	0
HG01361	phasing	phased	all	60373	0	0
HG01361	chromosome	chr1	all	5173	0	0
HG01361	chromosome	chr2	all	3312	0	0
HG01361	chromosome	chr3	all	2933	0	0
HG01361	chromosome	chr4	all	2395	0	0
HG01361	chromosome	chr5	all	2755	0	0
HG01361	chromosome	chr6	all	2312	0	0
HG01361	chromosome	chr7	all	2420	0	0
HG01361	chromosome	chr8	all	2518	0	0
HG01361	chromosome	chr9	all	5879	0	0
HG01361	chromosome	chrX	all	1558	0	0
HG01361	chromosome	chrY	all	3	0	0
HG01361	chromosome	chr10	all	2918	0	0
HG01361	chromosome	chr11	all	1791	0	0
HG01361	chromosome	chr12	all	2003	0	0
HG01361	chromosome	chr13	all	2399	0	0
HG01361	chromosome	chr14	all	1746	0	0
HG01361	chromosome	chr15	all	3166	0	0
HG01361	chromosome	chr16	all	4174	0	0
HG01361	chromosome	chr17	all	1661	0	0
HG01361	chromosome	chr18	all	1660	0	0
HG01361	chromosome	chr19	all	1710	0	0
HG01361	chromosome	chr20	all	2051	0	0
HG01361	chromosome	chr21	all	1473	0	0
HG01361	chromosome	chr22	all	2363	0	0
HG01361	chromosome	chr1	DEL	2672	0	0
HG01361	chromosome	chr2	DEL	1735	0	0
HG01361	chromosome	chr3	DEL	1385	0	0
HG01361	chromosome	chr4	DEL	1065	0	0
HG01361	chromosome	chr5	DEL	1264	0	0
HG01361	chromosome	chr6	DEL	1048	0	0
HG01361	chromosome	chr7	DEL	1148	0	0
HG01361	chromosome	chr8	DEL	1213	0	0
HG01361	chromosome	chr9	DEL	3148	0	0
HG01361	chromosome	chrX	DEL	780	0	0
HG01361	chromosome	chrY	DEL	2	0	0
HG01361	chromosome	chr10	DEL	1481	0	0
HG01361	chromosome	chr11	DEL	921	0	0
HG01361	chromosome	chr12	DEL	1003	0	0
HG01361	chromosome	chr13	DEL	1218	0	0
HG01361	chromosome	chr14	DEL	859	0	0
HG01361	chromosome	chr15	DEL	1663	0	0
HG01361	chromosome	chr16	DEL	2215	0	0
HG01361	chromosome	chr17	DEL	787	0	0
HG01361	chromosome	chr18	DEL	914	0	0
HG01361	chromosome	chr19	DEL	897	0	0
HG01361	chromosome	chr20	DEL	1017	0	0
HG01361	chromosome	chr21	DEL	724	0	0
HG01361	chromosome	chr22	DEL	1146	0	0
HG01361	chromosome	chr1	INS	2493	0	0
HG01361	chromosome	chr2	INS	1571	0	0
HG01361	chromosome	chr3	INS	1545	0	0
HG01361	chromosome	chr4	INS	1328	0	0
HG01361	chromosome	chr5	INS	1483	0	0
HG01361	chromosome	chr6	INS	1261	0	0
HG01361	chromosome	chr7	INS	1270	0	0
HG01361	chromosome	chr8	INS	1302	0	0
HG01361	chromosome	chr9	INS	2721	0	0
HG01361	chromosome	chrX	INS	774	0	0
HG01361	chromosome	chrY	INS	1	0	0
HG01361	chromosome	chr10	INS	1433	0	0
HG01361	chromosome	chr11	INS	867	0	0
HG01361	chromosome	chr12	INS	998	0	0
HG01361	chromosome	chr13	INS	1179	0	0
HG01361	chromosome	chr14	INS	885	0	0
HG01361	chromosome	chr15	INS	1503	0	0
HG01361	chromosome	chr16	INS	1958	0	0
HG01361	chromosome	chr17	INS	870	0	0
HG01361	chromosome	chr18	INS	745	0	0
HG01361	chromosome	chr19	INS	812	0	0
HG01361	chromosome	chr20	INS	1031	0	0
HG01361	chromosome	chr21	INS	748	0	0
HG01361	chromosome	chr22	INS	1216	0	0
