sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
HG01361	HG01361#1#CM089019.1	chr1	247519237	0	248387328	247519237	0	0	0.0	0	0	0.0	contig
HG01361	HG01361#1#CM089027.1	chr10	135296179	100	134758134	135296179	1	100	100.0	100	100	0.01	scaffold
HG01361	HG01361#1#CM089028.1	chr11	134522544	0	135127769	134522544	0	0	0.0	0	0	0.0	contig
HG01361	HG01361#1#CM089029.1	chr12	133662817	394849	133324548	133662817	1	394849	394849.0	394849	394849	0.01	scaffold
HG01361	HG01361#1#CM089031.1	chr16	88442693	22926	96330374	88442693	1	22926	22926.0	22926	22926	0.01	scaffold
HG01361	HG01361#1#CM089032.1	chr18	80222484	100	80542538	80222484	1	100	100.0	100	100	0.01	scaffold
HG01361	HG01361#1#CM089020.1	chr2	242695984	0	242696752	242695984	0	0	0.0	0	0	0.0	contig
HG01361	HG01361#1#CM089033.1	chr20	67071049	0	66210255	67071049	0	0	0.0	0	0	0.0	contig
HG01361	HG01361#1#CM089021.1	chr3	200800509	47563	201105948	200800509	2	47563	23781.5	25451	22112	0.01	scaffold
HG01361	HG01361#1#CM089022.1	chr4	191319697	38519	193574945	191319697	1	38519	38519.0	38519	38519	0.01	scaffold
HG01361	HG01361#1#CM089023.1	chr5	182191846	78867	182045439	182191846	2	78867	39433.5	41943	36924	0.01	scaffold
HG01361	HG01361#1#CM089024.1	chr6	173688909	1856353	172126628	173688909	1	1856353	1856353.0	1856353	1856353	0.01	scaffold
HG01361	HG01361#1#CM089025.1	chr8	147437824	0	146259331	147437824	0	0	0.0	0	0	0.0	contig
HG01361	HG01361#1#CM089026.1	chr9	135655967	0	150617247	135655967	0	0	0.0	0	0	0.0	contig
HG01361	HG01361#1#CM089034.1	chrX	154031596	245776	154259566	154031596	4	245776	61444.0	128005	7360	0.03	scaffold
