sample	category	subcategory	var_type	count	percentage
HG01361	total	all_variants	all	5422079	100.0
HG01361	variant_type	DEL	DEL	530572	9.785397815118518
HG01361	variant_type	INS	INS	513387	9.468452967948272
HG01361	variant_type	MNV	MNV	2025	0.03734729796448927
HG01361	variant_type	SNV	SNV	4376095	80.70880191896872
HG01361	ti_tv	transitions	SNV	2752223	1.694852180467426
HG01361	ti_tv	transversions	SNV	1623872	1.694852180467426
HG01361	zygosity	HET	all	3887154	71.69120922066978
HG01361	zygosity	HOM_ALT	all	1534925	28.308790779330216
HG01361	zygosity	HET	DEL	401808	75.73109775864538
HG01361	zygosity	HOM_ALT	DEL	128764	24.268902241354613
HG01361	zygosity	HET	INS	389845	75.93589241644217
HG01361	zygosity	HOM_ALT	INS	123542	24.064107583557824
HG01361	zygosity	HET	MNV	2025	100.0
HG01361	zygosity	HET	SNV	3093476	70.69033007738635
HG01361	zygosity	HOM_ALT	SNV	1282619	29.309669922613658
HG01361	haplotype	both	all	1534925	28.308790779330216
HG01361	haplotype	haplotype1	all	1958910	36.128392817588974
HG01361	haplotype	haplotype2	all	1928244	35.56281640308081
HG01361	haplotype	both	DEL	128764	24.268902241354613
HG01361	haplotype	haplotype1	DEL	200647	37.81711059008014
HG01361	haplotype	haplotype2	DEL	201161	37.91398716856524
HG01361	haplotype	both	INS	123542	24.064107583557824
HG01361	haplotype	haplotype1	INS	194379	37.8620806526071
HG01361	haplotype	haplotype2	INS	195466	38.07381176383508
HG01361	haplotype	haplotype1	MNV	1020	50.37037037037037
HG01361	haplotype	haplotype2	MNV	1005	49.629629629629626
HG01361	haplotype	both	SNV	1282619	29.309669922613658
HG01361	haplotype	haplotype1	SNV	1562864	35.71366709360743
HG01361	haplotype	haplotype2	SNV	1530612	34.976662983778915
HG01361	phasing	phased	all	5422079	100.0
HG01361	phasing	phased	DEL	530572	100.0
HG01361	phasing	phased	INS	513387	100.0
HG01361	phasing	phased	MNV	2025	100.0
HG01361	phasing	phased	SNV	4376095	100.0
HG01361	allelic	biallelic	all	5095053	93.9686234745012
HG01361	allelic	multiallelic	all	327026	6.031376525498799
HG01361	allelic	biallelic	DEL	423902	79.89528282683594
HG01361	allelic	multiallelic	DEL	106670	20.104717173164058
HG01361	allelic	biallelic	INS	416123	81.05444820379168
HG01361	allelic	multiallelic	INS	97264	18.945551796208317
HG01361	allelic	multiallelic	MNV	2025	100.0
HG01361	allelic	biallelic	SNV	4255028	97.23344671447947
HG01361	allelic	multiallelic	SNV	121067	2.7665532855205384
HG01361	filter	PASS	all	5088834	93.85392577275248
HG01361	filter	GAP1	all	140870	2.5980809206210385
HG01361	filter	GAP2	all	167514	3.0894791462831876
HG01361	filter	HET1	all	8583	0.15829721403911673
HG01361	filter	HET2	all	16278	0.30021694630417595
HG01361	indel_size	11-20bp	all	63574	1.1725022818737978
HG01361	indel_size	1bp	all	441637	8.145159817848468
HG01361	indel_size	2-5bp	all	375030	6.916719583023411
HG01361	indel_size	21-50bp	all	33410	0.6161843086388081
HG01361	indel_size	6-10bp	all	99144	1.8285237083413945
HG01361	indel_size	>50bp	all	31164	0.5747610833409104
HG01361	indel_size	11-20bp	DEL	32398	6.106240057899776
HG01361	indel_size	1bp	DEL	222867	42.005043613307905
