#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384157	256787
syndip	chr2	0	3349	242693588	226517
syndip	chr3	0	2645	201088028	229459
syndip	chr4	0	6038	193543001	227012
syndip	chr5	0	1940	182043821	209938
syndip	chr6	0	2950	172124006	209052
syndip	chr7	0	3799	160558492	201141
syndip	chrX	0	9740	154257089	125471
syndip	chr9	0	3581	150614646	143965
syndip	chr8	0	6817	146248209	168049
syndip	chr11	0	129133	135125453	190255
syndip	chr10	0	2413	134726308	157815
syndip	chr12	0	4103	133322717	145690
syndip	chr13	0	3259	113563268	118107
syndip	chr14	0	2108	101159256	150012
syndip	chr15	0	3930	99749463	158862
syndip	chr16	0	3665	96327823	131008
syndip	chr17	0	2852	84220327	113602
syndip	chr18	0	164177	80532415	98223
syndip	chr20	0	2827	66206345	113232
syndip	chr19	0	3379	61703957	100728
syndip	chr22	0	4599	51322042	103388
syndip	chr21	0	2719	45086778	69391
