Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr1	11044370	11044544	Maternal	PTCHD2	Hernandez	20	5	0	0.17544	0	0.52969	0.36399	Included
chr1	21120031	21120143	Maternal	ECE1;LOC100506801	Hernandez	5	0	0	0	0	0.57941	0.51557	Ignored:DidNotMeet_cpg_difference
chr1	32329102	32329320	Maternal	ZBTB8B	Joshi	9	0	9	0	0.37233	0.50854	0.88087	Included
chr1	39384177	39384444	Maternal	BMP8A	Akbari	19	0	0	0	0	0.26876	0.25581	Ignored:DidNotMeet_cpg_difference
chr1	39427318	39428447	Maternal	PPIEL,PABPC4	Akbari,Court,Hernandez,Joshi,Zink	52	0	50	0	0.57654	0.34442	0.90551	Included
chr1	67924206	67929467	Maternal	DIRAS3,DIRAS3_Ex2,GNG12-AS1	Akbari,Court,Hernandez,Joshi,Zink	136	0	131	0	0.71701	0.20548	0.8964	Included
chr1	176387296	176387476	Maternal	ASTN1	Zink	15	0	0	0	0	0.69945	0.83234	Ignored:DidNotMeet_cpg_difference
chr1	227504793	227504903	Maternal	OBSCN	Joshi	8	0	0	0	0	0.93944	0.94494	Ignored:DidNotMeet_cpg_difference
chr10	13172944	13173273	Maternal	BTBD7P1	Akbari	27	0	0	0	0	0.58946	0.43087	Ignored:DidNotMeet_cpg_difference
chr10	27443798	27444893	Maternal	PTCHD3	Akbari,Hernandez	72	0	32	0	0.19949	0.29677	0.45214	Included
chr10	98458604	98458947	Maternal	ANKRD2	Akbari	19	0	17	0	0.26889	0.59905	0.8588	Included
chr10	120716003	120716796	Maternal	INPP5F	Akbari,Court,Hernandez	64	0	64	0	0.7151	0.24456	0.95966	Included
chr10	124869055	124869380	Maternal	YBX2P1	Akbari	32	0	0	0	0	0.06177	0.119	Ignored:DidNotMeet_cpg_difference
chr11	2085259	2091234	Paternal	H19,H19/IGF2	Akbari,Court,Hernandez	250	0	241	0	0.85242	0.10514	0.92946	Included
chr11	2220004	2221535	Paternal	IGF2_DMR2,IGF2,INS-IGF2	Akbari,Court,Hernandez,Zink	68	0	63	0	0.60558	0.2847	0.85594	Included
chr11	2233014	2236942	Paternal	IGF2_DMR0,IGF2,IGF2-AS,INS-IGF2	Akbari,Court,Hernandez,Zink	100	0	92	0	0.50252	0.19814	0.67358	Included
chr11	2787890	2790647	Maternal	KvDMR1,KCNQ1,KCNQ1OT1	Akbari,Court,Hernandez,Zink	205	205	0	0.89757	0	0.9425	0.04492	Included
chr11	7147542	7148122	Maternal	RBMXL2	Akbari,Hernandez,Zink	55	55	0	0.60148	0	0.89844	0.29696	Included
chr11	132831291	132831483	Maternal	OPCML	Hernandez	10	0	0	0	0	0.71719	0.65711	Ignored:DidNotMeet_cpg_difference
chr11	133121414	133122305	Maternal	OPCML	Akbari	45	44	0	0.33646	0	0.77125	0.43894	Included
chr12	200351	201073	Maternal	SLC6A12,RP11-283I3.2	Zink	85	0	0	0	0	0.08397	0.15479	Ignored:DidNotMeet_cpg_difference
chr12	3845430	3845920	Paternal	PARP11	Akbari	69	0	0	0	0	0.41094	0.28979	Ignored:DidNotMeet_cpg_difference
chr12	6454803	6455271	Maternal	CD27,CD27-AS1,LOC678655	Hernandez	10	0	1	0	0.21293	0.55821	0.74417	Included
chr12	14651159	14651402	Maternal	H2AFJ	Hernandez	13	0	6	0	0.24846	0.19857	0.41384	Included
chr12	30992265	30994810	Maternal	AC024940.1	Akbari	136	0	135	0	0.68004	0.02212	0.69815	Included
chr12	30996914	30997274	Maternal	AC024940.1	Akbari	20	0	0	0	0	0.68343	0.83632	Ignored:DidNotMeet_cpg_difference
chr12	96198127	96198449	Paternal	ELK3	Hernandez	7	0	0	0	0	0.34762	0.31239	Ignored:DidNotMeet_cpg_difference
chr12	130374845	130375163	Maternal	PIWIL1	Hernandez	40	40	0	0.29755	0	0.83858	0.54103	Included
chr13	19317211	19317685	Maternal	GJA3	Akbari	25	12	0	0.19579	0	0.81717	0.62333	Included
chr13	47537482	47542150	Maternal	RB1,PPP1R26P1	Akbari,Court,Hernandez,Joshi,Zink	258	0	230	0	0.73455	0.29549	0.95747	Included
chr13	47630529	47633749	Maternal	LPAR6,RB1	Akbari	29	0	22	0	0.57538	0.25724	0.74708	Included
chr13	59487091	59488917	Maternal	TARDBPP2	Akbari,Hernandez,Zink	39	0	34	0	0.55187	0.30768	0.80147	Included
chr13	98425642	98426046	Paternal	UBAC2	Akbari	18	0	0	0	0	0.58525	0.65544	Ignored:DidNotMeet_cpg_difference
chr13	100190731	100191002	Maternal	NALCN-AS1	Akbari	22	21	0	0.19516	0	0.87945	0.68465	Included
chr14	27997060	27998007	Maternal	NPAS3	Akbari,Zink	116	116	0	0.31077	0	0.51974	0.20896	Included
chr14	46476152	46476528	Maternal	PTGDR	Akbari	18	18	0	0.27584	0	0.41966	0.14382	Included
chr14	94961427	94961490	Paternal	DLK1	Joshi,Zink	7	0	0	0	0	0.25427	0.33067	Ignored:DidNotMeet_cpg_difference
chr14	95042558	95046625	Paternal	IG-DMR,MEG3,MEG3/DLK1	Akbari,Court,Hernandez,Zink	96	0	60	0	0.60075	0.51976	0.94663	Included
chr14	95058592	95063118	Paternal	MEG3,AL117190.1	Akbari,Court,Hernandez,Joshi,Zink	246	0	240	0	0.76682	0.17904	0.93332	Included
chr14	95135834	95136700	Maternal	MEG8,SNHG23	Zink	26	14	0	0.41726	0	0.41015	0.16425	Included
chr14	95139591	95140676	Maternal	MEG8,SNHG23	Akbari,Court,Hernandez,Zink	52	52	0	0.75281	0	0.84845	0.09564	Included
chr14	100719510	100719614	Maternal	IGHV3-37	Hernandez	10	0	0	0	0	0.72444	0.73949	Ignored:DidNotMeet_cpg_difference
chr15	21296256	21301762	Maternal	MIR4508,MKRN3	Akbari,Court,Hernandez,Joshi	109	0	47	0	0.27229	0.70278	0.84722	Included
chr15	21341062	21343880	Paternal	MKRN3	Zink	14	0	0	0	0	0.78815	0.69532	Ignored:DidNotMeet_cpg_difference
chr15	21363464	21363638	Maternal	MKRN3	Zink	10	0	10	0	0.44518	0.19206	0.63723	Included
chr15	21368503	21368715	Maternal	MKRN3	Zink	8	0	7	0	0.2621	0.63162	0.88838	Included
chr15	21377299	21377524	Maternal	MAGEL2	Zink	6	0	2	0	0.2672	0.30281	0.50613	Included
chr15	21381510	21383473	Maternal	MAGEL2	Akbari,Court,Hernandez,Joshi,Zink	64	0	62	0	0.70277	0.19605	0.88268	Included
chr15	21420762	21422619	Maternal	NDN	Akbari,Court,Hernandez,Joshi,Zink	117	0	110	0	0.54224	0.1596	0.67663	Included
chr15	21532265	21532875	Maternal	RNU6-741P	Zink	21	0	16	0	0.25388	0.59766	0.84372	Included
