sample	category	subcategory	sv_type	count	total_length	mean_length
HG002	total	all_svs	all	58044	62507971	1076.906674247123
HG002	sv_type	BND	BND	14	0	0.0
HG002	sv_type	DEL	DEL	29068	30929600	1064.0429338103756
HG002	sv_type	DUP:TANDEM	DUP:TANDEM	25	26117	1044.68
HG002	sv_type	INS	INS	28910	31552254	1091.3958491871324
HG002	sv_type	INV	INV	27	0	0.0
HG002	zygosity	ALT_HOM	all	9883	0	0
HG002	zygosity	HET	all	48161	0	0
HG002	zygosity	HET	BND	14	0	0
HG002	zygosity	ALT_HOM	DEL	5131	0	0
HG002	zygosity	HET	DEL	23937	0	0
HG002	zygosity	ALT_HOM	DUP:TANDEM	1	0	0
HG002	zygosity	HET	DUP:TANDEM	24	0	0
HG002	zygosity	ALT_HOM	INS	4747	0	0
HG002	zygosity	HET	INS	24163	0	0
HG002	zygosity	ALT_HOM	INV	4	0	0
HG002	zygosity	HET	INV	23	0	0
HG002	size_class	large (500bp-5kb)	all	14414	0	0
HG002	size_class	massive (>50kb)	all	178	0	0
HG002	size_class	medium (50-500bp)	all	28634	0	0
HG002	size_class	small (<50bp)	all	13039	0	0
HG002	size_class	very_large (5kb-50kb)	all	1779	0	0
HG002	size_class	small (<50bp)	BND	14	0	0
HG002	size_class	large (500bp-5kb)	DEL	7217	0	0
HG002	size_class	massive (>50kb)	DEL	83	0	0
HG002	size_class	medium (50-500bp)	DEL	14343	0	0
HG002	size_class	small (<50bp)	DEL	6501	0	0
HG002	size_class	very_large (5kb-50kb)	DEL	924	0	0
HG002	size_class	large (500bp-5kb)	DUP:TANDEM	16	0	0
HG002	size_class	medium (50-500bp)	DUP:TANDEM	9	0	0
HG002	size_class	large (500bp-5kb)	INS	7181	0	0
HG002	size_class	massive (>50kb)	INS	95	0	0
HG002	size_class	medium (50-500bp)	INS	14282	0	0
HG002	size_class	small (<50bp)	INS	6497	0	0
HG002	size_class	very_large (5kb-50kb)	INS	855	0	0
HG002	size_class	small (<50bp)	INV	27	0	0
HG002	haplotype	both	all	9883	0	0
HG002	haplotype	haplotype1	all	23581	0	0
HG002	haplotype	haplotype2	all	24580	0	0
HG002	haplotype	haplotype1	BND	4	0	0
HG002	haplotype	haplotype2	BND	10	0	0
HG002	haplotype	both	DEL	5131	0	0
HG002	haplotype	haplotype1	DEL	11692	0	0
HG002	haplotype	haplotype2	DEL	12245	0	0
HG002	haplotype	both	DUP:TANDEM	1	0	0
HG002	haplotype	haplotype1	DUP:TANDEM	8	0	0
HG002	haplotype	haplotype2	DUP:TANDEM	16	0	0
HG002	haplotype	both	INS	4747	0	0
HG002	haplotype	haplotype1	INS	11868	0	0
HG002	haplotype	haplotype2	INS	12295	0	0
HG002	haplotype	both	INV	4	0	0
HG002	haplotype	haplotype1	INV	9	0	0
HG002	haplotype	haplotype2	INV	14	0	0
HG002	phasing	phased	all	58044	0	0
HG002	chromosome	chr1	all	4766	0	0
HG002	chromosome	chr2	all	3278	0	0
HG002	chromosome	chr3	all	2937	0	0
HG002	chromosome	chr4	all	2369	0	0
HG002	chromosome	chr5	all	2839	0	0
HG002	chromosome	chr6	all	2379	0	0
HG002	chromosome	chr7	all	2573	0	0
HG002	chromosome	chr8	all	2341	0	0
HG002	chromosome	chr9	all	5084	0	0
HG002	chromosome	chrX	all	980	0	0
HG002	chromosome	chrY	all	5	0	0
HG002	chromosome	chr10	all	2737	0	0
HG002	chromosome	chr11	all	1888	0	0
HG002	chromosome	chr12	all	2159	0	0
HG002	chromosome	chr13	all	3199	0	0
HG002	chromosome	chr14	all	1691	0	0
HG002	chromosome	chr15	all	2862	0	0
HG002	chromosome	chr16	all	3179	0	0
HG002	chromosome	chr17	all	1680	0	0
HG002	chromosome	chr18	all	1748	0	0
HG002	chromosome	chr19	all	1801	0	0
HG002	chromosome	chr20	all	1861	0	0
HG002	chromosome	chr21	all	1524	0	0
HG002	chromosome	chr22	all	2164	0	0
HG002	chromosome	chr1	DEL	2386	0	0
HG002	chromosome	chr2	DEL	1673	0	0
HG002	chromosome	chr3	DEL	1485	0	0
HG002	chromosome	chr4	DEL	1053	0	0
HG002	chromosome	chr5	DEL	1241	0	0
HG002	chromosome	chr6	DEL	1084	0	0
HG002	chromosome	chr7	DEL	1255	0	0
HG002	chromosome	chr8	DEL	1144	0	0
HG002	chromosome	chr9	DEL	2594	0	0
HG002	chromosome	chrX	DEL	494	0	0
HG002	chromosome	chrY	DEL	4	0	0
HG002	chromosome	chr10	DEL	1402	0	0
HG002	chromosome	chr11	DEL	989	0	0
HG002	chromosome	chr12	DEL	1089	0	0
HG002	chromosome	chr13	DEL	1701	0	0
HG002	chromosome	chr14	DEL	907	0	0
HG002	chromosome	chr15	DEL	1445	0	0
HG002	chromosome	chr16	DEL	1628	0	0
HG002	chromosome	chr17	DEL	793	0	0
HG002	chromosome	chr18	DEL	923	0	0
HG002	chromosome	chr19	DEL	926	0	0
HG002	chromosome	chr20	DEL	973	0	0
HG002	chromosome	chr21	DEL	761	0	0
HG002	chromosome	chr22	DEL	1118	0	0
HG002	chromosome	chr1	INS	2377	0	0
HG002	chromosome	chr2	INS	1600	0	0
HG002	chromosome	chr3	INS	1450	0	0
HG002	chromosome	chr4	INS	1312	0	0
HG002	chromosome	chr5	INS	1590	0	0
HG002	chromosome	chr6	INS	1290	0	0
HG002	chromosome	chr7	INS	1315	0	0
HG002	chromosome	chr8	INS	1192	0	0
HG002	chromosome	chr9	INS	2487	0	0
HG002	chromosome	chrX	INS	484	0	0
HG002	chromosome	chrY	INS	1	0	0
HG002	chromosome	chr10	INS	1332	0	0
HG002	chromosome	chr11	INS	897	0	0
HG002	chromosome	chr12	INS	1069	0	0
HG002	chromosome	chr13	INS	1496	0	0
HG002	chromosome	chr14	INS	780	0	0
HG002	chromosome	chr15	INS	1417	0	0
HG002	chromosome	chr16	INS	1550	0	0
HG002	chromosome	chr17	INS	886	0	0
HG002	chromosome	chr18	INS	820	0	0
HG002	chromosome	chr19	INS	872	0	0
