sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
TUE_02_03UL	haplotype1-0000001	chr1	245398328	115000	248387328	245398328	3	115000	38333.3	100000	7500	0.01	scaffold
TUE_02_03UL	haplotype1-0000004	chr10	136566791	35859	134758134	136566791	1	35859	35859.0	35859	35859	0.01	scaffold
TUE_02_03UL	haplotype1-0000019	chr11	137904311	0	135127769	137904311	0	0	0.0	0	0	0.0	contig
TUE_02_03UL	haplotype1-0000020	chr12	134052960	22500	133324548	134052960	3	22500	7500.0	7500	7500	0.02	scaffold
TUE_02_03UL	haplotype1-0000018	chr14	102016679	100000	101161492	102016679	1	100000	100000.0	100000	100000	0.01	scaffold
TUE_02_03UL	haplotype1-0000010	chr15	99386947	107500	99753195	99386947	2	107500	53750.0	100000	7500	0.02	scaffold
TUE_02_03UL	haplotype1-0000023	chr16	92123731	0	96330374	92123731	0	0	0.0	0	0	0.0	contig
TUE_02_03UL	haplotype1-0000006	chr17	83836360	7500	84276897	83836360	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_03UL	haplotype1-0000002	chr18	78991454	0	80542538	78991454	0	0	0.0	0	0	0.0	contig
TUE_02_03UL	haplotype1-0000014	chr19	61709164	0	61707364	61709164	0	0	0.0	0	0	0.0	contig
TUE_02_03UL	haplotype1-0000007	chr2	242664474	7500	242696752	242664474	1	7500	7500.0	7500	7500	0.0	scaffold
TUE_02_03UL	haplotype1-0000016	chr20	65611324	0	66210255	65611324	0	0	0.0	0	0	0.0	contig
TUE_02_03UL	haplotype1-0000005	chr3	200680242	100000	201105948	200680242	1	100000	100000.0	100000	100000	0.0	scaffold
TUE_02_03UL	haplotype1-0000022	chr4	191927918	0	193574945	191927918	0	0	0.0	0	0	0.0	contig
TUE_02_03UL	haplotype1-0000021	chr5	182099431	7500	182045439	182099431	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_03UL	haplotype1-0000024	chr6	172159936	15000	172126628	172159936	2	15000	7500.0	7500	7500	0.01	scaffold
TUE_02_03UL	haplotype1-0000008	chr7	159256231	0	160567428	159256231	0	0	0.0	0	0	0.0	contig
TUE_02_03UL	haplotype1-0000015	chr8	145923315	0	146259331	145923315	0	0	0.0	0	0	0.0	contig
TUE_02_03UL	haplotype1-0000025	chr9	138884307	56802	150617247	138884307	9	56802	6311.3	38802	1500	0.06	scaffold
TUE_02_03UL	haplotype1-0000011	chrY	52703089	0	62460029	52703089	0	0	0.0	0	0	0.0	contig
