#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	252167
syndip	chr2	0	3155	242694066	237925
syndip	chr3	0	2460	201100844	205585
syndip	chr4	0	3022	193490816	224276
syndip	chr5	0	1855	182044304	186828
syndip	chr6	0	8047	172124006	203432
syndip	chr7	0	3200	160565562	187699
syndip	chrX	0	5347	154256551	128963
syndip	chr9	0	3545	150614219	157930
syndip	chr8	0	2183	146242688	150839
syndip	chr11	0	1837	135125485	190390
syndip	chr10	0	3727	134754977	150315
syndip	chr12	0	3019	133322669	138305
syndip	chr13	0	4119301	113562614	110273
syndip	chr14	0	2510	101095371	136471
syndip	chr15	0	6091	99749463	160546
syndip	chr16	0	3666	96327872	129837
syndip	chr17	0	2260	84237411	93118
syndip	chr18	0	163949	80539281	92802
syndip	chr20	0	2374	66206087	83232
syndip	chr19	0	2210	61703957	86613
syndip	chr22	0	12401	51322042	114965
syndip	chr21	0	5843	45086599	80848
