chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	77749897	77749898	unassigned-0000617	195139	unassigned	left_end	chr1	77618462	77718372	MIGA1	31526
chr1	77761819	77761820	unassigned-0000292	171817	unassigned	left_end	chr1	77618462	77718372	MIGA1	43448
chr1	77859512	77859513	unassigned-0000291	108674	unassigned	left_end	chr1	77618462	77718372	MIGA1	141141
chr1	77933638	77933639	unassigned-0000292	171817	unassigned	right_end	chr1	78068379	78208263	MGC27382	134741
chr1	77945043	77945044	unassigned-0000617	195139	unassigned	right_end	chr1	78068379	78208263	MGC27382	123336
chr1	77968170	77968171	unassigned-0000291	108674	unassigned	right_end	chr1	78068379	78208263	MGC27382	100209
chr1	144086258	144086259	unassigned-0000712	37780	unassigned	left_end	chr1	144012034	144220090	SRGAP2B	0
chr1	144124035	144124036	unassigned-0000712	37780	unassigned	right_end	chr1	144012034	144220090	SRGAP2B	0
chr1	155219447	155219448	unassigned-0000757	63601	unassigned	left_end	chr1	155387684	155429979	SMG5	168237
chr1	155282972	155282973	unassigned-0000757	63601	unassigned	right_end	chr1	155387684	155429979	SMG5	104712
chr1	204979183	204979184	unassigned-0000698	131815	unassigned	left_end	chr1	205126749	205160758	LOC284581	147566
chr1	205111013	205111014	unassigned-0000698	131815	unassigned	right_end	chr1	205126749	205160758	LOC284581	15736
chr1	208625199	208625200	unassigned-0000293	40743	unassigned	left_end	chr1	208458271	208513529	LOC105372896	111671
chr1	208665941	208665942	unassigned-0000293	40743	unassigned	right_end	chr1	208458271	208513529	LOC105372896	152413
chr1	227956271	227956272	haplotype1-0000061	75509	haplotype1	left_end	chr1	227957103	227957224	RNA5S2	832
chr1	227980805	227980806	unassigned-0000323	54419	unassigned	left_end	chr1	227981707	227981828	RNA5S2	902
chr1	228018381	228018382	unassigned-0000323	54419	unassigned	right_end	chr1	228017545	228017666	RNA5S1	716
chr1	228031780	228031781	haplotype1-0000061	75509	haplotype1	right_end	chr1	228022875	228124580	RHOU	0
chr1	232158679	232158680	unassigned-0000569	30191	unassigned	left_end	chr1	230746984	230805510	EGLN1	1353170
chr1	232177047	232177048	unassigned-0000568	34955	unassigned	left_end	chr1	230746984	230805510	EGLN1	1371538
chr1	232188762	232188763	unassigned-0000569	30191	unassigned	right_end	chr1	230746984	230805510	EGLN1	1383253
chr1	232211790	232211791	unassigned-0000568	34955	unassigned	right_end	chr1	230746984	230805510	EGLN1	1406281
chr1	244447763	244447764	haplotype1-0000049	193946	haplotype1	left_end	chr1	244386343	244542663	EFCAB2	0
chr1	244562297	244562298	unassigned-0000788	46569	unassigned	left_end	chr1	244572449	245130184	KIF26B	10152
chr1	244608835	244608836	unassigned-0000788	46569	unassigned	right_end	chr1	244572449	245130184	KIF26B	0
chr1	244641873	244641874	haplotype1-0000049	193946	haplotype1	right_end	chr1	244572449	245130184	KIF26B	0
chr10	49343486	49343487	unassigned-0000636	25516	unassigned	left_end	chr10	49005497	49123837	FRMPD2	219650
chr10	49368968	49368969	unassigned-0000636	25516	unassigned	right_end	chr10	49005497	49123837	FRMPD2	245132
chr10	112596638	112596639	haplotype1-0000042	105414	haplotype1	left_end	chr10	110551782	110571137	XIAPP1	2025502
chr10	112669875	112669876	unassigned-0000321	35561	unassigned	left_end	chr10	110551782	110571137	XIAPP1	2098739
chr10	112702006	112702007	haplotype1-0000042	105414	haplotype1	right_end	chr10	110551782	110571137	XIAPP1	2130870
chr10	112705414	112705415	unassigned-0000321	35561	unassigned	right_end	chr10	110551782	110571137	XIAPP1	2134278
chr10	132380560	132380561	unassigned-0000217	34800	unassigned	left_end	chr10	132027430	132247342	TCERG1L	133219
chr10	132415322	132415323	unassigned-0000217	34800	unassigned	right_end	chr10	132027430	132247342	TCERG1L	167981
chr11	7328760	7328761	unassigned-0000684	135555	unassigned	left_end	chr11	5939579	5997117	LOC112268071	1331644
chr11	7331455	7331456	unassigned-0000680	132873	unassigned	left_end	chr11	5939579	5997117	LOC112268071	1334339
chr11	7332424	7332425	unassigned-0000676	131893	unassigned	left_end	chr11	5939579	5997117	LOC112268071	1335308
chr11	7464032	7464033	unassigned-0000676	131893	unassigned	right_end	chr11	5939579	5997117	LOC112268071	1466916
chr11	7464036	7464037	unassigned-0000680	132873	unassigned	right_end	chr11	5939579	5997117	LOC112268071	1466920
chr11	7464036	7464037	unassigned-0000684	135555	unassigned	right_end	chr11	5939579	5997117	LOC112268071	1466920
chr11	92177153	92177154	unassigned-0000481	97129	unassigned	left_end	chr11	91035429	91037589	OSBPL9P2	1139565
chr11	92183111	92183112	unassigned-0000641	73231	unassigned	left_end	chr11	91035429	91037589	OSBPL9P2	1145523
chr11	92245479	92245480	unassigned-0000563	38015	unassigned	left_end	chr11	93394932	93470364	SMCO4	1149453
chr11	92252712	92252713	unassigned-0000480	28650	unassigned	left_end	chr11	93394932	93470364	SMCO4	1142220
chr11	92253150	92253151	unassigned-0000564	25642	unassigned	left_end	chr11	93394932	93470364	SMCO4	1141782
chr11	92255224	92255225	unassigned-0000562	103899	unassigned	left_end	chr11	93394932	93470364	SMCO4	1139708
chr11	92256341	92256342	unassigned-0000641	73231	unassigned	right_end	chr11	93394932	93470364	SMCO4	1138591
chr11	92274277	92274278	unassigned-0000481	97129	unassigned	right_end	chr11	93394932	93470364	SMCO4	1120655
chr11	92278764	92278765	unassigned-0000564	25642	unassigned	right_end	chr11	93394932	93470364	SMCO4	1116168
chr11	92281366	92281367	unassigned-0000480	28650	unassigned	right_end	chr11	93394932	93470364	SMCO4	1113566
chr11	92283492	92283493	unassigned-0000563	38015	unassigned	right_end	chr11	93394932	93470364	SMCO4	1111440
chr11	92359108	92359109	unassigned-0000562	103899	unassigned	right_end	chr11	93394932	93470364	SMCO4	1035824
chr11	123439550	123439551	haplotype2-0000113	27607	haplotype2	left_end	chr11	123386860	123656743	GRAMD1B	0
chr11	123467119	123467120	haplotype2-0000113	27607	haplotype2	right_end	chr11	123386860	123656743	GRAMD1B	0
chr12	44969820	44969821	unassigned-0000740	60464	unassigned	left_end	chr12	45021250	45024044	RACGAP1P1	51430
chr12	44982859	44982860	unassigned-0000729	34215	unassigned	left_end	chr12	45021250	45024044	RACGAP1P1	38391
chr12	45016760	45016761	unassigned-0000729	34215	unassigned	right_end	chr12	45021250	45024044	RACGAP1P1	4490
chr12	45029993	45029994	unassigned-0000740	60464	unassigned	right_end	chr12	45021250	45024044	RACGAP1P1	5950
chr12	48009142	48009143	unassigned-0000320	69197	unassigned	left_end	chr12	47802917	47866398	VDR	142745
chr12	48077882	48077883	unassigned-0000320	69197	unassigned	right_end	chr12	47802917	47866398	VDR	211485
chr12	57262676	57262677	unassigned-0000798	65671	unassigned	left_end	chr12	56944955	56963263	LOC124902945	299414
chr12	57328338	57328339	unassigned-0000798	65671	unassigned	right_end	chr12	56944955	56963263	LOC124902945	365076
chr12	114778875	114778876	unassigned-0000794	48851	unassigned	left_end	chr12	112395848	112486820	PTPN11	2292056
chr12	114828668	114828669	unassigned-0000794	48851	unassigned	right_end	chr12	112395848	112486820	PTPN11	2341849
chr13	4971795	4971796	unassigned-0000722	2985867	unassigned	left_end	chr13	5228525	5291184	LOC105379566	256730
chr13	5125116	5125117	haplotype2-0000091	13774962	haplotype2	left_end	chr13	5228525	5291184	LOC105379566	103409
chr13	5533692	5533693	unassigned-0000722	2985867	unassigned	right_end	chr13	5531076	5533824	LOC105379488	0
chr13	5574762	5574763	unassigned-0000773	239788	unassigned	left_end	chr13	5570704	5571821	LOC105379275	2942
chr13	5723377	5723378	unassigned-0000705	109645	unassigned	left_end	chr13	5727724	5727877	VN1R112P	4347
chr13	5724549	5724550	unassigned-0000695	84731	unassigned	left_end	chr13	5727724	5727877	VN1R112P	3175
chr13	5735682	5735683	unassigned-0000746	141550	unassigned	left_end	chr13	5727724	5727877	VN1R112P	7806
chr13	5739043	5739044	unassigned-0000534	51225	unassigned	left_end	chr13	5727724	5727877	VN1R112P	11167
chr13	5745035	5745036	unassigned-0000508	116315	unassigned	left_end	chr13	5727724	5727877	VN1R112P	17159
chr13	5748500	5748501	unassigned-0000522	245938	unassigned	left_end	chr13	5727724	5727877	VN1R112P	20624
chr13	5758256	5758257	haplotype2-0000124	84864	haplotype2	left_end	chr13	5774302	5787683	RNA45S1	16046
chr13	5759757	5759758	unassigned-0000509	221598	unassigned	left_end	chr13	5774302	5787683	RNA45S1	14545
chr13	5761701	5761702	unassigned-0000746	141550	unassigned	right_end	chr13	5774302	5787683	RNA45S1	12601
chr13	5771436	5771437	unassigned-0000773	239788	unassigned	right_end	chr13	5774302	5787683	RNA45S1	2866
chr13	5791084	5791085	unassigned-0000534	51225	unassigned	right_end	chr13	5774302	5787683	RNA45S1	3402
chr13	5810122	5810123	unassigned-0000695	84731	unassigned	right_end	chr13	5821272	5834653	RNA45S1	11150
chr13	5818684	5818685	haplotype2-0000091	13774962	haplotype2	right_end	chr13	5821272	5834653	RNA45S1	2588
chr13	5833810	5833811	unassigned-0000705	109645	unassigned	right_end	chr13	5821272	5834653	RNA45S1	0
chr13	5833810	5833811	unassigned-0000705	109645	unassigned	right_end	chr13	5829203	5834289	RNA28S1	0
chr13	5844325	5844326	haplotype2-0000124	84864	haplotype2	right_end	chr13	5821272	5834653	RNA45S1	9673
chr13	5864052	5864053	unassigned-0000508	116315	unassigned	right_end	chr13	5868242	5881623	RNA45S1	4190
chr13	5988417	5988418	unassigned-0000509	221598	unassigned	right_end	chr13	5962182	5975563	RNA45S1	12855
chr13	6032120	6032121	unassigned-0000522	245938	unassigned	right_end	chr13	6009152	6022533	RNA45S1	9588
chr13	8956468	8956469	haplotype1-0000052	506578	haplotype1	left_end	chr13	8968262	8981643	RNA45S1	11794
chr13	9109545	9109546	unassigned-0000244	142471	unassigned	left_end	chr13	9109172	9122553	RNA45S1	0
chr13	9147694	9147695	unassigned-0000491	106400	unassigned	left_end	chr13	9155309	9168690	RNA45S1	7615
chr13	9153032	9153033	unassigned-0000529	160344	unassigned	left_end	chr13	9155309	9168690	RNA45S1	2277
chr13	9155104	9155105	unassigned-0000306	467159	unassigned	left_end	chr13	9155309	9168690	RNA45S1	205
