sample	category	subcategory	sv_type	count	total_length	mean_length
HG02083	total	all_svs	all	59450	59303041	997.5280235492011
HG02083	sv_type	BND	BND	10	0	0.0
HG02083	sv_type	DEL	DEL	29787	29646831	995.2942894551314
HG02083	sv_type	DUP:TANDEM	DUP:TANDEM	26	1545698	59449.92307692308
HG02083	sv_type	INS	INS	29591	28110512	949.9683011726538
HG02083	sv_type	INV	INV	36	0	0.0
HG02083	zygosity	ALT_HOM	all	11517	0	0
HG02083	zygosity	HET	all	47933	0	0
HG02083	zygosity	ALT_HOM	BND	2	0	0
HG02083	zygosity	HET	BND	8	0	0
HG02083	zygosity	ALT_HOM	DEL	5913	0	0
HG02083	zygosity	HET	DEL	23874	0	0
HG02083	zygosity	HET	DUP:TANDEM	26	0	0
HG02083	zygosity	ALT_HOM	INS	5597	0	0
HG02083	zygosity	HET	INS	23994	0	0
HG02083	zygosity	ALT_HOM	INV	5	0	0
HG02083	zygosity	HET	INV	31	0	0
HG02083	size_class	large (500bp-5kb)	all	14077	0	0
HG02083	size_class	massive (>50kb)	all	155	0	0
HG02083	size_class	medium (50-500bp)	all	29714	0	0
HG02083	size_class	small (<50bp)	all	13958	0	0
HG02083	size_class	very_large (5kb-50kb)	all	1546	0	0
HG02083	size_class	small (<50bp)	BND	10	0	0
HG02083	size_class	large (500bp-5kb)	DEL	7358	0	0
HG02083	size_class	massive (>50kb)	DEL	73	0	0
HG02083	size_class	medium (50-500bp)	DEL	14786	0	0
HG02083	size_class	small (<50bp)	DEL	6749	0	0
HG02083	size_class	very_large (5kb-50kb)	DEL	821	0	0
HG02083	size_class	large (500bp-5kb)	DUP:TANDEM	18	0	0
HG02083	size_class	massive (>50kb)	DUP:TANDEM	1	0	0
HG02083	size_class	medium (50-500bp)	DUP:TANDEM	6	0	0
HG02083	size_class	very_large (5kb-50kb)	DUP:TANDEM	1	0	0
HG02083	size_class	large (500bp-5kb)	INS	6701	0	0
HG02083	size_class	massive (>50kb)	INS	81	0	0
HG02083	size_class	medium (50-500bp)	INS	14922	0	0
HG02083	size_class	small (<50bp)	INS	7163	0	0
HG02083	size_class	very_large (5kb-50kb)	INS	724	0	0
HG02083	size_class	small (<50bp)	INV	36	0	0
HG02083	haplotype	both	all	11517	0	0
HG02083	haplotype	haplotype1	all	24077	0	0
HG02083	haplotype	haplotype2	all	23856	0	0
HG02083	haplotype	both	BND	2	0	0
HG02083	haplotype	haplotype1	BND	8	0	0
HG02083	haplotype	both	DEL	5913	0	0
HG02083	haplotype	haplotype1	DEL	12014	0	0
HG02083	haplotype	haplotype2	DEL	11860	0	0
HG02083	haplotype	haplotype1	DUP:TANDEM	9	0	0
HG02083	haplotype	haplotype2	DUP:TANDEM	17	0	0
HG02083	haplotype	both	INS	5597	0	0
HG02083	haplotype	haplotype1	INS	12031	0	0
HG02083	haplotype	haplotype2	INS	11963	0	0
HG02083	haplotype	both	INV	5	0	0
HG02083	haplotype	haplotype1	INV	15	0	0
HG02083	haplotype	haplotype2	INV	16	0	0
HG02083	phasing	phased	all	59450	0	0
HG02083	chromosome	chr1	all	4164	0	0
HG02083	chromosome	chr2	all	3314	0	0
HG02083	chromosome	chr3	all	2912	0	0
HG02083	chromosome	chr4	all	3237	0	0
HG02083	chromosome	chr5	all	2745	0	0
HG02083	chromosome	chr6	all	2226	0	0
HG02083	chromosome	chr7	all	2769	0	0
HG02083	chromosome	chr8	all	2521	0	0
HG02083	chromosome	chr9	all	6195	0	0
HG02083	chromosome	chrX	all	987	0	0
HG02083	chromosome	chrY	all	1403	0	0
HG02083	chromosome	chr10	all	2867	0	0
HG02083	chromosome	chr11	all	1997	0	0
HG02083	chromosome	chr12	all	2152	0	0
HG02083	chromosome	chr13	all	1646	0	0
