#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3225	248383587	222232
syndip	chr2	0	3456	242693993	213393
syndip	chr3	0	2645	201100712	198388
syndip	chr4	0	3022	193529310	210443
syndip	chr5	0	1979	182043838	171188
syndip	chr6	0	2950	172123974	193184
syndip	chr7	0	3937	160565272	182449
syndip	chrX	0	99344	154255808	134905
syndip	chr9	0	4980	150614258	142653
syndip	chr8	0	2059	146257074	146484
syndip	chr11	0	144515	135125209	179258
syndip	chr10	0	2638	134754977	142456
syndip	chr12	0	2913	133322148	128745
syndip	chr13	0	9283	113563474	100638
syndip	chr14	0	5718	101107103	144723
syndip	chr15	0	6091	99750931	151400
syndip	chr16	0	2326	96327638	112835
syndip	chr17	0	48602	84260038	105544
syndip	chr18	0	164001	80538845	89689
syndip	chr20	0	2789	66207319	70709
syndip	chr19	0	2197	61704292	87886
syndip	chr22	0	4721	51322042	114037
syndip	chr21	0	3033	45086155	75349
