sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
HG02083	HG02083#1#CM086951.1	chr1	241106734	0	248387328	241106734	0	0	0.0	0	0	0.0	contig
HG02083	HG02083#1#CM086958.1	chr12	132832673	19606	133324548	132832673	1	19606	19606.0	19606	19606	0.01	scaffold
HG02083	HG02083#1#CM086959.1	chr14	102895875	200	101161492	102895875	2	200	100.0	100	100	0.02	scaffold
HG02083	HG02083#1#CM086960.1	chr16	89665622	100	96330374	89665622	1	100	100.0	100	100	0.01	scaffold
HG02083	HG02083#1#CM086961.1	chr17	84652143	0	84276897	84652143	0	0	0.0	0	0	0.0	contig
HG02083	HG02083#1#CM086952.1	chr2	243488754	100	242696752	243488754	1	100	100.0	100	100	0.0	scaffold
HG02083	HG02083#1#CM086962.1	chr20	66697753	39321	66210255	66697753	2	39321	19660.5	26275	13046	0.03	scaffold
HG02083	HG02083#1#CM086953.1	chr4	192496038	0	193574945	192496038	0	0	0.0	0	0	0.0	contig
HG02083	HG02083#1#CM086954.1	chr5	182913153	0	182045439	182913153	0	0	0.0	0	0	0.0	contig
HG02083	HG02083#1#CM086955.1	chr7	160137269	100	160567428	160137269	1	100	100.0	100	100	0.01	scaffold
HG02083	HG02083#1#CM086956.1	chr8	145645985	0	146259331	145645985	0	0	0.0	0	0	0.0	contig
HG02083	HG02083#1#CM086957.1	chr9	135847542	100	150617247	135847542	1	100	100.0	100	100	0.01	scaffold
