sample	category	subcategory	var_type	count	percentage
HG02083	total	all_variants	all	5357038	100.0
HG02083	variant_type	DEL	DEL	517377	9.657893037159713
HG02083	variant_type	INS	INS	510971	9.538312029894131
HG02083	variant_type	MNV	MNV	1852	0.034571343343093704
HG02083	variant_type	SNV	SNV	4326838	80.76922358960306
HG02083	ti_tv	transitions	SNV	2717295	1.6882400780842761
HG02083	ti_tv	transversions	SNV	1609543	1.6882400780842761
HG02083	zygosity	HET	all	3562440	66.50018163022177
HG02083	zygosity	HOM_ALT	all	1794598	33.499818369778225
HG02083	zygosity	HET	DEL	368197	71.16609358359571
HG02083	zygosity	HOM_ALT	DEL	149180	28.833906416404286
HG02083	zygosity	HET	INS	365562	71.54261200733505
HG02083	zygosity	HOM_ALT	INS	145409	28.457387992664945
HG02083	zygosity	HET	MNV	1852	100.0
HG02083	zygosity	HET	SNV	2826829	65.3324436921373
HG02083	zygosity	HOM_ALT	SNV	1500009	34.6675563078627
HG02083	haplotype	both	all	1794598	33.499818369778225
HG02083	haplotype	haplotype1	all	1706450	31.85435682927767
HG02083	haplotype	haplotype2	all	1855990	34.645824800944105
HG02083	haplotype	both	DEL	149180	28.833906416404286
HG02083	haplotype	haplotype1	DEL	176716	34.156137594056176
HG02083	haplotype	haplotype2	DEL	191481	37.00995598953954
HG02083	haplotype	both	INS	145409	28.457387992664945
HG02083	haplotype	haplotype1	INS	175899	34.42445853091467
HG02083	haplotype	haplotype2	INS	189663	37.11815347642038
HG02083	haplotype	haplotype1	MNV	914	49.35205183585313
HG02083	haplotype	haplotype2	MNV	938	50.647948164146875
HG02083	haplotype	both	SNV	1500009	34.6675563078627
HG02083	haplotype	haplotype1	SNV	1352921	31.268122356325794
HG02083	haplotype	haplotype2	SNV	1473908	34.064321335811506
HG02083	phasing	phased	all	5357038	100.0
HG02083	phasing	phased	DEL	517377	100.0
HG02083	phasing	phased	INS	510971	100.0
HG02083	phasing	phased	MNV	1852	100.0
HG02083	phasing	phased	SNV	4326838	100.0
HG02083	allelic	biallelic	all	5036041	94.00793871538711
HG02083	allelic	multiallelic	all	320997	5.992061284612878
HG02083	allelic	biallelic	DEL	418860	80.95837271467421
HG02083	allelic	multiallelic	DEL	98517	19.041627285325788
HG02083	allelic	biallelic	INS	413417	80.90811415912059
HG02083	allelic	multiallelic	INS	97554	19.091885840879424
HG02083	allelic	multiallelic	MNV	1852	100.0
HG02083	allelic	biallelic	SNV	4203764	97.15556718324098
HG02083	allelic	multiallelic	SNV	123074	2.8444328167590283
HG02083	filter	PASS	all	4954631	92.48825563679033
HG02083	filter	GAP1	all	240809	4.495189319172274
HG02083	filter	GAP2	all	140042	2.6141685013247993
HG02083	filter	HET1	all	12096	0.2257964195885861
HG02083	filter	HET2	all	9460	0.17659012312400993
HG02083	indel_size	11-20bp	all	62834	1.172924291371463
HG02083	indel_size	1bp	all	435541	8.130257802912729
HG02083	indel_size	2-5bp	all	368349	6.875982585899148
HG02083	indel_size	21-50bp	all	33461	0.624617559181025
HG02083	indel_size	6-10bp	all	97328	1.8168248946526047
HG02083	indel_size	>50bp	all	30835	0.575597933036876
HG02083	indel_size	11-20bp	DEL	31452	6.0791260531488645
HG02083	indel_size	1bp	DEL	217903	42.11687028994331
HG02083	indel_size	2-5bp	DEL	186790	36.10326705671106
HG02083	indel_size	21-50bp	DEL	16640	3.216223372898293
HG02083	indel_size	6-10bp	DEL	48811	9.434319654719864
HG02083	indel_size	>50bp	DEL	15781	3.0501935725786034
HG02083	indel_size	11-20bp	INS	31382	6.141640132218854
HG02083	indel_size	1bp	INS	217638	42.59302387023921
HG02083	indel_size	2-5bp	INS	181559	35.532153488162734
HG02083	indel_size	21-50bp	INS	16821	3.291967645913369
HG02083	indel_size	6-10bp	INS	48517	9.495059406502522
HG02083	indel_size	>50bp	INS	15054	2.946155456963311
HG02083	chromosome	chr1	all	386682	7.218205284338099
HG02083	chromosome	chr2	all	378067	7.057388803290177
HG02083	chromosome	chr3	all	345999	6.458774419744643
HG02083	chromosome	chr4	all	338670	6.321963741903641
HG02083	chromosome	chr5	all	292393	5.458109500063281
