#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3197	248384169	249810
syndip	chr2	0	3462	242693761	241096
syndip	chr3	0	23442	201088028	215419
syndip	chr4	0	20138	193517406	217418
syndip	chr5	0	1079	182007649	182069
syndip	chr6	0	14865	172121978	194318
syndip	chr7	0	3375	160565296	205117
syndip	chrX	0	37080	154255717	138100
syndip	chr9	0	3545	150614862	161720
syndip	chr8	0	2307	146250366	150596
syndip	chr11	0	2630	135125223	187659
syndip	chr10	0	3687	134654561	142164
syndip	chr12	0	2904	133322507	146330
syndip	chr13	0	88	113563403	121351
syndip	chr14	0	2510	101160036	165197
syndip	chr15	0	6091	99750368	164065
syndip	chr16	0	3489	96327457	134109
syndip	chr17	0	2852	84274277	103333
syndip	chr18	0	164124	80539437	99173
syndip	chr20	0	15465	66206373	89973
syndip	chr19	0	2334	61704689	99033
syndip	chr22	0	240581	51322097	93992
syndip	chr21	0	5827	45086161	66899
