sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T15	haplotype1-0000022	chr1	255731175	385894	248387328	255731175	7	385894	55127.7	100000	7500	0.03	scaffold
T2T15	haplotype1-0000003	chr10	135216087	0	134758134	135216087	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000007	chr11	134895989	0	135127769	134895989	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000014	chr12	133834086	7500	133324548	133834086	1	7500	7500.0	7500	7500	0.01	scaffold
T2T15	haplotype1-0000018	chr16	93634749	0	96330374	93634749	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000017	chr17	81203333	7500	84276897	81203333	1	7500	7500.0	7500	7500	0.01	scaffold
T2T15	haplotype1-0000012	chr18	80358523	0	80542538	80358523	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000015	chr19	61132366	0	61707364	61132366	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000009	chr2	242556353	7500	242696752	242556353	1	7500	7500.0	7500	7500	0.0	scaffold
T2T15	haplotype1-0000005	chr20	65958011	7500	66210255	65958011	1	7500	7500.0	7500	7500	0.02	scaffold
T2T15	haplotype1-0000016	chr3	201679769	100000	201105948	201679769	1	100000	100000.0	100000	100000	0.0	scaffold
T2T15	haplotype1-0000008	chr4	192115337	0	193574945	192115337	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000004	chr5	182043364	7500	182045439	182043364	1	7500	7500.0	7500	7500	0.01	scaffold
T2T15	haplotype1-0000011	chr6	171994906	0	172126628	171994906	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000010	chr7	160662010	0	160567428	160662010	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000013	chr8	145932918	0	146259331	145932918	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000019	chr9	136666823	0	150617247	136666823	0	0	0.0	0	0	0.0	contig
T2T15	haplotype1-0000020	chrX	154670708	7500	154259566	154670708	1	7500	7500.0	7500	7500	0.01	scaffold
