chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	9481807	9481808	unassigned-0000214	112641	unassigned	left_end	chr1	9271708	9367444	CLSTN1	114364
chr1	9594441	9594442	unassigned-0000214	112641	unassigned	right_end	chr1	9271708	9367444	CLSTN1	226998
chr1	16197081	16197082	haplotype2-0000085	95612	haplotype2	left_end	chr1	16146423	16150304	LOC105376832	46778
chr1	16292692	16292693	haplotype2-0000085	95612	haplotype2	right_end	chr1	16294285	16294449	LOC124905321	1593
chr1	26505230	26505231	unassigned-0000474	156810	unassigned	left_end	chr1	26357068	26358216	DPPA2P2	147015
chr1	26662070	26662071	unassigned-0000474	156810	unassigned	right_end	chr1	26823809	26824396	OSTCP2	161739
chr1	34719512	34719513	unassigned-0000539	100556	unassigned	left_end	chr1	35131763	35285115	ZMYM4	412251
chr1	34820127	34820128	unassigned-0000539	100556	unassigned	right_end	chr1	35131763	35285115	ZMYM4	311636
chr1	120022147	120022148	unassigned-0000353	122770	unassigned	left_end	chr1	119924809	120082923	NOTCH2	0
chr1	120144887	120144888	unassigned-0000353	122770	unassigned	right_end	chr1	120140240	120140341	RNU6-465P	4547
chr1	128787517	128787518	unassigned-0000414	16797	unassigned	left_end	chr1	128837886	128839126	LINC02799	50369
chr1	128804313	128804314	unassigned-0000414	16797	unassigned	right_end	chr1	128837886	128839126	LINC02799	33573
chr1	128822167	128822168	unassigned-0000252	170960	unassigned	left_end	chr1	128837886	128839126	LINC02799	15719
chr1	128822167	128822168	unassigned-0000259	56804	unassigned	left_end	chr1	128837886	128839126	LINC02799	15719
chr1	128822167	128822168	unassigned-0000264	51109	unassigned	left_end	chr1	128837886	128839126	LINC02799	15719
chr1	128822167	128822168	unassigned-0000436	47066	unassigned	left_end	chr1	128837886	128839126	LINC02799	15719
chr1	128824566	128824567	unassigned-0000265	61444	unassigned	left_end	chr1	128837886	128839126	LINC02799	13320
chr1	128827450	128827451	unassigned-0000260	57387	unassigned	left_end	chr1	128837886	128839126	LINC02799	10436
chr1	128841302	128841303	unassigned-0000253	32273	unassigned	left_end	chr1	128837886	128839126	LINC02799	2177
chr1	128850818	128850819	unassigned-0000254	18438	unassigned	left_end	chr1	128837886	128839126	LINC02799	11693
chr1	128869210	128869211	unassigned-0000254	18438	unassigned	right_end	chr1	128837886	128839126	LINC02799	30085
chr1	128873571	128873572	unassigned-0000253	32273	unassigned	right_end	chr1	128837886	128839126	LINC02799	34446
chr1	128881146	128881147	unassigned-0000260	57387	unassigned	right_end	chr1	128837886	128839126	LINC02799	42021
chr1	128909019	128909020	unassigned-0000434	28744	unassigned	left_end	chr1	128946077	128947329	LINC02799	37058
chr1	128915542	128915543	unassigned-0000433	43978	unassigned	left_end	chr1	128946077	128947329	LINC02799	30535
chr1	128921821	128921822	unassigned-0000436	47066	unassigned	right_end	chr1	128946077	128947329	LINC02799	24256
chr1	128928739	128928740	unassigned-0000259	56804	unassigned	right_end	chr1	128946077	128947329	LINC02799	17338
chr1	128931538	128931539	unassigned-0000434	28744	unassigned	right_end	chr1	128946077	128947329	LINC02799	14539
chr1	128934889	128934890	unassigned-0000265	61444	unassigned	right_end	chr1	128946077	128947329	LINC02799	11188
chr1	128959424	128959425	unassigned-0000433	43978	unassigned	right_end	chr1	128946077	128947329	LINC02799	12096
chr1	128975792	128975793	unassigned-0000252	170960	unassigned	right_end	chr1	128946077	128947329	LINC02799	28464
chr1	128998748	128998749	unassigned-0000264	51109	unassigned	right_end	chr1	128946077	128947329	LINC02799	51420
chr1	142388740	142388741	unassigned-0000427	40653	unassigned	left_end	chr1	142389334	142390824	LOC124905320	594
chr1	142429396	142429397	unassigned-0000427	40653	unassigned	right_end	chr1	142426326	142459396	LOC100996736	0
chr1	143287352	143287353	unassigned-0000515	40430	unassigned	left_end	chr1	142522964	143403515	LOC124904398	0
chr1	143287352	143287353	unassigned-0000515	40430	unassigned	left_end	chr1	143279956	143313924	LOC100996731	0
chr1	143319791	143319792	unassigned-0000516	53335	unassigned	left_end	chr1	142522964	143403515	LOC124904398	0
chr1	143327761	143327762	unassigned-0000515	40430	unassigned	right_end	chr1	142522964	143403515	LOC124904398	0
chr1	143373124	143373125	unassigned-0000516	53335	unassigned	right_end	chr1	142522964	143403515	LOC124904398	0
chr1	143891419	143891420	haplotype1-0000038	43676	haplotype1	left_end	chr1	143895367	143913154	LOC105371216	3948
chr1	143935069	143935070	haplotype1-0000038	43676	haplotype1	right_end	chr1	143913866	143942009	LOC105371217	0
chr1	148353811	148353812	unassigned-0000154	33971	unassigned	left_end	chr1	148355844	148359920	LOC105371233	2033
chr1	148387765	148387766	unassigned-0000154	33971	unassigned	right_end	chr1	148364291	148387735	LOC105371235	31
chr1	188313584	188313585	unassigned-0000698	83496	unassigned	left_end	chr1	186915900	186917057	FDPSP1	1396528
chr1	188316343	188316344	unassigned-0000745	17749	unassigned	left_end	chr1	186915900	186917057	FDPSP1	1399287
