contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
haplotype2-0000096	516421	haplotype2	chr22	4446802	616063	0.138541	non_satellite
unassigned-0000326	24319	unassigned	chr17	24299	0	0	non_satellite
unassigned-0000553	65101	unassigned	chr14	45820	45820	1	satellite
unassigned-0000327	46774	unassigned	chrX	46749	0	0	non_satellite
unassigned-0000113	158080	unassigned	chr15	144763	144763	1	satellite
haplotype2-0000097	225225	haplotype2	chr13	78300	78300	1	satellite
unassigned-0000341	147571	unassigned	chrX	147561	0	0	non_satellite
unassigned-0000328	11021	unassigned	chrX	10939	0	0	non_satellite
unassigned-0000114	77103	unassigned	chr15	68113	68113	1	satellite
haplotype2-0000098	247931	haplotype2	chr13	65680	65680	1	satellite
unassigned-0000802	116642	unassigned	chr10	116638	116638	1	satellite
unassigned-0000556	46308	unassigned	chr7	46281	0	0	non_satellite
haplotype2-0000099	62501	haplotype2	chr21	174612	58204	0.333333	non_satellite
unassigned-0000342	41063	unassigned	chr14	286734	40962	0.142857	non_satellite
unassigned-0000803	40941	unassigned	chr10	40905	40905	1	satellite
unassigned-0000343	51082	unassigned	chr8	51122	0	0	non_satellite
unassigned-0000557	78883	unassigned	chr7	78859	0	0	non_satellite
unassigned-0000345	121364	unassigned	chr5	121042	0	0	non_satellite
unassigned-0000820	94582	unassigned	chrX	97414	0	0	non_satellite
unassigned-0000346	232306	unassigned	chr4	232330	0	0	non_satellite
unassigned-0000573	61425	unassigned	chr14	307175	61435	0.2	non_satellite
unassigned-0000807	108772	unassigned	chr14	214938	107469	0.5	satellite
unassigned-0000119	3110744	unassigned	chr21	22357407	2937972	0.131409	non_satellite
unassigned-0000821	16600	unassigned	chrX	16578	0	0	non_satellite
unassigned-0000347	12363	unassigned	chr15	12332	12332	1	satellite
unassigned-0000574	28975	unassigned	chr14	28970	28970	1	satellite
unassigned-0000789	443955	unassigned	chr21	374355	374355	1	satellite
unassigned-0000577	65108	unassigned	chr15	65075	0	0	non_satellite
unassigned-0000151	117971	unassigned	chr22	500998	110074	0.219709	non_satellite
unassigned-0000579	63793	unassigned	chr10	127644	63822	0.5	satellite
unassigned-0000827	29849	unassigned	chrX	29849	0	0	non_satellite
unassigned-0000380	49881	unassigned	chr14	99778	49889	0.5	satellite
unassigned-0000153	49311	unassigned	chr14	97422	48711	0.5	satellite
unassigned-0000154	33971	unassigned	chr1	33955	0	0	non_satellite
unassigned-0000170	15643	unassigned	chr22	15614	15614	1	satellite
unassigned-0000846	161815	unassigned	chr22	87743	87743	1	satellite
unassigned-0000171	60268	unassigned	chr22	60270	60270	1	satellite
unassigned-0000406	151450	unassigned	chr14	299630	149815	0.5	satellite
unassigned-0000407	220407	unassigned	chr22	2424389	220399	0.0909091	non_satellite
unassigned-0000420	24397	unassigned	chr12	24375	0	0	non_satellite
unassigned-0000408	41370	unassigned	chr22	41368	41368	1	satellite
unassigned-0000849	93141	unassigned	chr15	181176	90588	0.5	satellite
unassigned-0000409	55301	unassigned	chr22	169188	56396	0.333333	non_satellite
unassigned-0000636	38349	unassigned	chr22	36983	36983	1	satellite
unassigned-0000422	55260	unassigned	chr14	109252	54626	0.5	satellite
unassigned-0000637	42730	unassigned	chr22	43246	43246	1	satellite
unassigned-0000190	67401	unassigned	chr17	67327	0	0	non_satellite
unassigned-0000179	3434815	unassigned	chr22	29734701	2592035	0.0871721	non_satellite
unassigned-0000440	46212	unassigned	chr15	46017	46017	1	satellite
unassigned-0000427	40653	unassigned	chr1	40657	40657	1	satellite
unassigned-0000428	365744	unassigned	chr8	287444	287444	1	satellite
unassigned-0000441	117208	unassigned	chr15	103265	103265	1	satellite
unassigned-0000214	112641	unassigned	chr1	112635	0	0	non_satellite
unassigned-0000215	24745	unassigned	chr4	24748	0	0	non_satellite
unassigned-0000429	166266	unassigned	chr10	66660	66660	1	satellite
unassigned-0000443	25387	unassigned	chr3	25348	0	0	non_satellite
unassigned-0000230	19663	unassigned	chr17	19639	0	0	non_satellite
unassigned-0000198	27037	unassigned	chr8	27015	27015	1	satellite
unassigned-0000445	52745	unassigned	chr22	158238	52746	0.333333	non_satellite
unassigned-0000219	32754	unassigned	chrX	32757	0	0	non_satellite
unassigned-0000673	70352	unassigned	chr21	70273	70273	1	satellite
unassigned-0000232	253658	unassigned	chr14	472554	252110	0.533505	satellite
unassigned-0000446	51670	unassigned	chr13	51645	51645	1	satellite
unassigned-0000460	39166	unassigned	chrM	32564	0	0	non_satellite
unassigned-0000674	147567	unassigned	chr21	115089	115089	1	satellite
