chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	8900366	8904680	N_region	7500	-	chr1	9271708	9367444	CLSTN1	367029
chr1	128857165	128857166	N_region	7500	+	chr1	128837886	128839126	LINC02799	18040
chr12	121625071	121630857	N_region	5769	-	chr12	121399893	121575445	KDM2B	49627
chr13	5690941	5740542	N_region_windowed	49599	+	chr13	5727724	5727877	VN1R112P	0
chr13	35074226	35176473	N_region_windowed	100000	-	chr13	34160608	34891073	NBEA	183154
chr14	2126484	2176765	N_region_windowed	45717	+	chr14	2147806	2161161	RNA45S2	0
chr14	2126484	2176765	N_region_windowed	45717	+	chr14	2151444	2153313	RNA18S2	0
chr14	2126484	2176765	N_region_windowed	45717	+	chr14	2154384	2154541	RNA5-8S2	0
chr14	2126484	2176765	N_region_windowed	45717	+	chr14	2155709	2160794	RNA28S2	0
chr14	31786178	31795603	N_region	7500	-	chr14	30867260	31362039	SLC25A21	424140
chr15	19366804	19466779	N_region_windowed	100000	+	chr15	19367924	19416567	RHPN2P1	0
chr15	19366804	19466779	N_region_windowed	100000	+	chr15	19461565	19471509	LOC105379205	0
chr16	27417921	27526333	N_region_windowed	100000	-	chr16	27410070	27412008	EEF1A1P38	5914
chr19	3296173	3305793	N_region_windowed	7500	-	chr19	2302356	2328755	SPPL2B	967419
chr2	74907104	74914601	N_region_windowed	7500	+	chr2	74557670	74566117	DOK1	340988
chr2	90076186	90083690	N_region_windowed	7500	+	chr2	90077309	90109365	LOC388996	0
chr20	50284196	50289731	N_region_windowed	7500	-	chr20	50267532	50269441	LOC105372647	14756
chr21	5619576	5718506	N_region_windowed	100000	-	chr21	5650816	5660737	CDRT15P9	0
chr21	5619576	5718506	N_region_windowed	100000	-	chr21	5669807	5688218	LOC101927615	0
chr21	5619576	5718506	N_region_windowed	100000	-	chr21	5692606	5754012	TEKT4P2	0
chr21	5619576	5718506	N_region_windowed	100000	-	chr21	5696349	5697859	LOC124904995	0
chr21	5619576	5718506	N_region_windowed	100000	-	chr21	5706850	5708159	SOWAHCP2	0
chr21	5619576	5718506	N_region_windowed	100000	-	chr21	5712142	5712640	ANKRD20A6P	0
chr21	5619576	5718506	N_region_windowed	100000	-	chr21	5717102	5718058	SNX18P11	0
chr22	6352301	6458547	N_region_windowed	100000	-	chr22	6365245	6365401	MTND1P17	0
chr3	111292565	111294065	N_region_windowed	1500	-	chr3	111309782	111415213	DZIP3	15718
chr4	38177507	38179006	N_region_windowed	1500	+	chr4	37837374	37838152	HNRNPRP3	339356
chr4	38185222	38186824	N_region_windowed	1604	+	chr4	37837374	37838152	HNRNPRP3	347071
chr4	52391729	52466367	N_region_windowed	100000	+	chr4	49436061	49453521	LOC107987323	2938209
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193432630	193435989	DBET	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193436059	193437344	DUX4L8	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193437426	193437510	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193439355	193440640	DUX4L5	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193440722	193440806	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193442652	193443937	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193444019	193444103	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193445948	193447233	DUX4L2	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193447315	193447399	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193449244	193450529	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193450611	193450695	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193452540	193453825	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193453907	193453991	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193455845	193457130	DUX4L7	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193457212	193457296	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193459139	193460424	DUX4L1	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193460506	193460590	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193462437	193463722	DUX4L3	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193463804	193463888	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193465733	193467018	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193467100	193467184	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193469036	193470321	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193470403	193470487	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193472332	193473617	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193473699	193473783	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193475627	193476912	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193476994	193477078	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193478924	193480209	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193480291	193480375	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193482217	193483502	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193483584	193483668	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193485516	193486801	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193486883	193486967	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193488814	193490099	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193490181	193490265	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193492114	193493399	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193493481	193493565	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193495414	193496699	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193496781	193496865	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193498711	193499996	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193500078	193500162	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193502009	193503294	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193503376	193503460	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193505305	193506590	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193506672	193506756	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193508602	193509887	DUX4L4	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193509969	193510053	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193511899	193513184	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193513266	193513350	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193515197	193516482	DUX4L6	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193516564	193516648	MIR8078	0
chr4	193433589	193533614	N_region_windowed	100000	+	chr4	193518495	193519780	DUX4L6	0
