chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	32395615	32395616	N_region	7500	+	chr1	32479595	32510712	ZBTB8OS	83980
chr1	148339695	148347195	N_region_windowed	7500	+	chr1	148355844	148359920	LOC105371233	8650
chr1	217452366	217459864	N_region_windowed	7500	+	chr1	218839722	218839825	LOC124904657	1379859
chr1	227947857	227947858	N_region	7500	+	chr1	227948143	227948264	RNA5S1	286
chr10	34850010	34850011	N_region	7500	+	chr10	35001561	35004122	LINC02635	151551
chr10	134701387	134737334	N_region_windowed	35859	+	chr10	134701337	134702862	DUX4L24	0
chr10	134701387	134737334	N_region_windowed	35859	+	chr10	134704647	134706172	DUX4L24	0
chr10	134701387	134737334	N_region_windowed	35859	+	chr10	134707957	134709482	DUX4L24	0
chr10	134701387	134737334	N_region_windowed	35859	+	chr10	134711267	134712792	DUX4L24	0
chr10	134701387	134737334	N_region_windowed	35859	+	chr10	134714577	134716102	DUX4L24	0
chr10	134701387	134737334	N_region_windowed	35859	+	chr10	134717887	134719412	DUX4L24	0
chr10	134701387	134737334	N_region_windowed	35859	+	chr10	134721197	134722722	DUX4L24	0
chr10	134701387	134737334	N_region_windowed	35859	+	chr10	134724507	134726032	DUX4L24	0
chr11	49866989	49871066	N_region_windowed	7500	-	chr11	50010290	50016656	TRIM51FP	139225
chr11	62942014	62948426	N_region_windowed	7500	-	chr11	63279173	63352415	SLC22A10	330748
chr12	1569866	1580621	N_region_windowed	7500	-	chr12	1560303	1590400	FBXL14	0
chr12	110476876	110492281	N_region	7500	-	chr12	110406262	110408041	HMGA1P3	68836
chr12	119913988	119918805	N_region_windowed	7500	-	chr12	120326838	120356341	MSI1	408034
chr14	1751733	1853026	N_region_windowed	100000	-	chr14	1768469	1769016	LOC100287188	0
chr14	1751733	1853026	N_region_windowed	100000	-	chr14	1772182	1775293	MGC70870	0
chr14	1751733	1853026	N_region_windowed	100000	-	chr14	1816120	1822757	CH507-145C22.1	0
chr14	1751733	1853026	N_region_windowed	100000	-	chr14	1822934	1858465	LOC124905312	0
chr14	1751733	1853026	N_region_windowed	100000	-	chr14	1852713	1854252	LOC101929749	0
chr15	60594893	60598947	N_region	7500	-	chr15	60756970	60757971	LOC100287243	158024
chr17	41915697	41920826	N_region_windowed	7500	-	chr17	41948770	41949930	KRTAP4-7	27945
chr17	42305742	42410723	N_region_windowed	100000	-	chr17	42291708	42296538	KRT38	9205
chr17	50939630	50952379	N_region_windowed	7500	-	chr17	51102817	51103420	SUMO2P7	150439
chr17	81885757	81892652	N_region	7500	-	chr17	81446295	81873303	RPTOR	12455
chr19	5838250	5846519	N_region	7500	-	chr19	5609765	5655162	SAFB	183089
chr19	32441138	32441780	N_region_windowed	1500	-	chr19	32441570	32442612	PPIAP58	0
chr19	35930857	35938357	N_region	7500	-	chr19	35906726	36042546	PEPD	0
chr19	40370034	40370720	N_region_windowed	7500	-	chr19	40498112	40521515	ZNF607	127393
chr19	42246155	42251713	N_region_windowed	7500	-	chr19	42338753	42340591	TDGF1P7	87041
chr19	47915937	47929812	N_region	7500	-	chr19	47289854	47299031	ZNF285BP	616907
chr2	216094107	216102921	N_region_windowed	7500	-	chr2	216594752	216691715	XRCC5	491832
chr20	33455250	33462750	N_region	7500	-	chr20	33692781	33728019	XKR7	230032
chr21	1642932	1647714	N_region_windowed	1500	-	chr21	2208878	2253368	LOC101930100	561165
chr21	1803745	1807099	N_region_windowed	1500	-	chr21	2208878	2253368	LOC101930100	401780
chr21	3110869	3200939	N_region_windowed	100000	-	chr21	3112035	3125409	RNA45S4	0
chr21	3110869	3200939	N_region_windowed	100000	-	chr21	3115701	3117570	RNA18S4	0
chr21	3110869	3200939	N_region_windowed	100000	-	chr21	3118647	3118804	RNA5-8S4	0
chr21	3110869	3200939	N_region_windowed	100000	-	chr21	3119971	3125048	RNA28S4	0
chr21	3110869	3200939	N_region_windowed	100000	-	chr21	3156890	3170233	RNA45S4	0
chr21	3110869	3200939	N_region_windowed	100000	-	chr21	3160530	3162399	RNA18S4	0
chr21	3110869	3200939	N_region_windowed	100000	-	chr21	3163476	3163633	RNA5-8S4	0
chr21	3110869	3200939	N_region_windowed	100000	-	chr21	3164804	3169872	RNA28S4	0
